method	n_cluster	seed	ari_value
Average-based	10	0	0.5601897161318351
Average-based	10	1	0.5601897161318351
Average-based	10	2	0.5601897161318351
Average-based	10	3	0.5570937801765193
Average-based	10	4	0.5601897161318351
Average-based	10	5	0.5601897161318351
Average-based	10	6	0.5601897161318351
Average-based	10	7	0.5601897161318351
Average-based	10	8	0.5601897161318351
Average-based	10	9	0.5570937801765193
Onehot-based	10	0	0.5555999478686737
Onehot-based	10	1	0.5555999478686737
Onehot-based	10	2	0.5555999478686737
Onehot-based	10	3	0.5555999478686737
Onehot-based	10	4	0.5555999478686737
Onehot-based	10	5	0.5555999478686737
Onehot-based	10	6	0.5555999478686737
Onehot-based	10	7	0.5555999478686737
Onehot-based	10	8	0.5555999478686737
Onehot-based	10	9	0.5555999478686737
wNMF-based	10	0	0.5404634216794576
wNMF-based	10	1	0.5419745730898364
wNMF-based	10	2	0.5404634216794576
wNMF-based	10	3	0.5404634216794576
wNMF-based	10	4	0.5404634216794576
wNMF-based	10	5	0.5415357974629008
wNMF-based	10	6	0.5410049729367182
wNMF-based	10	7	0.5415357974629008
wNMF-based	10	8	0.5404634216794576
wNMF-based	10	9	0.5404634216794576
Average-based	11	0	0.5372848440400908
Average-based	11	1	0.5403821188038321
Average-based	11	2	0.5368455735072779
Average-based	11	3	0.5403941591965955
Average-based	11	4	0.5372848440400908
Average-based	11	5	0.5384074604757904
Average-based	11	6	0.5381799351576377
Average-based	11	7	0.5372848440400908
Average-based	11	8	0.5391780155353174
Average-based	11	9	0.5372848440400908
Onehot-based	11	0	0.538850269329848
Onehot-based	11	1	0.538850269329848
Onehot-based	11	2	0.538850269329848
Onehot-based	11	3	0.538850269329848
Onehot-based	11	4	0.538850269329848
Onehot-based	11	5	0.538850269329848
Onehot-based	11	6	0.538850269329848
Onehot-based	11	7	0.538850269329848
Onehot-based	11	8	0.538850269329848
Onehot-based	11	9	0.538850269329848
wNMF-based	11	0	0.5610891196952317
wNMF-based	11	1	0.5606897141565587
wNMF-based	11	2	0.5610891196952317
wNMF-based	11	3	0.5610891196952317
wNMF-based	11	4	0.5606897141565587
wNMF-based	11	5	0.5610891196952317
wNMF-based	11	6	0.5610891196952317
wNMF-based	11	7	0.5606897141565587
wNMF-based	11	8	0.5610891196952317
wNMF-based	11	9	0.5606897141565587
Average-based	12	0	0.5569920777607007
Average-based	12	1	0.5517044852873534
Average-based	12	2	0.5517044852873534
Average-based	12	3	0.5517044852873534
Average-based	12	4	0.5567965420954702
Average-based	12	5	0.5520311243635828
Average-based	12	6	0.5567965420954702
Average-based	12	7	0.5567965420954702
Average-based	12	8	0.5564611674564068
Average-based	12	9	0.5517044852873534
Onehot-based	12	0	0.5518314028887958
Onehot-based	12	1	0.5518314028887958
Onehot-based	12	2	0.5518314028887958
Onehot-based	12	3	0.5518314028887958
Onehot-based	12	4	0.5518314028887958
Onehot-based	12	5	0.5518314028887958
Onehot-based	12	6	0.5502753698621471
Onehot-based	12	7	0.5518314028887958
Onehot-based	12	8	0.5518314028887958
Onehot-based	12	9	0.5518314028887958
wNMF-based	12	0	0.5523041364784341
wNMF-based	12	1	0.5461034675121705
wNMF-based	12	2	0.5530452368293529
wNMF-based	12	3	0.5488066680169063
wNMF-based	12	4	0.548282082880516
wNMF-based	12	5	0.5562271233907508
wNMF-based	12	6	0.5502826148486173
wNMF-based	12	7	0.5492368630176897
wNMF-based	12	8	0.5562841030986374
wNMF-based	12	9	0.5561756914775757
Average-based	13	0	0.5619786780037851
Average-based	13	1	0.5617254528402564
Average-based	13	2	0.5622356167232827
Average-based	13	3	0.5637864197019249
Average-based	13	4	0.5622356167232827
Average-based	13	5	0.5646078382639719
Average-based	13	6	0.5636342459312065
Average-based	13	7	0.5624975122922307
Average-based	13	8	0.5618076883208852
Average-based	13	9	0.5514669886901471
Onehot-based	13	0	0.5549926626793104
Onehot-based	13	1	0.5546523434996345
Onehot-based	13	2	0.5546523434996345
Onehot-based	13	3	0.5546523434996345
Onehot-based	13	4	0.5546523434996345
Onehot-based	13	5	0.5546523434996345
Onehot-based	13	6	0.5546523434996345
Onehot-based	13	7	0.5546523434996345
Onehot-based	13	8	0.5546523434996345
Onehot-based	13	9	0.5546523434996345
wNMF-based	13	0	0.5382573356802005
wNMF-based	13	1	0.5584594168838464
wNMF-based	13	2	0.5591126785620518
wNMF-based	13	3	0.535138694752477
wNMF-based	13	4	0.5559170386428397
wNMF-based	13	5	0.5583535556553673
wNMF-based	13	6	0.5565446021106316
wNMF-based	13	7	0.5594013714063675
wNMF-based	13	8	0.5595030049030021
wNMF-based	13	9	0.5477048182512525
Average-based	14	0	0.5644491562070756
Average-based	14	1	0.5675299106211105
Average-based	14	2	0.5675299106211105
Average-based	14	3	0.559022619010996
Average-based	14	4	0.5644491562070756
Average-based	14	5	0.5675299106211105
Average-based	14	6	0.5684960161863267
Average-based	14	7	0.5644491562070756
Average-based	14	8	0.5659514950641085
Average-based	14	9	0.5644491562070756
Onehot-based	14	0	0.5557125384398458
Onehot-based	14	1	0.555783588788661
Onehot-based	14	2	0.5559199003294848
Onehot-based	14	3	0.5557125384398458
Onehot-based	14	4	0.5557125384398458
Onehot-based	14	5	0.5557125384398458
Onehot-based	14	6	0.5557125384398458
Onehot-based	14	7	0.5547598363773693
Onehot-based	14	8	0.5557125384398458
Onehot-based	14	9	0.5894316552979699
wNMF-based	14	0	0.5972398585773997
wNMF-based	14	1	0.5972398585773997
wNMF-based	14	2	0.5972398585773997
wNMF-based	14	3	0.5972398585773997
wNMF-based	14	4	0.5746374409253586
wNMF-based	14	5	0.5972398585773997
wNMF-based	14	6	0.5972398585773997
wNMF-based	14	7	0.5972398585773997
wNMF-based	14	8	0.5972398585773997
wNMF-based	14	9	0.5972398585773997
Average-based	15	0	0.5904061565356331
Average-based	15	1	0.5973391131302099
Average-based	15	2	0.5994652751621121
Average-based	15	3	0.5981764958258868
Average-based	15	4	0.5973391131302099
Average-based	15	5	0.6001437611216596
Average-based	15	6	0.5988555083352062
Average-based	15	7	0.5973391131302099
Average-based	15	8	0.5981764958258868
Average-based	15	9	0.5979251050271378
Onehot-based	15	0	0.5769303728755719
Onehot-based	15	1	0.578102056937512
Onehot-based	15	2	0.5919523863572321
Onehot-based	15	3	0.571291753608608
Onehot-based	15	4	0.5769303728755719
Onehot-based	15	5	0.5763094443887413
Onehot-based	15	6	0.577246586679379
Onehot-based	15	7	0.5770121165628744
Onehot-based	15	8	0.579022121756605
Onehot-based	15	9	0.5770121165628744
wNMF-based	15	0	0.5295957540008995
wNMF-based	15	1	0.5662448075657586
wNMF-based	15	2	0.5420017979739117
wNMF-based	15	3	0.5298435539962368
wNMF-based	15	4	0.5356338081731563
wNMF-based	15	5	0.542155872603792
