method	n_cluster	seed	ari_value
Average-based	10	0	0.37145277291547
Average-based	10	1	0.37096617351807776
Average-based	10	2	0.37096617351807776
Average-based	10	3	0.37096617351807776
Average-based	10	4	0.37096617351807776
Average-based	10	5	0.37096617351807776
Average-based	10	6	0.37085676151945063
Average-based	10	7	0.37085676151945063
Average-based	10	8	0.37096617351807776
Average-based	10	9	0.37085676151945063
Onehot-based	10	0	0.3703703908092553
Onehot-based	10	1	0.3703703908092553
Onehot-based	10	2	0.3703703908092553
Onehot-based	10	3	0.3703703908092553
Onehot-based	10	4	0.3703703908092553
Onehot-based	10	5	0.37096617351807776
Onehot-based	10	6	0.3703703908092553
Onehot-based	10	7	0.37096617351807776
Onehot-based	10	8	0.3703703908092553
Onehot-based	10	9	0.3703703908092553
wNMF-based	10	0	0.3748069975264984
wNMF-based	10	1	0.3748069975264984
wNMF-based	10	2	0.3748069975264984
wNMF-based	10	3	0.3748069975264984
wNMF-based	10	4	0.3748069975264984
wNMF-based	10	5	0.3748069975264984
wNMF-based	10	6	0.3748069975264984
wNMF-based	10	7	0.3748069975264984
wNMF-based	10	8	0.3748069975264984
wNMF-based	10	9	0.3748069975264984
Average-based	11	0	0.30684140039675645
Average-based	11	1	0.30684140039675645
Average-based	11	2	0.30684140039675645
Average-based	11	3	0.30684140039675645
Average-based	11	4	0.30684140039675645
Average-based	11	5	0.30684140039675645
Average-based	11	6	0.30684140039675645
Average-based	11	7	0.30684140039675645
Average-based	11	8	0.30684140039675645
Average-based	11	9	0.30684140039675645
Onehot-based	11	0	0.30684140039675645
Onehot-based	11	1	0.30684140039675645
Onehot-based	11	2	0.30684140039675645
Onehot-based	11	3	0.30684140039675645
Onehot-based	11	4	0.30684140039675645
Onehot-based	11	5	0.30684140039675645
Onehot-based	11	6	0.30684140039675645
Onehot-based	11	7	0.30684140039675645
Onehot-based	11	8	0.30684140039675645
Onehot-based	11	9	0.30684140039675645
wNMF-based	11	0	0.3063643818820024
wNMF-based	11	1	0.3063643818820024
wNMF-based	11	2	0.3063643818820024
wNMF-based	11	3	0.3063643818820024
wNMF-based	11	4	0.3063643818820024
wNMF-based	11	5	0.3063643818820024
wNMF-based	11	6	0.3063643818820024
wNMF-based	11	7	0.3063643818820024
wNMF-based	11	8	0.3063643818820024
wNMF-based	11	9	0.3063643818820024
Average-based	12	0	0.31607223770619725
