method	n_cluster	seed	ari_value
Average-based	10	0	0.2921436798849037
Average-based	10	1	0.2924996766184866
Average-based	10	2	0.29250713934497496
Average-based	10	3	0.29250713934497496
Average-based	10	4	0.29250713934497496
Average-based	10	5	0.2924996766184866
Average-based	10	6	0.2923658282140077
Average-based	10	7	0.29250713934497496
Average-based	10	8	0.2923658282140077
Average-based	10	9	0.2924996766184866
Onehot-based	10	0	0.2909413774598826
Onehot-based	10	1	0.2909413774598826
Onehot-based	10	2	0.2928019364403903
Onehot-based	10	3	0.2909410600326894
Onehot-based	10	4	0.2909410600326894
Onehot-based	10	5	0.2909413774598826
Onehot-based	10	6	0.2909413774598826
Onehot-based	10	7	0.2909410600326894
Onehot-based	10	8	0.29130918925251525
Onehot-based	10	9	0.2909410600326894
wNMF-based	10	0	0.28564020266452833
wNMF-based	10	1	0.2882118854838586
wNMF-based	10	2	0.2864073246219302
wNMF-based	10	3	0.28975078532044674
wNMF-based	10	4	0.28663332639989647
wNMF-based	10	5	0.28604365293145173
wNMF-based	10	6	0.28345615869328744
wNMF-based	10	7	0.28805347768790124
wNMF-based	10	8	0.285798073172301
wNMF-based	10	9	0.2860647507704407
Average-based	11	0	0.29151923747340774
Average-based	11	1	0.28872203381846734
Average-based	11	2	0.2912509017619683
Average-based	11	3	0.29127527813738086
Average-based	11	4	0.29061031924533554
Average-based	11	5	0.29151923747340774
Average-based	11	6	0.29117324229881336
Average-based	11	7	0.28997792853490817
Average-based	11	8	0.29061031924533554
Average-based	11	9	0.2914616617466257
Onehot-based	11	0	0.2895153680987219
Onehot-based	11	1	0.2911258285014853
Onehot-based	11	2	0.2905978424461409
Onehot-based	11	3	0.28981761659596034
Onehot-based	11	4	0.2909176467190154
Onehot-based	11	5	0.28981761659596034
Onehot-based	11	6	0.28981761659596034
Onehot-based	11	7	0.29032799217273464
Onehot-based	11	8	0.29098728019442344
Onehot-based	11	9	0.2910595366859607
wNMF-based	11	0	0.29359881582171765
wNMF-based	11	1	0.2868266901942324
wNMF-based	11	2	0.2934545224818239
wNMF-based	11	3	0.2936365208869726
wNMF-based	11	4	0.2936373344975593
wNMF-based	11	5	0.29368142057304303
wNMF-based	11	6	0.2937418462183559
wNMF-based	11	7	0.2935316980456606
wNMF-based	11	8	0.29318881780398065
