method	n_cluster	seed	ari_value
Average-based	10	0	0.47309327432829806
Average-based	10	1	0.47309327432829806
Average-based	10	2	0.47309327432829806
Average-based	10	3	0.47309327432829806
Average-based	10	4	0.47309327432829806
Average-based	10	5	0.47309327432829806
Average-based	10	6	0.47309327432829806
Average-based	10	7	0.47309327432829806
Average-based	10	8	0.47309327432829806
Average-based	10	9	0.47309327432829806
Onehot-based	10	0	0.47028849604293105
Onehot-based	10	1	0.47028849604293105
Onehot-based	10	2	0.47028849604293105
Onehot-based	10	3	0.47028849604293105
Onehot-based	10	4	0.47028849604293105
Onehot-based	10	5	0.47028849604293105
Onehot-based	10	6	0.47028849604293105
Onehot-based	10	7	0.47028849604293105
Onehot-based	10	8	0.47028849604293105
Onehot-based	10	9	0.47028849604293105
wNMF-based	10	0	0.46792947449020006
wNMF-based	10	1	0.46792947449020006
wNMF-based	10	2	0.46868763830807714
wNMF-based	10	3	0.46792947449020006
wNMF-based	10	4	0.4628228035597102
wNMF-based	10	5	0.46792947449020006
wNMF-based	10	6	0.4689532018050896
wNMF-based	10	7	0.4689912947035765
wNMF-based	10	8	0.4680958864397985
wNMF-based	10	9	0.46792947449020006
Average-based	11	0	0.4801187139712488
Average-based	11	1	0.4801187139712488
Average-based	11	2	0.4801187139712488
Average-based	11	3	0.4801187139712488
Average-based	11	4	0.4801187139712488
Average-based	11	5	0.4801187139712488
Average-based	11	6	0.479945347490991
Average-based	11	7	0.4801187139712488
Average-based	11	8	0.4801187139712488
Average-based	11	9	0.4801187139712488
Onehot-based	11	0	0.4802919163604899
Onehot-based	11	1	0.4802919163604899
Onehot-based	11	2	0.4802919163604899
Onehot-based	11	3	0.4802919163604899
Onehot-based	11	4	0.4802919163604899
Onehot-based	11	5	0.4802919163604899
Onehot-based	11	6	0.4802919163604899
Onehot-based	11	7	0.4802919163604899
Onehot-based	11	8	0.4802919163604899
Onehot-based	11	9	0.4802919163604899
wNMF-based	11	0	0.4790514645056735
wNMF-based	11	1	0.47731437977291
wNMF-based	11	2	0.4790514645056735
wNMF-based	11	3	0.4790514645056735
wNMF-based	11	4	0.4790514645056735
wNMF-based	11	5	0.4790514645056735
wNMF-based	11	6	0.4790514645056735
wNMF-based	11	7	0.4790514645056735
wNMF-based	11	8	0.4790514645056735
wNMF-based	11	9	0.4790514645056735
Average-based	12	0	0.47682609280785687
Average-based	12	1	0.4761237290406863
Average-based	12	2	0.4761237290406863
Average-based	12	3	0.4761237290406863
Average-based	12	4	0.4761237290406863
Average-based	12	5	0.4761237290406863
Average-based	12	6	0.47554016613874256
Average-based	12	7	0.4761237290406863
Average-based	12	8	0.47682609280785687
Average-based	12	9	0.47682609280785687
Onehot-based	12	0	0.4805930221469907
Onehot-based	12	1	0.4797403136364405
Onehot-based	12	2	0.4810521762554507
Onehot-based	12	3	0.4805930221469907
Onehot-based	12	4	0.4810521762554507
Onehot-based	12	5	0.4805930221469907
Onehot-based	12	6	0.4805930221469907
Onehot-based	12	7	0.4810521762554507
Onehot-based	12	8	0.48102567308848737
