method	n_cluster	seed	ari_value
Average-based	10	0	0.38139576288996374
Average-based	10	1	0.3847512424610376
Average-based	10	2	0.3847512424610376
Average-based	10	3	0.3821066159381601
Average-based	10	4	0.3840103442388105
Average-based	10	5	0.3823667507633263
Average-based	10	6	0.3821066159381601
Average-based	10	7	0.3834620005165525
Average-based	10	8	0.38268819445994195
Average-based	10	9	0.3847512424610376
Onehot-based	10	0	0.38297058263665906
Onehot-based	10	1	0.3778529676439949
Onehot-based	10	2	0.38301371586851624
Onehot-based	10	3	0.3810065782870906
Onehot-based	10	4	0.38113226640993436
Onehot-based	10	5	0.38250529605260597
Onehot-based	10	6	0.3818932349286995
Onehot-based	10	7	0.3839490308886377
Onehot-based	10	8	0.3832052205172872
Onehot-based	10	9	0.3826516294356459
wNMF-based	10	0	0.3750959216212521
wNMF-based	10	1	0.3750959216212521
wNMF-based	10	2	0.3750959216212521
wNMF-based	10	3	0.3750959216212521
wNMF-based	10	4	0.37686011561673544
wNMF-based	10	5	0.37686011561673544
wNMF-based	10	6	0.3750959216212521
wNMF-based	10	7	0.3750959216212521
wNMF-based	10	8	0.3750959216212521
wNMF-based	10	9	0.3750959216212521
Average-based	11	0	0.4032437383266328
Average-based	11	1	0.40222200809995756
Average-based	11	2	0.40329073196799226
Average-based	11	3	0.4021690993921002
Average-based	11	4	0.40348901460095726
Average-based	11	5	0.4035416567352455
Average-based	11	6	0.404170513947101
Average-based	11	7	0.40235767311348164
Average-based	11	8	0.4032437383266328
Average-based	11	9	0.40313476441823115
Onehot-based	11	0	0.37110598937029754
Onehot-based	11	1	0.3707711679165618
Onehot-based	11	2	0.3668697763295181
Onehot-based	11	3	0.3677837068068708
Onehot-based	11	4	0.36991269804195276
Onehot-based	11	5	0.37245172822557704
Onehot-based	11	6	0.37110598937029754
Onehot-based	11	7	0.370959537724478
Onehot-based	11	8	0.37110598937029754
Onehot-based	11	9	0.3707711679165618
wNMF-based	11	0	0.3356432961265074
wNMF-based	11	1	0.3365978558325278
wNMF-based	11	2	0.3365978558325278
wNMF-based	11	3	0.334014302953702
wNMF-based	11	4	0.33620695349783314
wNMF-based	11	5	0.3352507978973742
wNMF-based	11	6	0.33620695349783314
wNMF-based	11	7	0.3346341151310077
wNMF-based	11	8	0.3353879405970969
wNMF-based	11	9	0.33620695349783314
Average-based	12	0	0.38592304187302223
Average-based	12	1	0.3733858071139078
Average-based	12	2	0.3876249700911109
Average-based	12	3	0.38775160700965483
Average-based	12	4	0.3866497833932438
Average-based	12	5	0.3876721749416412
Average-based	12	6	0.3876721749416412
Average-based	12	7	0.3880408990673694
Average-based	12	8	0.3788690446512898
Average-based	12	9	0.38775160700965483
Onehot-based	12	0	0.3453450782415865
Onehot-based	12	1	0.3445193931098117
Onehot-based	12	2	0.3446280635844934
Onehot-based	12	3	0.34483213649619565
Onehot-based	12	4	0.3461503576272853
Onehot-based	12	5	0.3476563222110245
