method	n_cluster	seed	ari_value
Average-based	10	0	0.46139640220424843
Average-based	10	1	0.46139640220424843
Average-based	10	2	0.46139640220424843
Average-based	10	3	0.46139640220424843
Average-based	10	4	0.46139640220424843
Average-based	10	5	0.46139640220424843
Average-based	10	6	0.46139640220424843
Average-based	10	7	0.46139640220424843
Average-based	10	8	0.4612893029047057
Average-based	10	9	0.46139640220424843
Onehot-based	10	0	0.45790729200665004
Onehot-based	10	1	0.45896029348960893
Onehot-based	10	2	0.45554330196642334
Onehot-based	10	3	0.4548589365339594
Onehot-based	10	4	0.45728586909681057
Onehot-based	10	5	0.4543503066210734
Onehot-based	10	6	0.457455371724862
Onehot-based	10	7	0.45791939102875134
Onehot-based	10	8	0.4572688980629783
Onehot-based	10	9	0.45896029348960893
wNMF-based	10	0	0.388800187232683
wNMF-based	10	1	0.37789410646348304
wNMF-based	10	2	0.3777787371367157
wNMF-based	10	3	0.37731449242095816
wNMF-based	10	4	0.37346716687796117
wNMF-based	10	5	0.37747123652239634
wNMF-based	10	6	0.3778524146443952
wNMF-based	10	7	0.377568136853191
wNMF-based	10	8	0.3720545430255802
wNMF-based	10	9	0.37806983357268387
Average-based	11	0	0.43275190050914325
Average-based	11	1	0.4332230400260106
Average-based	11	2	0.4327761988608403
Average-based	11	3	0.43230299805978956
Average-based	11	4	0.43339427292268456
Average-based	11	5	0.43365742411034575
Average-based	11	6	0.43275190050914325
Average-based	11	7	0.43275190050914325
Average-based	11	8	0.43390555154434945
Average-based	11	9	0.43365742411034575
Onehot-based	11	0	0.3520618201545031
Onehot-based	11	1	0.3566044506366291
Onehot-based	11	2	0.3541348494330901
Onehot-based	11	3	0.3826386950462796
Onehot-based	11	4	0.3543029483328752
Onehot-based	11	5	0.3550673763247302
Onehot-based	11	6	0.3552753539052429
Onehot-based	11	7	0.35314967967543653
Onehot-based	11	8	0.43942118732503466
Onehot-based	11	9	0.38247506430792255
wNMF-based	11	0	0.29859786309522435
wNMF-based	11	1	0.29862937975816006
wNMF-based	11	2	0.29857759187189076
wNMF-based	11	3	0.2993094529141554
wNMF-based	11	4	0.29913855971945774
wNMF-based	11	5	0.2989425873885954
wNMF-based	11	6	0.2989522782108878
wNMF-based	11	7	0.30851792242168213
wNMF-based	11	8	0.29867038804470886
wNMF-based	11	9	0.2993094529141554
Average-based	12	0	0.43117845684824607
Average-based	12	1	0.4028617373608659
Average-based	12	2	0.4353572656614171
Average-based	12	3	0.4144756737611642
Average-based	12	4	0.4129393161729614
Average-based	12	5	0.40467962001249114
Average-based	12	6	0.4153873449036019
Average-based	12	7	0.41607987650856015
Average-based	12	8	0.41795984103269695
Average-based	12	9	0.41360434592994794
Onehot-based	12	0	0.3631114423298541
Onehot-based	12	1	0.3503529807478459
Onehot-based	12	2	0.36057889403867
Onehot-based	12	3	0.3766542230177794
Onehot-based	12	4	0.38074943568324593
Onehot-based	12	5	0.3546145262388008
Onehot-based	12	6	0.3730900514557877
Onehot-based	12	7	0.3571550531710103
Onehot-based	12	8	0.3593846083294056
