,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,4,9,8,4,1,12,6,8,9,9,1,1,1,1,1,1,1,1,1,1,5,4,7,10,1,11,3,4,11,6,7,0,6,1,2,8,0,8,1,4,2,9,0,1,1,1,3,1,10,1,1,2,1,4,1,1,4,1,1,1
1,4,9,8,4,1,12,6,8,9,9,2,2,2,2,2,2,2,2,2,2,3,4,7,8,8,2,3,8,4,4,2,1,1,8,1,5,10,5,1,7,2,1,0,1,1,1,4,1,2,4,1,1,10,7,11,1,9,4,1,8
2,8,11,4,8,3,4,11,5,3,3,3,3,3,3,3,3,3,3,3,3,10,12,11,1,1,9,8,7,11,2,4,7,5,7,4,3,5,3,11,5,2,9,0,11,10,11,3,1,2,1,3,3,3,3,3,2,2,3,3,3
3,9,4,5,2,3,4,11,5,10,3,2,2,2,2,2,2,2,2,2,2,5,4,7,10,1,11,3,4,11,6,5,0,8,1,2,2,2,4,1,4,2,9,0,1,1,1,3,1,2,1,1,2,1,1,1,1,4,12,1,1
4,9,4,5,2,3,4,11,5,10,3,2,2,2,2,2,2,2,2,2,2,5,9,7,10,1,11,3,4,11,6,5,0,5,1,2,2,2,4,1,4,2,9,0,1,1,1,3,1,2,1,1,2,1,1,1,1,4,1,1,1
5,1,11,4,8,11,8,3,11,3,10,3,3,3,3,3,3,3,3,3,3,12,10,8,11,10,5,9,9,3,8,5,0,6,6,11,2,11,4,11,6,11,9,0,11,10,11,3,1,11,1,2,3,3,2,2,2,2,2,2,2
6,1,11,4,8,11,8,3,11,3,10,3,3,3,3,3,3,3,3,3,3,12,10,8,11,10,5,9,9,3,8,5,0,6,1,2,2,11,4,1,4,2,9,0,1,1,1,3,1,2,1,2,3,3,2,2,2,2,2,2,2
7,4,4,5,2,3,4,11,5,10,3,2,2,2,2,2,2,2,2,2,2,12,10,8,11,10,5,9,9,3,8,6,9,10,2,10,1,9,1,4,2,2,9,0,1,10,11,3,1,2,1,3,4,4,3,3,3,3,3,3,3
8,1,11,4,8,11,8,3,11,3,10,3,3,3,3,3,3,3,3,3,3,12,10,8,11,10,5,12,7,1,2,5,10,6,0,2,2,11,6,1,3,11,9,0,11,10,11,3,1,11,1,3,3,3,3,3,2,2,3,3,3
9,9,4,5,2,3,4,11,5,10,3,3,3,3,3,3,3,3,3,3,3,5,9,7,10,1,11,3,4,11,6,4,0,6,7,11,3,4,3,11,5,2,9,0,1,1,1,3,1,2,1,1,2,1,4,1,2,4,1,3,3
