,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,12,12,9,12,6,3,5,12,7,12,6,6,6,6,6,6,6,6,6,6,4,3,3,4,8,5,7,7,6,1,5,8,7,10,0,6,7,4,7,8,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
1,4,9,8,4,3,4,6,8,9,3,2,9,9,9,2,9,9,9,9,9,4,3,3,4,8,5,7,7,6,1,2,7,8,7,8,4,9,10,9,10,3,2,1,5,1,8,2,4,4,8,1,1,1,1,1,1,1,1,1,1
2,9,4,5,2,3,4,11,5,10,3,3,6,6,6,3,6,6,6,6,6,4,3,3,4,8,5,7,7,6,1,4,1,2,1,2,3,1,5,2,7,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
3,9,4,5,2,3,4,11,5,10,3,6,6,6,6,6,6,6,6,6,6,4,3,3,4,8,5,7,7,6,1,4,1,2,1,2,6,1,3,2,7,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
4,1,11,4,8,11,8,3,11,3,10,4,4,4,4,4,4,4,4,4,4,6,6,9,7,7,7,1,2,9,12,7,1,6,1,2,3,1,5,6,7,6,5,5,4,7,7,7,6,5,5,2,6,2,2,2,2,2,2,2,2
5,3,12,9,9,12,3,9,9,7,12,5,5,5,5,5,5,5,5,5,5,12,9,6,9,4,2,11,4,2,2,5,8,7,5,6,9,7,9,7,5,5,3,4,6,6,3,5,8,3,9,1,1,8,1,1,1,1,1,1,1
6,9,4,5,2,3,4,11,5,10,3,2,6,6,6,2,6,6,6,6,6,4,3,3,4,8,5,7,7,6,1,7,1,6,1,2,1,1,3,10,4,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
7,3,12,9,9,6,3,5,9,7,12,5,5,5,5,5,5,5,5,5,5,12,9,6,9,4,2,11,4,2,2,5,8,7,5,6,9,7,4,7,5,5,3,4,6,6,3,5,8,3,9,8,9,8,10,9,10,8,10,9,10
8,8,11,4,8,11,8,3,11,3,10,4,4,4,4,4,4,4,4,4,4,6,6,9,7,7,7,1,2,9,12,7,1,6,1,2,3,1,5,6,7,6,5,5,4,7,7,7,6,5,5,2,6,2,2,2,2,2,2,2,2
9,3,12,9,9,12,3,9,9,7,12,5,5,5,5,5,5,5,5,5,5,12,9,6,9,4,2,11,4,2,2,5,8,7,5,6,9,7,9,7,5,5,3,4,6,6,3,5,8,3,9,9,2,1,5,12,5,7,4,1,1
10,4,4,5,2,3,4,11,5,10,3,3,6,6,6,3,6,6,6,6,6,4,3,3,4,8,5,7,7,6,1,4,1,2,1,2,3,1,3,2,7,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
11,4,9,8,4,1,12,6,8,9,3,5,5,5,5,5,5,5,5,5,5,8,2,3,8,8,5,7,7,6,1,10,9,2,1,3,3,5,3,3,6,5,3,4,6,6,3,5,8,3,9,1,1,1,1,1,1,1,1,1,1
12,9,4,5,2,3,4,11,5,10,3,6,6,6,6,6,6,6,6,6,6,4,3,3,4,8,5,7,7,6,1,4,1,2,5,2,6,1,3,2,7,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
13,8,9,8,4,1,12,6,8,9,3,4,3,3,3,4,3,3,3,3,3,6,6,9,7,7,7,4,2,5,12,4,1,2,5,6,4,1,3,2,5,6,5,5,4,7,7,7,6,5,5,2,6,2,2,2,2,2,2,2,2
14,9,4,5,2,3,4,11,5,10,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,8,2,5,4,2,1,9,6,2,3,3,7,2,8,3,9,3,2,1,5,1,4,2,4,4,2,9,1,1,1,1,1,1,1,1,1
15,1,11,4,8,11,8,3,11,3,10,4,4,3,4,4,4,4,4,4,4,2,6,9,7,7,7,4,2,5,12,7,1,6,1,2,3,1,5,6,7,6,5,5,4,7,7,7,6,5,5,2,6,2,2,2,2,2,2,2,2
16,3,7,7,6,6,3,5,9,7,12,6,6,6,6,6,6,6,6,6,6,5,2,5,2,3,2,5,4,6,2,9,8,5,3,4,4,3,8,3,8,5,2,4,5,6,4,5,8,3,9,1,1,1,1,1,1,1,1,1,1
17,8,9,8,4,1,12,6,8,9,9,3,3,3,3,3,3,3,3,3,3,4,3,7,11,5,8,1,6,11,4,2,11,9,8,11,3,6,5,9,5,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
18,1,11,4,8,11,8,3,11,3,10,4,4,4,4,4,4,4,4,4,4,2,6,9,7,7,7,4,2,5,12,2,3,6,3,2,6,6,10,6,1,6,5,5,4,7,7,7,6,5,5,2,6,2,2,2,2,2,2,7,2
19,1,11,4,8,11,8,3,11,3,10,4,4,4,4,4,4,4,4,4,4,2,6,9,7,7,7,4,2,5,12,7,1,6,1,2,3,1,2,6,7,6,5,5,4,7,7,7,6,5,5,2,6,2,2,2,2,2,2,2,2
20,8,11,4,8,11,8,3,11,3,10,4,3,3,3,4,3,3,3,3,3,6,6,9,7,7,7,1,2,9,12,7,1,6,1,2,3,1,5,6,7,6,5,5,4,7,7,7,6,5,5,2,6,2,2,2,2,2,2,2,2
21,9,4,5,2,3,4,11,5,10,3,6,6,6,6,6,6,6,6,6,6,5,2,3,2,8,2,5,9,1,2,10,0,4,6,6,4,8,3,10,4,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
22,8,9,8,4,1,12,6,8,9,9,5,5,5,5,5,5,5,5,5,5,4,2,3,8,8,9,7,7,6,1,2,7,8,8,8,4,9,10,9,10,5,3,4,6,6,3,5,8,4,9,1,1,1,1,1,1,1,1,1,1
23,3,12,9,9,12,3,9,9,7,12,5,5,5,5,5,5,5,5,5,5,4,9,3,8,8,2,11,4,2,1,5,8,7,5,6,9,2,9,7,5,5,3,4,6,6,3,5,8,3,9,9,1,1,1,1,1,1,1,1,1
24,9,4,5,2,3,4,11,5,10,3,6,6,6,6,6,6,6,6,6,6,6,6,3,7,8,7,7,2,6,1,6,2,5,7,6,5,2,7,8,11,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
25,4,4,5,2,3,4,11,5,10,3,3,6,6,6,3,6,6,6,6,6,4,3,7,11,5,5,7,7,6,1,4,0,7,5,6,9,0,7,11,11,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
26,9,4,5,2,3,4,11,5,10,3,6,6,6,6,6,6,6,6,6,6,4,3,7,11,8,5,7,7,6,1,4,1,2,1,2,6,1,3,2,7,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
27,4,9,8,4,1,12,6,8,9,9,3,3,3,3,3,3,3,3,3,3,4,2,3,4,8,9,5,7,6,1,7,1,2,1,2,0,1,5,6,7,3,2,1,5,1,4,2,4,4,2,9,1,1,1,1,1,1,1,1,1
28,3,12,9,9,12,3,9,9,7,12,5,5,5,5,5,5,5,5,5,5,8,2,3,8,8,2,7,4,6,1,5,8,7,5,6,9,7,9,7,5,5,3,4,6,6,3,5,8,3,9,1,1,1,1,1,1,1,1,1,1
29,3,12,9,9,12,3,9,9,7,12,5,5,5,5,5,5,5,5,5,5,4,3,6,9,4,5,7,7,2,2,5,8,7,5,6,9,7,9,7,5,5,3,4,6,6,3,5,8,3,9,1,1,1,1,1,1,1,1,1,1
30,9,4,5,2,3,4,11,5,10,3,6,6,6,6,6,6,6,6,6,6,4,3,7,11,5,5,7,7,6,1,2,7,8,8,8,4,9,10,9,10,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
31,9,4,5,2,3,4,11,5,10,3,6,6,6,6,6,6,6,6,6,6,4,3,7,11,5,8,1,6,11,4,4,1,2,1,2,6,1,3,2,6,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
32,9,4,5,2,3,4,11,5,10,3,6,6,6,6,6,6,6,6,6,6,4,3,7,11,8,5,7,7,11,4,4,1,2,1,3,6,1,3,2,6,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
33,9,4,5,2,3,4,11,5,10,3,8,8,8,8,8,8,8,8,8,8,4,3,7,11,5,5,7,7,11,4,2,9,9,6,3,3,6,5,3,5,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
34,9,4,5,2,3,4,11,5,10,3,8,8,8,8,8,8,8,8,8,8,4,3,7,11,5,8,7,7,11,4,4,1,2,1,2,6,1,3,2,7,3,2,1,5,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
