,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,4,10,10,1,4,7,6,10,5,10,1,1,3,1,3,1,1,1,1,3,5,5,1,2,1,5,8,8,1,2,6,5,3,6,0,7,6,4,6,4,3,2,5,5,2,5,3,3,7,1,1,1,1,1,1,1,1,1,1,1
1,5,2,10,6,8,4,1,1,1,2,7,7,7,7,7,7,7,1,7,7,5,5,1,2,1,5,8,8,1,2,8,6,7,8,4,8,7,0,5,0,3,2,3,5,2,7,3,3,7,1,1,1,1,1,1,1,1,1,1,1
2,5,9,3,6,3,4,1,1,1,2,3,3,3,3,3,3,3,3,3,3,5,5,1,2,1,5,8,8,1,2,3,2,8,1,8,3,2,2,3,0,3,2,3,5,2,5,3,3,7,1,1,1,1,1,1,1,1,1,1,1
3,5,9,3,6,3,4,1,1,1,2,3,3,3,3,3,3,3,3,3,3,5,5,1,2,1,5,8,8,1,2,3,2,6,1,1,3,7,2,3,0,3,2,3,5,2,5,3,3,7,1,1,1,1,1,1,1,1,1,1,1
4,10,8,6,10,10,5,2,4,6,7,4,4,4,4,4,4,4,4,4,4,6,8,9,7,8,7,3,4,10,10,7,2,8,1,7,3,2,2,3,0,8,6,6,6,7,6,8,5,3,4,6,6,2,6,2,2,2,2,6,2
5,2,10,4,1,4,7,6,10,5,10,5,5,5,5,5,5,5,5,5,5,10,9,6,8,5,1,2,1,4,1,5,5,1,7,3,7,6,4,6,7,6,4,5,7,4,4,7,8,4,8,7,1,8,1,1,1,1,1,1,1
6,5,9,3,6,3,4,1,1,1,2,1,1,3,1,3,1,1,1,1,3,5,5,1,2,1,5,8,8,1,2,6,8,8,3,1,0,5,2,3,0,3,2,3,5,2,5,3,3,7,1,8,1,1,1,1,1,1,1,1,1
7,2,10,4,1,4,7,6,10,5,10,5,5,5,5,5,5,5,5,5,5,10,9,6,8,5,1,2,1,4,1,5,5,2,5,3,7,6,5,6,7,6,4,5,7,4,4,7,8,4,8,7,9,8,8,8,9,8,8,8,8
8,7,8,6,10,10,5,2,4,6,7,4,4,4,4,4,4,4,4,4,4,6,8,9,7,8,7,3,4,10,10,3,2,8,1,7,3,2,2,3,0,8,6,6,6,7,6,8,5,3,4,6,6,2,6,2,2,2,2,6,2
9,2,10,4,1,4,7,6,10,5,10,5,5,5,5,5,5,5,5,5,5,10,9,6,8,5,1,2,1,4,1,5,5,1,7,3,7,6,4,6,7,6,4,5,7,4,4,7,8,4,8,8,2,1,4,7,1,1,3,1,1
