,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,15,9,11,9,1,5,2,1,11,4,9,1,1,1,1,1,9,1,1,1,8,14,18,16,5,11,3,8,4,5,9,5,5,13,4,4,3,2,11,4,10,2,6,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
1,17,19,11,9,1,5,2,1,11,4,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,17,5,10,3,16,12,11,3,8,7,6,9,7,5,13,2,4,1,7,0,8,2,5,9,1,1,2,2,14,12,1,14,10,2
2,18,1,16,15,5,16,8,20,19,18,1,1,1,1,1,1,1,1,1,1,8,7,13,13,5,1,3,8,4,3,17,4,7,4,3,8,19,19,15,9,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
3,20,18,2,14,2,7,19,8,10,10,2,2,2,2,2,2,2,2,2,2,8,14,18,16,5,1,3,17,11,16,10,11,11,8,9,5,17,2,6,12,10,2,4,1,7,0,8,1,5,9,1,11,13,11,12,12,12,3,10,12
4,15,9,11,9,1,5,2,1,11,4,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,3,17,4,16,9,7,5,4,4,2,0,10,6,4,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,3,1,1,1,2
5,20,18,2,14,2,7,19,8,10,10,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,3,17,4,16,13,16,13,5,14,6,17,7,12,14,10,2,4,1,7,0,8,1,5,9,1,11,13,11,12,12,12,3,10,12
6,20,18,2,14,2,7,19,8,10,10,2,2,2,2,2,2,2,2,2,2,8,14,18,16,5,1,3,17,4,16,10,11,6,8,9,4,17,12,6,0,10,2,4,1,7,0,8,1,5,9,1,11,13,11,12,12,12,3,10,12
7,15,9,11,9,1,5,2,1,11,4,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,3,8,4,5,9,5,5,13,4,4,3,2,6,4,10,2,6,1,7,0,8,1,5,9,1,1,1,2,1,2,1,1,1,2
8,12,9,11,1,7,8,13,2,5,7,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,3,17,14,16,1,1,2,2,1,3,1,3,2,5,13,15,5,12,7,6,2,2,9,2,1,11,13,11,12,12,12,3,10,12
9,15,9,11,9,1,5,2,1,11,4,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,3,17,4,16,3,5,5,5,4,4,3,2,3,4,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,3,1,1,1,2
10,15,9,11,9,1,5,2,1,11,4,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,3,17,4,16,4,6,3,8,7,4,11,5,3,12,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,3,1,1,1,2
11,17,19,11,10,1,5,2,1,11,4,9,9,9,9,9,9,9,9,9,9,8,14,18,16,5,1,3,17,4,16,9,3,1,13,4,1,7,10,1,4,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,3,1,1,1,2
12,15,9,11,9,1,5,2,1,11,4,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,3,8,4,3,1,5,5,8,4,15,3,2,11,4,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,3,1,1,1,2
13,15,9,11,9,1,5,2,1,11,4,1,1,1,1,1,1,1,1,1,1,14,12,1,4,3,3,1,3,6,5,3,0,0,5,11,0,3,5,16,0,13,2,4,1,7,0,12,1,5,10,2,2,3,3,2,2,3,4,1,3
14,15,9,11,9,1,5,2,1,11,4,5,5,5,5,5,5,5,5,5,5,14,12,1,8,3,3,1,3,6,5,7,11,17,13,4,5,11,10,3,4,11,2,4,1,7,0,8,1,5,10,2,2,3,3,2,2,3,4,1,3
15,15,9,11,9,1,5,2,1,11,4,9,1,1,9,1,1,9,1,1,1,8,12,1,4,3,11,1,3,6,5,12,14,15,15,4,12,18,11,14,16,10,2,4,1,7,0,8,1,5,10,2,2,3,3,2,2,3,4,1,3
16,15,9,11,9,1,5,2,1,11,4,9,9,9,9,9,9,9,9,9,9,8,14,18,16,5,1,3,8,4,3,4,2,7,4,4,2,4,1,4,2,10,2,4,1,7,0,8,1,5,10,1,1,1,2,3,3,2,1,1,2
17,15,9,11,9,1,5,2,1,11,4,9,9,9,9,9,9,9,9,9,9,8,14,18,16,5,1,3,8,4,3,10,17,14,5,11,16,6,5,3,10,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
18,14,8,10,11,8,11,5,5,3,17,7,7,7,7,7,7,7,7,7,7,11,19,16,17,12,7,11,2,17,17,0,3,18,1,2,1,9,4,1,1,3,4,1,3,10,1,0,0,2,3,3,3,4,4,4,4,4,5,2,4
19,15,9,11,9,1,5,2,1,11,4,1,1,1,1,1,1,1,1,1,1,8,14,18,16,9,1,17,3,6,5,3,5,6,5,4,4,3,2,11,4,10,2,4,1,7,0,8,1,5,9,1,4,1,5,5,2,1,1,1,5
20,15,9,11,9,15,19,20,13,11,4,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,3,17,4,16,10,7,3,11,4,16,6,5,3,4,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
21,20,18,2,14,2,7,19,8,10,10,2,2,2,2,2,2,2,2,2,2,8,14,18,16,5,1,3,17,4,16,10,5,11,8,9,7,15,12,6,15,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
22,9,9,11,9,1,5,2,1,11,4,4,13,4,13,11,4,4,11,4,13,5,7,7,2,18,14,8,6,11,13,3,5,6,17,11,13,3,2,3,8,7,2,3,1,14,0,7,1,5,9,10,1,2,2,2,2,2,2,2,4
23,15,9,11,9,1,5,2,1,11,4,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,11,4,3,6,5,4,2,7,4,4,2,13,1,9,13,10,2,4,1,7,0,8,1,5,9,1,1,1,5,5,2,1,1,1,5
24,17,7,11,10,17,12,9,4,12,14,2,2,2,2,2,2,2,2,2,2,8,14,18,16,5,11,4,3,6,5,6,17,9,10,13,4,10,17,3,13,10,2,4,1,7,0,8,1,5,9,1,4,1,5,5,2,1,1,1,5
25,14,8,10,11,8,11,5,5,3,17,7,7,7,7,7,7,7,7,7,7,11,1,20,6,4,15,2,13,3,4,6,15,4,4,6,6,13,7,9,13,3,4,1,3,10,1,0,0,2,3,3,3,4,4,4,4,4,5,2,4
26,15,9,11,9,1,5,2,1,11,4,9,9,9,9,1,9,9,1,1,9,8,14,18,16,5,14,3,8,4,11,4,2,7,4,3,2,4,1,4,2,10,2,4,1,7,0,8,1,5,9,1,1,2,2,2,2,2,1,1,2
27,10,17,20,19,19,20,18,14,9,11,8,8,8,8,8,8,8,8,8,8,4,7,13,13,9,6,9,6,14,2,3,5,7,7,13,2,4,15,4,2,7,10,8,1,11,11,7,1,11,9,10,1,2,2,2,2,2,2,2,4
28,15,9,11,13,15,5,20,13,12,14,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,3,8,4,5,5,6,3,8,7,4,11,18,5,12,10,2,4,1,7,0,8,1,5,9,1,4,1,5,5,2,1,1,1,5
29,20,18,2,14,2,7,19,8,10,10,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,3,17,4,16,10,11,6,8,9,12,15,12,6,15,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
30,15,9,11,9,1,5,2,1,11,4,9,9,9,9,9,9,9,9,9,9,8,14,18,16,5,14,3,8,4,11,4,2,7,4,3,2,4,1,4,2,10,2,4,1,7,0,8,1,5,9,1,1,2,2,2,2,2,1,1,2
31,11,9,11,9,1,5,2,1,6,4,1,1,1,9,1,1,1,1,1,9,11,1,20,6,4,15,2,10,3,4,9,5,5,8,4,9,3,2,6,4,3,2,1,1,14,1,0,1,2,3,3,3,4,4,4,4,4,5,2,4
32,19,17,20,19,19,20,18,14,9,11,8,8,8,8,8,8,8,8,8,8,8,14,18,16,5,1,3,8,4,3,4,2,7,4,3,2,4,1,4,2,7,2,8,1,7,11,7,1,5,9,1,1,1,2,3,2,1,1,1,2
33,14,8,10,11,8,11,5,5,3,17,7,7,7,7,7,7,7,7,7,7,11,19,16,17,12,19,11,2,17,17,6,6,4,8,6,4,9,7,8,14,3,4,1,3,10,1,0,1,2,3,3,3,4,4,4,4,4,5,2,4
34,15,9,11,9,1,5,2,1,11,4,1,1,1,1,1,1,9,1,1,1,8,14,18,16,5,1,3,8,4,3,9,6,5,10,4,9,10,10,6,4,10,2,4,1,7,0,8,1,5,9,1,1,2,2,14,2,1,1,1,13
35,14,8,10,11,8,11,5,5,3,17,7,7,7,7,7,7,7,7,7,7,13,15,19,11,14,9,20,14,16,19,0,3,1,1,2,1,7,4,1,1,3,4,1,3,10,1,0,0,2,3,3,3,4,4,4,4,4,5,2,4
36,14,8,10,11,8,11,5,5,3,17,10,10,12,9,9,9,14,9,9,9,13,15,12,11,14,7,13,2,18,17,0,3,1,1,2,1,7,4,1,1,3,7,1,3,10,1,2,4,2,3,3,3,4,4,4,4,4,5,2,4
37,14,8,10,11,8,11,5,5,3,17,7,7,7,7,7,7,7,7,7,7,6,1,20,6,4,15,2,13,3,4,11,18,1,9,0,15,5,12,1,1,3,4,1,3,10,1,0,0,2,3,3,1,2,2,2,2,2,2,2,4
38,9,9,11,9,1,5,2,1,11,4,9,9,9,9,9,9,9,9,9,9,11,19,16,14,12,7,13,2,18,15,9,8,4,3,4,7,10,18,8,17,3,4,1,1,13,1,0,4,2,5,3,3,4,4,4,4,4,5,2,4
39,15,9,11,9,1,5,2,1,11,4,1,1,1,1,1,1,1,1,1,1,8,14,18,16,5,1,3,17,4,3,9,8,5,13,4,4,3,10,17,8,10,2,4,1,7,0,8,1,5,9,1,1,2,2,14,2,1,1,1,13
40,9,9,11,9,1,5,2,1,11,4,9,9,9,9,9,9,9,9,9,9,8,7,13,4,5,1,3,8,4,5,9,5,5,10,17,9,10,1,6,4,7,2,4,1,7,0,7,1,11,9,1,1,10,3,2,2,2,4,1,2
41,14,8,10,11,8,11,5,5,3,17,7,7,7,7,7,7,7,7,7,7,11,10,12,17,20,7,13,9,8,7,9,3,1,1,4,9,7,10,1,17,3,4,1,3,10,1,0,0,2,3,3,3,4,4,4,4,4,5,2,4
42,14,8,10,11,8,11,5,5,3,17,7,7,7,7,7,7,7,7,7,7,11,10,12,11,20,9,10,9,8,7,0,3,1,1,2,1,7,4,1,1,3,4,1,3,10,1,0,0,2,3,3,3,4,4,4,4,4,5,2,4
43,19,17,20,19,19,20,18,14,9,11,8,8,8,8,8,8,8,8,8,8,4,7,13,13,9,6,8,6,11,2,4,2,7,7,3,2,4,1,4,2,7,10,8,1,4,11,7,1,11,9,3,1,4,2,2,2,2,2,2,4
44,11,4,3,2,13,20,14,14,6,17,9,9,9,9,9,9,9,9,9,9,6,1,20,6,4,15,2,13,3,4,17,4,3,5,11,8,3,2,1,4,7,2,4,1,14,0,7,1,2,9,3,3,4,4,4,4,4,5,2,4
45,19,17,20,19,19,20,18,14,9,11,8,8,8,8,8,8,8,8,8,8,4,7,13,13,9,1,8,6,11,2,3,2,17,13,4,5,5,2,11,6,7,2,8,1,7,0,7,1,11,9,1,1,2,2,2,2,2,2,5,8
46,14,8,10,11,8,11,5,5,3,17,7,7,7,7,7,7,7,7,7,7,13,15,19,11,14,9,20,14,16,19,0,3,11,1,2,1,7,9,1,1,3,4,1,3,10,1,0,0,2,3,3,3,4,4,4,4,4,5,2,4
47,14,8,10,11,8,11,5,5,3,17,7,7,7,7,7,7,7,7,7,7,13,15,12,11,14,7,13,2,18,17,0,12,18,1,2,1,9,7,1,1,3,4,1,3,10,1,0,0,2,3,3,3,4,4,4,4,4,5,2,4
48,14,8,10,11,8,11,5,5,3,17,7,7,7,7,7,7,7,7,7,7,11,10,12,17,12,7,13,2,18,17,0,3,1,1,2,1,7,4,1,1,3,4,1,3,10,1,0,0,2,3,3,3,4,4,4,4,4,7,2,4
49,9,9,11,9,1,5,2,1,11,4,9,9,9,9,9,9,9,9,9,9,8,14,13,4,3,11,1,8,10,3,4,2,7,4,3,2,4,1,4,2,6,2,6,1,2,0,12,1,3,10,1,1,2,2,2,2,2,2,3,2
50,9,9,11,9,1,5,2,1,11,4,9,9,9,9,9,9,9,9,9,9,8,7,13,13,5,1,3,8,4,11,9,5,17,19,17,9,15,1,6,1,10,2,4,1,12,0,8,1,5,9,1,1,2,2,2,2,2,1,1,2
51,14,8,10,11,8,11,5,5,3,17,7,7,7,7,7,7,7,7,7,7,13,10,12,11,14,9,10,14,16,19,0,3,1,1,2,1,9,4,1,1,3,4,1,3,10,1,0,0,2,3,3,3,4,4,4,4,4,5,2,4
52,19,17,20,19,19,20,18,14,9,11,8,8,8,8,8,8,8,8,8,8,11,10,12,11,20,9,10,9,8,7,4,2,12,7,3,2,4,1,4,2,3,4,1,1,10,11,7,1,11,9,3,3,4,4,4,4,4,5,2,4
