,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,8,10,11,7,3,1,11,2,5,10,1,1,1,1,1,1,1,1,1,1,5,12,5,6,11,5,5,11,4,8,6,4,2,9,3,0,1,1,3,12,8,8,4,10,2,3,3,4,5,2,1,1,1,2,1,2,1,1,1,2
1,3,10,11,7,3,1,11,2,5,10,1,1,1,1,1,1,1,1,1,1,5,12,5,6,11,6,5,3,4,1,2,4,6,13,3,8,4,8,2,11,8,8,4,10,2,3,3,4,5,2,1,1,2,2,9,10,1,2,1,2
2,10,5,3,13,13,12,8,10,14,14,1,1,1,1,1,1,1,1,1,1,5,1,5,6,11,6,5,11,4,1,1,11,5,5,8,4,13,8,12,4,8,8,4,10,2,3,3,4,5,2,1,1,2,2,2,2,1,1,1,2
3,4,2,9,4,4,9,10,7,9,1,2,2,2,2,2,2,2,2,2,2,5,12,5,6,11,6,5,3,3,1,5,4,2,11,11,8,1,6,3,6,8,8,4,10,2,3,3,11,5,2,1,9,10,2,8,10,1,1,9,8
4,8,10,11,7,3,1,11,2,5,10,1,1,1,1,1,1,1,1,1,1,5,12,5,6,11,6,5,3,4,1,6,4,5,9,10,0,0,4,10,12,8,8,4,10,2,3,3,4,5,2,1,1,2,2,2,2,1,1,1,2
5,4,2,9,4,4,9,10,7,9,1,6,6,6,6,6,6,6,6,6,6,5,12,5,6,11,6,5,3,4,1,10,8,11,8,13,5,1,12,3,9,8,8,4,10,2,3,3,11,5,2,1,9,10,2,8,10,1,1,9,8
6,4,2,9,4,4,9,10,7,9,1,2,2,2,2,2,2,2,2,2,2,5,12,5,6,11,6,5,3,4,1,5,2,2,11,2,0,11,5,3,6,8,8,4,10,2,3,3,11,5,2,1,9,10,2,8,10,1,1,9,8
7,8,10,11,7,3,1,11,2,5,10,1,1,1,1,1,1,1,1,1,1,5,12,5,6,11,6,5,11,4,8,6,4,2,9,3,0,1,1,3,12,8,8,4,10,2,3,3,4,5,2,1,1,1,2,1,2,1,1,1,2
8,14,10,11,7,3,1,11,2,5,10,1,1,1,1,1,1,1,1,1,1,5,12,5,6,11,6,5,3,3,1,3,2,4,4,0,3,2,2,4,1,11,2,9,9,12,9,2,9,12,3,1,9,10,2,8,10,1,1,9,8
9,8,10,11,7,3,1,11,2,5,10,1,1,1,1,1,1,1,1,1,1,5,12,5,6,11,6,5,3,4,1,6,4,2,7,3,12,1,1,3,12,8,8,4,10,2,3,3,4,5,2,1,1,2,2,2,2,1,1,1,2
10,8,10,11,7,3,1,11,2,5,10,1,1,1,1,1,1,1,1,1,1,5,12,5,6,11,6,5,3,4,1,13,4,10,6,8,0,7,1,3,12,8,8,4,10,2,3,3,4,5,2,1,1,2,2,2,2,1,1,1,2
11,3,10,11,7,3,1,11,2,5,10,1,1,1,1,1,1,1,1,1,1,5,12,5,6,11,6,5,3,4,1,6,3,3,1,3,0,1,9,1,3,8,8,4,10,2,3,3,4,5,2,1,1,2,2,2,2,1,1,1,2
