,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,12,17,17,17,14,17,17,17,17,3,7,7,7,7,7,7,7,7,7,7,12,10,7,10,4,1,2,2,1,6,9,11,13,4,15,6,6,5,3,3,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
1,9,6,14,6,3,13,9,6,5,17,2,1,1,1,2,2,1,2,1,3,12,10,7,10,4,1,2,2,1,6,1,7,11,8,3,5,12,13,5,13,1,2,4,0,0,8,1,1,1,6,1,1,1,1,1,1,1,1,1,1
2,9,3,11,6,2,13,14,4,3,7,1,4,4,4,4,1,4,1,8,1,3,10,7,10,4,1,2,2,1,10,6,2,9,3,3,1,4,9,4,7,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
3,9,3,11,6,2,13,14,4,3,7,4,4,4,4,4,1,4,4,4,4,12,10,7,10,4,1,2,2,1,10,4,2,9,6,3,1,2,11,4,13,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
4,17,9,9,10,15,9,7,7,15,16,8,8,8,8,8,8,8,8,3,8,1,5,5,2,2,3,8,7,7,13,6,2,3,3,9,11,4,12,7,7,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,2,2,2,2,2
5,17,11,5,2,17,17,16,9,11,15,6,6,6,6,6,6,6,6,6,6,11,11,2,7,9,6,6,10,6,9,10,6,5,4,6,6,6,3,3,3,2,3,3,3,6,3,3,10,3,9,14,1,1,1,1,1,1,1,1,1
6,9,3,11,6,2,13,14,4,3,7,2,2,2,2,2,2,2,2,2,2,12,10,7,10,4,1,2,2,1,10,6,2,6,3,8,11,2,12,7,7,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
7,16,11,5,2,17,17,16,9,11,15,6,6,6,6,6,6,6,6,6,6,11,11,2,7,9,6,6,10,6,9,10,6,5,4,6,6,6,3,3,3,2,3,3,3,6,3,3,10,3,9,12,13,10,11,12,12,11,12,12,13
8,11,9,9,10,9,9,7,7,15,16,8,8,8,8,8,8,8,8,3,8,1,5,5,2,2,3,8,7,7,13,6,2,3,3,3,11,4,9,4,7,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,2,2,2,2,2
9,17,11,5,2,17,17,16,9,11,15,6,6,6,6,6,6,6,6,6,6,11,11,2,7,9,6,6,10,6,9,10,6,5,4,6,6,6,3,3,3,2,3,3,3,6,3,3,10,3,9,9,3,1,5,10,5,1,3,1,1
