,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,3,15,9,15,15,15,15,12,15,6,7,1,7,7,7,7,7,7,7,1,1,10,7,1,6,3,4,4,3,7,14,6,8,6,8,0,2,1,9,10,2,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
1,2,5,8,12,14,9,6,3,5,1,2,2,1,1,1,1,1,2,2,7,1,10,7,1,6,3,4,4,3,7,11,5,5,3,10,9,9,8,3,9,2,2,4,0,0,8,1,1,1,6,12,1,1,1,1,1,1,1,1,1
2,9,3,6,12,5,9,12,3,12,1,7,8,4,4,7,4,4,1,1,4,1,10,7,1,6,3,4,4,3,11,0,1,2,3,0,10,5,10,3,14,2,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
3,9,3,6,12,5,9,12,3,12,1,7,1,4,4,7,4,4,1,1,4,1,10,7,1,6,3,4,4,3,11,0,1,2,8,0,3,8,2,3,5,2,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
4,15,13,5,9,9,4,5,11,14,15,8,7,8,8,5,8,8,8,8,8,3,6,6,4,4,5,9,9,8,14,0,11,2,3,0,10,5,12,6,5,5,5,6,4,8,7,6,2,5,5,2,2,2,2,2,2,2,2,2,2
5,5,14,9,8,8,14,3,14,2,12,6,6,6,6,6,6,6,6,6,6,12,11,3,8,1,8,8,1,7,10,8,12,8,6,8,5,2,4,5,10,4,3,3,3,6,3,3,10,3,9,12,1,9,1,1,1,1,1,1,1
6,9,3,6,12,5,9,12,3,12,1,2,2,2,2,2,2,2,2,2,2,1,10,7,1,6,3,4,4,3,11,0,5,2,3,0,3,13,5,6,5,2,2,4,0,0,4,1,1,1,4,12,1,1,1,1,1,1,1,1,1
7,5,14,9,8,8,14,3,14,2,12,6,6,6,6,6,6,6,6,6,6,12,11,3,8,1,8,8,1,7,10,8,10,8,6,8,5,2,4,5,2,4,3,3,3,6,3,3,10,3,9,10,11,9,11,12,11,11,11,11,12
8,4,13,5,9,9,4,5,11,14,15,8,7,8,8,8,8,8,8,8,8,3,6,6,4,4,5,9,9,8,14,0,1,2,3,0,3,5,2,6,8,5,5,6,4,8,7,6,2,5,5,2,2,2,2,2,2,2,2,2,2
9,5,14,9,8,8,14,3,14,2,12,6,6,6,6,6,6,6,6,6,6,12,11,3,8,1,8,8,1,7,10,8,12,8,6,8,5,2,4,5,10,4,3,3,3,6,3,3,10,3,9,8,3,1,8,9,5,1,3,1,1
