,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,6,6,1,4,1,1,6,3,9,1,6,7,7,11,1,10,8,6,6,1,0,4,3,6,2,1,1,1,2,1,2,1,1,1,2
1,3,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,7,6,1,4,2,8,4,7,3,4,5,6,7,1,8,10,8,4,6,1,0,4,3,6,2,1,1,2,2,8,10,1,2,1,2
2,12,11,9,2,11,5,6,7,4,11,1,1,1,1,1,1,1,1,1,1,5,2,6,6,11,7,6,1,4,2,4,5,8,7,7,7,1,5,3,2,10,8,10,6,1,0,4,3,6,2,1,1,1,2,2,2,1,1,1,2
3,13,13,4,5,6,2,2,8,8,2,2,2,2,2,2,2,2,2,2,2,5,12,6,6,11,7,6,1,1,2,1,10,1,0,9,6,6,7,6,7,10,8,4,6,1,0,4,3,6,2,1,9,9,2,7,10,1,1,8,8
4,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,7,6,1,4,2,1,4,1,8,1,6,7,7,5,1,10,8,4,6,1,0,4,3,6,2,1,1,1,2,2,2,1,1,1,2
5,13,13,4,5,6,2,2,8,8,2,6,6,6,6,6,6,6,6,6,6,5,12,6,6,11,7,6,1,4,2,1,10,9,4,5,12,1,7,1,1,10,8,4,6,1,0,4,3,6,2,1,9,9,2,7,10,1,1,8,8
6,13,13,4,5,6,2,2,8,8,2,2,2,2,2,2,2,2,2,2,2,5,12,6,6,11,7,6,1,4,2,1,10,1,11,9,6,6,7,7,7,10,8,4,6,1,0,4,3,6,2,1,9,9,2,7,10,1,1,8,8
7,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,7,6,1,4,1,1,7,3,9,1,6,7,7,11,1,10,8,6,6,1,0,4,3,6,2,1,1,1,2,1,2,1,1,1,2
8,4,10,1,8,7,11,12,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,7,6,1,1,2,2,3,5,2,3,3,2,1,4,3,8,8,1,11,9,7,2,6,4,12,1,9,9,2,7,10,1,1,8,8
9,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,7,6,1,4,2,1,6,3,0,1,6,5,7,5,1,10,8,4,6,1,0,4,3,6,2,1,1,1,2,2,2,1,1,1,2
10,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,7,6,1,4,2,1,6,3,0,6,6,4,7,5,1,10,8,4,6,1,0,4,3,6,2,1,1,1,2,2,2,1,1,1,2
11,3,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,7,6,1,4,2,1,2,2,4,1,8,3,2,0,1,10,8,4,6,1,0,4,3,6,2,1,1,1,2,2,2,1,1,1,2
12,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,7,6,1,4,2,1,8,3,0,1,6,2,7,5,1,10,8,4,6,1,0,4,3,6,2,1,1,1,2,2,2,1,1,1,2
13,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,2,2,9,10,6,7,9,10,1,6,1,2,0,10,10,5,6,0,0,11,8,4,6,1,0,4,6,6,2,1,1,2,3,2,2,1,1,1,2
14,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,2,2,1,10,6,7,9,10,1,0,8,10,6,1,0,7,7,2,1,10,6,6,6,1,0,4,3,6,2,1,1,2,3,2,2,1,1,1,2
15,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,2,2,9,10,6,7,9,10,1,10,9,10,0,11,11,1,10,9,10,10,8,4,6,1,0,4,3,6,2,1,1,2,3,2,2,1,1,1,2
16,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,7,6,1,4,2,4,5,4,5,7,6,1,3,3,1,10,8,4,6,1,0,4,3,6,2,1,1,1,2,2,2,1,1,1,2
17,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,7,6,1,4,2,7,4,3,8,1,10,7,9,7,6,10,8,4,6,1,0,4,3,6,2,1,1,1,2,1,2,1,1,1,2
18,9,2,10,9,10,1,5,1,6,8,7,7,7,7,7,7,7,7,7,7,10,5,13,2,4,10,11,8,6,5,3,2,0,4,4,1,3,2,1,4,2,5,0,2,6,4,0,1,0,7,2,2,3,4,3,3,2,3,2,3
19,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,5,7,6,1,10,1,1,8,3,9,8,6,4,6,11,1,10,8,4,6,1,0,4,3,6,2,1,1,1,2,1,2,1,1,1,2
20,7,8,8,8,7,9,6,3,1,4,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,7,6,1,4,2,7,4,2,8,1,6,6,7,7,6,10,8,4,6,1,0,4,3,6,2,1,1,1,2,2,2,1,1,1,2
21,13,13,4,5,6,2,2,8,8,2,2,2,2,2,2,2,2,2,2,2,5,12,6,6,11,7,6,1,4,2,1,10,7,3,9,6,6,7,7,7,10,8,4,6,1,0,4,3,6,2,1,1,1,2,2,2,1,1,1,2
22,7,8,1,8,7,9,6,3,1,12,8,8,8,8,8,8,8,8,8,8,8,2,5,8,5,2,3,5,1,3,6,8,3,8,10,9,7,6,6,1,5,8,0,6,8,10,8,3,8,2,5,2,2,2,2,2,3,2,1,3
23,7,8,1,8,7,9,6,3,1,12,1,1,1,1,1,1,1,1,1,1,5,12,6,6,11,6,9,9,10,1,7,6,4,8,7,11,8,3,3,2,10,8,4,6,1,0,4,3,6,2,1,1,1,2,1,2,1,1,1,2
