,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,18,12,19,20,12,16,8,20,19,18,7,7,7,7,7,7,7,7,7,7,10,8,5,8,1,4,4,5,8,3,14,10,17,3,7,8,9,13,6,9,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
1,13,7,4,13,17,12,9,19,20,9,19,2,19,2,2,2,2,1,1,19,10,8,5,8,1,4,4,5,8,3,15,11,7,14,12,15,11,14,11,12,1,2,4,0,0,8,1,1,1,6,1,1,1,1,1,2,1,1,1,1
2,15,9,11,9,17,5,2,1,11,4,1,1,4,1,1,1,1,9,4,9,10,8,5,8,1,4,4,15,8,7,3,6,3,10,1,2,7,2,14,10,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
3,15,9,11,9,1,5,2,1,11,4,4,4,4,4,4,4,4,9,4,9,10,8,5,8,1,4,4,5,8,7,8,14,3,10,13,2,4,11,4,10,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
4,20,18,2,14,2,7,19,8,10,10,9,9,9,9,9,9,9,4,9,4,14,2,3,20,17,13,6,4,4,12,8,6,10,4,1,7,7,2,10,7,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,3,2,2,2,2
5,19,17,20,19,19,20,18,14,9,11,6,6,6,6,6,6,6,6,6,6,9,9,20,5,7,3,3,8,3,6,2,2,6,3,7,8,5,7,6,6,2,3,3,3,6,3,3,10,3,9,16,1,1,11,1,1,1,1,1,1
6,15,9,11,9,1,5,2,1,11,4,2,2,2,2,2,2,2,2,2,2,10,8,5,8,1,4,4,5,8,7,8,2,10,10,6,2,0,2,16,16,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,2,1,1,1,1
7,10,17,20,19,19,20,18,14,9,11,8,8,8,8,8,8,8,8,8,8,9,9,2,5,7,3,3,8,3,6,2,2,6,3,7,8,5,7,6,6,2,3,3,3,6,3,3,10,3,9,12,13,12,13,10,13,13,13,12,14
8,17,19,2,10,2,7,9,8,10,10,9,9,9,9,9,9,9,4,9,4,14,2,3,20,17,13,6,4,4,12,8,6,10,4,1,7,7,2,10,7,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,3,2,2,2,2
9,19,17,20,19,19,20,18,14,9,11,6,6,6,6,6,6,6,6,6,6,9,9,2,5,7,3,3,8,3,6,2,2,6,3,7,8,5,7,6,6,2,3,3,3,6,3,3,10,3,9,14,10,1,8,11,2,1,3,1,1
10,15,9,11,9,17,5,2,1,11,4,1,1,4,1,1,1,1,9,4,9,10,8,5,8,1,4,4,5,8,11,18,6,3,10,1,2,7,2,4,12,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
11,3,7,4,13,17,12,9,4,12,14,6,6,6,6,6,6,6,6,6,6,1,1,11,1,1,20,4,5,8,7,13,4,4,11,2,14,13,15,17,9,2,3,3,3,6,3,3,10,3,9,1,1,1,1,1,1,1,1,1,1
12,15,9,11,9,1,5,2,1,11,4,7,7,7,7,7,7,7,7,7,7,10,8,5,8,1,4,4,5,8,3,14,10,6,10,13,2,4,11,4,12,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
13,17,19,4,13,17,12,9,4,12,14,9,9,9,9,9,9,9,4,9,4,14,2,3,20,17,13,6,4,4,12,10,8,6,10,1,2,4,15,4,10,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,3,2,2,2,2
14,15,9,11,9,1,5,2,1,11,4,2,2,2,2,2,2,2,9,2,2,10,8,5,8,1,3,13,8,3,7,12,8,18,12,10,11,12,6,16,11,1,2,4,0,0,4,1,1,1,4,12,1,1,1,1,2,1,1,1,1
15,20,18,2,10,2,7,19,8,10,10,9,9,9,9,9,9,9,4,9,4,14,2,3,20,17,13,6,4,4,12,8,2,10,10,1,2,7,2,16,7,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,3,2,2,2,2
16,10,3,9,18,7,8,13,3,5,7,7,7,7,7,7,7,7,7,7,7,11,1,12,3,5,3,10,8,8,6,12,8,8,13,7,12,15,12,13,5,1,3,3,0,6,4,3,10,3,9,14,1,1,1,1,2,1,1,1,1
17,3,7,4,13,17,12,9,4,12,14,1,1,4,1,1,1,1,9,4,9,15,17,18,11,19,1,14,10,6,11,3,4,15,4,18,3,16,18,15,14,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
18,20,18,2,14,2,7,19,8,10,10,9,9,9,9,9,9,9,4,9,4,17,2,3,20,17,13,6,4,4,12,8,4,8,4,15,3,16,8,15,7,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,3,8,2,2,2
19,20,18,2,10,2,7,19,8,10,10,5,5,5,5,5,5,5,5,5,5,17,2,3,20,17,13,6,4,4,12,8,8,10,10,1,2,7,2,16,5,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,3,2,2,2,2
20,17,19,2,10,17,12,9,8,10,10,9,9,9,9,9,9,9,4,9,4,14,2,3,20,17,13,6,4,4,12,8,6,10,4,1,7,7,2,10,7,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,3,2,2,2,2
21,15,9,11,9,1,5,2,1,11,4,7,7,7,7,7,7,7,7,7,7,11,15,11,3,1,3,13,1,1,6,16,19,7,10,16,5,8,15,4,13,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
22,3,7,4,13,15,19,20,19,20,9,4,4,6,4,4,4,4,6,6,6,10,1,5,1,1,6,4,5,9,3,15,11,7,15,12,15,11,14,11,12,2,3,3,0,6,3,3,10,1,9,1,1,1,1,1,2,1,1,1,1
23,19,17,20,19,19,20,18,14,9,11,6,6,6,6,6,6,6,6,6,6,10,9,5,1,1,3,3,8,3,6,2,2,6,3,7,8,5,7,6,6,2,3,3,3,6,3,3,10,3,9,1,1,1,10,1,2,1,1,1,1
24,15,9,11,9,1,5,2,1,11,4,7,7,7,7,7,7,7,7,7,7,14,2,3,20,1,13,6,4,4,7,10,16,3,7,14,12,17,6,7,15,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,2,1,1,1,1
25,15,9,11,9,17,5,2,1,11,4,1,1,4,1,1,1,1,9,4,9,18,8,14,11,19,4,4,8,8,7,6,0,6,3,16,6,9,11,4,15,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
26,15,9,11,9,1,5,2,1,11,4,4,4,7,4,4,4,4,7,7,7,18,8,14,11,1,4,4,15,8,7,10,12,3,10,13,2,4,11,4,10,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
27,3,7,4,13,17,12,9,4,12,14,1,1,4,1,1,1,1,9,4,9,10,15,5,2,1,6,13,5,9,3,8,6,3,10,1,13,7,2,14,7,1,2,4,0,0,4,1,1,1,4,12,1,1,1,1,2,1,1,1,1
28,19,17,20,19,19,20,18,14,9,11,6,6,6,6,6,6,6,6,6,6,1,1,11,1,1,3,13,8,3,7,2,2,6,3,7,8,5,7,6,6,2,3,3,3,6,3,3,10,3,9,1,1,1,1,1,2,1,1,1,1
29,19,20,20,19,19,20,18,14,9,11,6,6,6,6,6,6,6,6,6,6,9,8,2,5,7,4,4,8,3,11,2,2,6,3,7,8,5,7,6,6,2,3,3,3,6,3,3,10,3,9,1,1,1,8,10,2,1,1,1,1
30,15,9,11,9,1,5,2,1,11,4,4,4,7,4,4,4,7,7,7,7,18,8,14,11,19,4,4,5,8,7,15,11,7,15,12,15,11,14,11,12,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
31,15,9,11,9,1,5,2,1,11,4,7,7,7,7,7,7,7,7,7,7,18,8,14,11,13,1,14,10,6,11,10,12,3,11,13,2,4,11,12,10,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
32,15,9,11,9,1,5,2,1,11,4,7,7,7,7,7,7,7,7,7,7,18,8,14,11,1,4,4,15,6,11,10,12,3,12,13,2,10,3,16,10,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
33,15,9,11,9,1,5,2,1,11,4,11,11,11,11,11,11,11,11,11,11,18,8,14,11,19,4,4,15,6,11,3,4,15,11,6,16,16,3,17,14,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,20,1
34,15,9,11,9,1,5,2,1,11,4,7,7,7,7,7,7,7,7,7,7,18,8,14,11,19,1,4,15,6,11,8,12,3,10,13,2,4,11,4,10,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,20,1
35,15,9,11,18,7,8,13,3,5,7,1,1,4,1,1,1,1,9,4,9,18,8,14,11,13,1,14,10,4,20,10,12,3,11,13,13,4,11,14,10,1,2,4,0,8,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
36,15,9,11,9,17,5,2,1,11,4,1,1,4,1,1,1,1,9,4,9,18,17,18,11,13,1,14,10,6,11,12,9,16,17,10,14,12,6,9,5,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
37,15,9,11,9,1,5,2,1,11,4,1,1,4,1,1,1,1,9,4,9,18,8,5,8,1,4,4,15,8,7,10,12,3,10,13,2,4,11,4,10,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
38,17,19,2,10,2,7,19,8,10,10,9,9,9,9,9,9,9,4,9,4,14,2,1,19,18,18,5,4,4,12,8,8,4,2,4,11,8,2,15,0,3,5,6,4,8,7,6,2,5,5,8,7,4,7,8,4,8,8,7,7
39,15,9,11,9,1,5,2,1,11,4,4,4,10,4,4,4,4,10,10,10,18,17,18,11,13,1,14,10,4,12,15,14,7,15,12,15,11,11,11,12,1,2,4,0,8,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
40,15,9,11,9,1,5,2,1,11,4,7,11,7,7,7,11,11,7,11,7,18,8,14,11,1,4,4,15,6,11,10,12,3,12,13,11,10,3,16,10,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
41,15,9,11,9,1,5,2,1,11,4,9,9,9,9,9,9,9,4,9,4,18,17,18,11,19,4,14,15,6,11,10,15,7,16,6,15,4,2,17,3,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,20,1
42,15,9,11,9,1,5,2,1,11,4,11,11,7,7,7,11,7,7,11,7,18,8,14,11,19,1,4,15,6,11,10,12,3,10,13,2,4,11,4,10,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,20,1
43,15,9,11,8,17,5,2,1,11,4,11,11,11,11,11,11,11,11,11,11,18,8,5,8,1,4,4,5,8,7,2,12,12,7,16,17,17,3,4,15,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
44,15,9,11,18,7,8,13,3,5,7,19,9,19,9,9,9,9,1,1,19,18,8,5,11,13,1,14,10,6,11,10,12,3,11,13,13,4,11,14,10,3,2,4,11,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
45,15,9,11,9,17,5,2,1,11,4,1,1,4,1,1,1,1,9,4,9,18,8,14,8,19,4,4,15,6,11,12,9,16,17,10,14,12,6,9,5,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
46,17,9,11,10,17,12,9,4,11,4,9,9,9,9,9,9,9,4,9,4,13,4,1,18,17,13,5,4,19,2,8,6,3,11,1,2,7,11,12,14,3,5,6,4,8,7,6,2,5,5,11,7,3,7,8,4,8,8,1,10
47,20,18,2,14,2,7,19,8,10,10,9,9,9,9,9,9,9,4,9,4,13,4,1,14,14,9,5,4,19,2,6,7,10,9,5,6,9,10,3,3,3,5,6,4,8,7,6,2,5,5,8,7,3,7,8,4,8,8,7,10
48,19,17,20,19,19,20,18,14,9,11,6,6,6,6,6,6,6,6,6,6,1,1,11,1,1,3,4,5,8,7,2,2,6,3,7,8,5,7,6,6,3,3,3,3,0,4,3,10,5,9,3,7,4,7,8,4,8,8,7,15
49,17,19,18,10,20,10,11,12,10,10,11,11,11,11,11,11,11,11,11,11,10,8,5,8,1,4,4,5,8,7,3,6,3,11,6,18,4,6,17,10,1,2,4,0,0,4,1,1,1,4,3,1,4,1,1,1,8,1,1,1
50,17,19,2,10,2,7,19,8,10,10,9,9,9,9,9,9,9,4,9,4,13,4,1,18,14,9,5,16,18,2,3,12,3,11,6,18,4,2,17,10,3,5,6,4,8,7,6,2,5,5,3,7,4,7,8,4,8,8,7,15
