,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,2,1,11,14,9,2,12,6,3,12,1,1,1,1,1,1,1,1,1,1,3,14,3,4,9,4,3,9,2,9,4,0,7,3,1,5,7,9,7,4,10,10,3,9,7,0,8,1,5,7,1,1,1,2,1,2,1,1,1,2
1,1,1,11,14,9,2,12,6,3,12,1,1,1,1,1,1,1,1,1,1,3,14,3,4,9,5,3,1,2,7,13,5,11,4,9,1,1,12,3,13,11,10,3,9,7,0,8,1,5,7,1,1,2,11,2,10,1,2,10,2
2,5,5,10,10,11,9,16,16,16,7,1,1,1,1,1,1,1,1,1,1,3,9,3,4,9,5,3,9,2,7,5,8,4,5,9,2,12,4,3,7,10,10,3,9,7,0,8,1,5,7,1,1,1,2,2,2,1,1,1,2
3,9,9,7,5,6,14,9,2,8,16,2,2,2,2,2,2,2,2,2,2,3,14,3,4,9,5,3,1,1,3,6,0,2,6,1,4,7,9,10,4,10,10,3,9,7,0,8,1,5,7,1,9,11,11,10,10,1,3,10,8
4,2,1,11,14,9,2,12,6,3,12,1,1,1,1,1,1,1,1,1,1,3,14,3,4,9,5,3,1,2,3,5,11,7,3,10,1,0,7,0,4,10,10,3,9,7,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
5,9,9,7,5,6,14,9,2,8,16,1,6,6,6,1,6,6,6,6,6,3,14,3,4,9,5,3,1,2,3,14,6,13,8,7,9,9,13,8,2,10,10,3,9,7,0,8,1,5,7,1,9,11,11,10,10,1,3,10,8
6,9,9,7,5,6,14,9,2,8,16,2,2,2,2,2,2,2,2,2,2,3,14,3,4,9,5,3,1,2,3,6,5,2,6,1,4,7,9,10,4,10,10,3,9,7,0,8,1,5,7,1,9,11,11,10,10,1,3,10,8
7,2,1,11,14,9,2,12,6,3,12,1,1,1,1,1,1,1,1,1,1,3,14,3,4,9,5,3,9,2,9,4,0,7,3,1,5,7,9,7,4,10,10,3,9,7,5,8,1,5,7,1,1,1,2,1,2,1,1,1,2
8,4,14,5,14,9,2,12,6,3,12,1,1,1,1,1,1,1,1,1,1,3,14,3,4,9,5,3,1,1,3,7,3,1,10,2,3,3,2,1,8,11,6,3,1,7,6,6,9,9,2,1,9,11,11,10,10,1,3,10,8
9,2,1,11,14,9,2,12,6,3,12,1,1,1,1,1,1,1,1,1,1,3,14,3,4,9,5,3,1,2,3,4,0,7,3,1,5,5,9,7,4,10,10,3,9,7,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
10,2,1,11,14,9,2,12,6,3,12,1,1,1,1,1,1,1,1,1,1,3,14,3,4,9,5,3,1,2,3,6,10,5,7,4,5,5,8,2,4,10,10,3,9,7,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
11,1,1,11,14,9,2,12,6,3,12,9,1,1,1,9,1,1,1,1,1,3,14,3,4,9,5,3,1,2,3,0,1,0,3,10,0,0,9,13,4,10,10,3,9,7,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
12,2,1,11,14,9,2,12,6,3,12,1,1,1,1,1,1,1,1,1,1,3,14,3,4,9,5,3,9,2,7,4,0,7,7,1,5,3,9,7,4,10,10,3,9,7,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
