,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,6,1,14,6,4,15,14,8,4,9,1,1,1,1,1,14,9,1,1,1,9,15,17,1,6,1,4,9,5,6,6,10,2,2,9,9,3,5,7,5,10,2,6,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
1,10,18,14,17,4,15,14,8,4,9,1,1,1,1,1,14,1,1,1,1,9,15,17,1,6,2,17,6,11,4,13,3,12,6,10,8,13,8,4,17,13,2,4,1,7,0,8,2,5,9,1,1,2,2,13,11,1,13,1,2
2,14,14,10,4,6,3,6,19,17,18,1,1,1,1,1,14,1,1,1,1,9,8,14,1,6,2,4,9,5,4,15,7,6,18,18,1,2,15,13,2,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
3,18,7,16,14,10,18,7,12,3,3,2,2,2,2,2,2,2,2,2,2,9,15,17,1,6,2,4,17,12,16,9,11,2,2,7,5,14,13,8,15,10,2,4,1,7,0,8,1,5,9,1,11,13,11,12,11,12,3,10,11
4,6,1,14,6,4,15,14,8,4,9,1,1,1,1,1,14,1,1,1,1,9,15,17,1,6,2,4,17,5,16,6,10,10,10,9,9,10,17,5,12,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
5,18,7,16,14,10,18,7,12,3,3,1,1,1,1,1,14,1,1,1,1,9,15,17,1,6,2,4,17,5,16,10,11,15,15,7,18,9,14,8,10,10,2,4,1,7,0,8,1,5,9,1,11,13,11,12,11,12,3,10,11
6,18,7,16,14,10,18,7,12,3,3,2,2,2,2,2,2,2,2,2,2,9,15,17,1,6,2,4,17,5,16,17,11,2,2,2,4,1,13,8,15,10,2,4,1,7,0,8,1,5,9,1,11,13,11,12,11,12,3,10,11
7,6,1,14,6,4,15,14,8,4,9,1,1,1,1,1,14,1,1,1,1,9,15,17,1,6,2,4,9,5,6,10,10,10,2,9,9,3,5,7,5,10,2,6,1,7,0,8,1,5,9,1,1,1,2,1,2,1,1,1,2
8,12,17,14,6,5,7,19,9,10,2,1,1,1,1,1,14,1,1,1,1,9,15,17,1,6,2,4,17,15,16,2,4,13,3,2,12,5,1,9,1,13,15,5,12,7,6,2,2,9,2,1,11,13,11,12,11,12,3,10,11
9,6,1,14,6,4,15,14,8,4,9,1,1,1,1,1,14,1,1,1,1,9,15,17,1,6,2,4,17,5,16,1,13,2,2,4,9,3,2,8,11,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
10,6,1,14,6,4,15,14,8,4,9,1,1,1,1,1,14,1,1,1,1,9,15,17,1,6,2,4,17,5,16,6,8,2,8,9,9,3,5,7,4,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
11,10,18,14,17,4,15,14,8,4,9,9,14,9,14,9,1,9,9,9,9,9,15,17,1,6,2,4,17,5,16,4,10,10,10,0,9,3,6,7,15,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
12,6,1,14,6,4,15,14,8,4,9,1,1,1,1,1,14,1,1,1,1,9,15,17,1,6,2,4,9,5,4,1,17,10,3,2,9,3,5,10,5,10,2,4,1,7,0,8,1,5,9,1,1,1,2,3,2,1,1,1,2
