,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,2,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,2,1,9,6,7,6,9,16,3,5,13,3,0,5,9,10,2,6,8,7,0,8,1,5,9,1,1,1,2,1,2,1,1,1,2
1,11,7,5,14,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,7,12,5,16,1,9,5,13,6,10,6,7,11,13,2,4,8,7,0,8,2,5,9,1,1,2,11,17,11,1,13,1,2
2,4,17,18,8,12,18,10,7,18,3,1,1,1,1,1,1,1,1,1,1,1,9,1,2,7,3,1,9,6,5,4,15,2,15,13,10,4,7,4,14,10,2,4,8,7,0,8,1,5,9,1,1,1,2,2,2,1,1,1,2
3,13,10,3,10,9,7,11,17,17,13,2,2,2,2,2,2,2,2,2,2,1,15,1,2,7,3,1,16,13,1,5,8,9,8,3,15,17,14,14,9,10,2,4,8,7,0,8,1,5,9,1,11,13,11,11,11,11,3,10,10
4,2,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,16,6,1,7,6,3,12,3,1,8,15,15,9,10,2,4,8,7,0,8,1,5,9,1,1,1,2,2,2,1,1,1,2
5,13,10,3,10,9,7,11,17,17,13,6,6,1,6,1,1,1,1,1,1,1,15,1,2,7,3,1,16,6,1,13,12,11,5,5,15,12,5,10,10,10,2,4,8,7,0,8,1,5,9,1,11,13,11,11,11,11,3,10,10
6,13,10,3,10,9,7,11,17,17,13,2,2,2,2,2,2,2,2,2,2,1,15,1,2,7,3,1,16,6,1,5,8,9,12,3,4,17,14,14,7,10,2,4,8,7,0,8,1,5,9,1,11,13,11,11,11,11,3,10,10
7,2,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,9,6,7,6,9,3,3,3,13,3,0,13,9,10,2,6,8,7,0,8,1,5,9,1,1,1,2,1,2,1,1,1,2
8,6,7,5,14,17,17,18,13,6,15,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,16,15,1,2,12,4,1,2,0,0,3,2,16,13,15,5,3,7,6,2,2,9,2,1,11,13,11,11,11,11,3,10,10
9,2,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,16,6,1,6,9,3,3,5,9,3,0,13,5,10,2,4,8,7,0,8,1,5,9,1,1,1,2,2,2,1,1,1,2
10,2,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,16,6,1,6,3,7,3,3,9,3,0,8,9,10,2,4,8,7,0,8,1,5,9,1,1,1,2,2,2,1,1,1,2
11,11,7,5,14,7,1,14,10,11,11,1,1,9,1,9,9,9,9,1,9,1,15,1,2,7,3,1,16,6,1,5,0,2,2,1,13,6,9,1,2,10,2,4,8,7,0,8,1,5,9,1,1,1,2,2,2,1,1,1,2
12,2,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,9,6,5,6,13,3,3,3,6,3,0,13,9,10,2,4,8,7,0,8,1,5,9,1,1,1,2,2,2,1,1,1,2
13,2,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,2,3,5,8,7,6,8,3,16,3,4,3,1,14,0,13,2,4,8,7,0,12,1,5,10,1,2,3,3,2,2,3,1,1,2
14,2,7,5,2,7,1,14,10,11,11,11,5,5,9,5,5,5,5,9,5,1,1,3,9,5,2,3,5,8,7,7,9,3,3,3,13,6,9,1,15,11,2,4,8,7,0,8,1,5,10,1,2,3,3,2,2,3,1,1,2
15,2,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,2,3,5,8,7,12,13,14,10,6,0,16,10,9,1,10,2,4,8,7,0,8,1,5,10,1,2,3,3,2,2,3,1,1,2
16,2,7,5,2,7,1,14,10,11,11,1,1,9,1,9,9,9,9,1,9,1,15,1,2,7,3,1,9,6,5,4,2,2,4,7,8,3,12,4,9,10,2,4,8,7,0,8,1,5,10,1,1,1,2,2,2,2,1,1,2
17,2,7,5,2,7,1,14,10,11,11,1,1,9,1,9,9,9,9,1,9,1,15,1,2,7,3,1,9,6,5,7,11,3,12,5,12,3,15,5,6,10,2,4,8,7,0,8,1,5,9,1,1,1,2,2,2,1,1,1,2
18,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,12,2,16,16,12,8,12,4,2,16,8,1,1,2,4,5,2,2,1,2,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
19,2,7,5,2,7,1,14,10,15,16,1,1,1,1,1,1,1,1,1,1,1,15,1,2,10,3,1,5,8,7,3,9,3,3,3,7,3,0,11,5,10,2,4,8,7,0,8,1,5,9,1,4,1,5,4,2,1,1,1,4
20,2,7,5,14,11,9,15,10,8,11,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,16,6,1,7,0,3,12,8,9,3,15,5,9,10,2,4,8,7,0,8,1,5,9,1,1,1,2,2,2,1,1,1,2
21,13,10,3,10,9,7,11,17,17,13,2,2,2,2,2,2,2,2,2,2,1,15,1,2,7,3,1,16,6,1,5,8,9,5,3,15,17,14,5,13,10,2,4,8,7,0,8,1,5,9,1,1,1,2,2,2,1,1,1,2
22,12,7,5,2,7,1,14,10,11,11,4,4,4,4,4,4,4,12,4,4,7,9,9,4,16,14,9,1,13,13,9,8,3,6,10,7,3,13,5,5,7,2,3,8,14,0,7,1,5,9,9,1,2,2,2,2,2,2,2,3
23,2,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,2,5,5,8,7,4,10,12,6,7,1,3,7,4,6,10,2,4,8,7,0,8,1,5,9,1,1,1,5,4,2,1,1,1,4
24,11,15,6,15,10,11,12,16,4,9,2,2,2,2,2,2,2,2,2,2,1,15,1,2,7,2,5,5,8,7,14,10,12,1,13,1,14,7,5,6,10,2,4,8,7,0,8,1,5,9,1,4,1,5,4,2,1,1,1,4
25,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,12,3,18,7,6,15,4,14,5,6,5,10,12,6,4,1,7,4,3,6,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
26,2,7,5,2,7,1,14,10,11,11,1,1,9,1,9,9,1,1,1,1,1,15,1,2,7,14,1,9,6,1,4,2,2,4,7,8,4,12,4,1,10,2,4,8,7,0,8,1,5,9,1,1,2,2,2,2,2,1,1,2
27,16,18,9,12,17,12,3,8,15,16,8,8,8,8,8,8,8,8,8,8,6,9,1,2,10,7,10,1,15,4,6,2,2,3,10,1,4,0,4,5,7,10,8,8,11,11,7,1,11,9,9,1,2,2,2,2,2,2,2,3
28,2,15,6,15,11,9,15,16,8,9,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,9,6,7,5,3,3,13,12,9,8,13,8,3,10,2,4,8,7,0,8,1,5,9,1,4,1,5,4,2,1,1,1,4
29,13,10,3,10,9,7,11,17,17,13,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,16,6,1,5,8,9,12,3,10,17,14,5,8,10,2,4,8,7,0,8,1,5,9,1,1,1,2,2,2,1,1,1,2
30,2,7,5,2,7,1,14,10,11,11,1,1,9,1,9,9,9,9,1,9,1,15,1,2,7,14,1,9,6,1,4,2,2,4,7,8,4,12,4,1,10,2,4,8,7,0,8,1,5,9,1,1,2,2,2,2,2,1,1,2
31,12,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,9,1,1,12,3,18,7,6,15,4,11,5,6,6,6,3,8,3,13,3,9,13,9,3,2,1,8,14,1,0,1,2,3,2,3,4,4,3,3,4,4,2,3
32,1,18,9,12,17,12,3,8,15,16,8,8,8,8,8,8,8,8,8,8,1,15,1,2,7,3,1,9,6,5,4,2,2,4,7,8,4,12,4,1,7,2,8,8,7,11,7,1,5,9,1,1,1,2,2,2,1,1,1,2
33,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,12,2,16,16,12,1,12,4,2,16,1,5,5,6,4,1,7,4,3,3,3,4,1,2,10,1,0,1,2,3,2,3,4,4,3,3,4,4,2,3
34,2,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,9,6,5,6,6,6,8,3,13,3,9,13,9,10,2,4,8,7,0,8,1,5,9,1,1,2,2,1,2,1,1,1,11
35,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,13,16,17,12,14,10,18,15,17,18,8,1,1,2,1,2,2,2,1,2,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
36,5,3,1,4,2,2,5,6,9,7,9,13,9,13,9,9,9,9,13,9,13,16,14,12,14,8,14,4,2,16,8,1,1,2,1,2,2,2,1,2,3,7,1,3,10,1,2,4,2,3,2,3,4,4,3,3,4,4,2,3
37,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,8,3,18,7,6,15,4,14,5,6,5,6,10,2,9,2,6,2,0,2,3,4,1,2,10,1,0,0,2,3,2,1,2,2,2,2,2,2,2,3
38,12,7,5,2,7,1,14,10,11,11,1,1,9,1,9,9,9,9,1,9,12,2,16,14,12,8,14,4,2,15,10,6,2,14,17,1,5,12,3,11,3,4,1,2,13,1,0,4,2,5,2,3,4,4,3,3,4,4,2,3
39,2,7,5,2,7,1,14,10,11,11,1,1,1,1,1,1,1,1,1,1,1,15,1,2,7,3,1,16,6,5,10,6,6,15,3,13,6,9,13,13,10,2,4,8,7,0,8,1,5,9,1,1,2,2,1,2,1,1,1,11
40,12,7,5,2,7,1,14,10,11,11,1,1,9,1,9,9,9,9,1,9,1,9,1,2,7,3,1,9,6,7,4,9,6,8,16,13,3,9,13,9,7,2,4,8,7,0,7,1,11,9,1,1,10,3,2,2,2,9,1,2
41,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,12,12,14,16,18,8,14,10,10,9,15,6,1,2,1,2,2,2,13,2,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
42,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,12,12,14,12,18,10,11,10,10,9,8,1,1,2,1,2,2,2,1,2,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
43,1,18,9,12,17,12,3,8,15,16,8,8,8,8,8,8,8,8,8,8,6,9,1,2,10,7,9,1,13,4,4,2,2,4,16,5,9,12,4,1,7,10,8,8,4,11,7,1,11,9,2,1,4,2,2,2,2,2,2,3
44,16,11,9,7,5,12,13,8,9,7,8,8,8,8,8,8,8,9,8,9,8,3,18,7,6,15,4,14,5,6,6,9,8,3,5,2,3,9,6,2,7,2,4,8,14,0,7,1,2,9,2,3,4,4,3,3,4,4,2,3
45,1,18,9,12,17,12,3,8,15,16,8,8,8,8,8,8,8,8,8,8,6,9,1,2,10,3,9,1,13,4,6,9,14,3,5,6,2,0,9,5,7,2,8,8,7,0,7,1,11,9,1,1,9,2,2,2,2,2,5,6
46,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,13,16,17,12,14,10,18,15,17,18,8,1,1,2,1,2,2,2,1,2,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
47,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,13,16,14,12,14,8,14,4,2,16,1,1,1,2,4,5,2,2,1,4,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
48,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,12,12,14,16,12,8,14,4,2,16,8,1,1,2,1,2,2,2,1,2,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,6,2,3
49,12,7,5,2,7,1,14,10,11,11,11,9,9,9,9,9,9,9,9,9,1,15,1,5,5,2,3,9,12,5,4,2,2,4,7,8,4,12,4,1,6,2,6,12,2,0,12,1,3,10,1,1,2,2,2,2,2,2,1,2
50,12,7,5,2,7,1,14,10,11,11,1,1,9,1,9,9,9,9,1,9,1,9,1,2,7,3,1,9,6,1,6,6,13,8,14,13,5,2,13,14,10,2,4,2,12,0,8,1,5,9,1,1,2,2,2,2,2,1,1,2
51,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,13,12,14,12,14,10,11,15,17,18,8,1,1,2,9,5,2,2,1,10,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
52,1,18,9,12,17,12,3,8,15,16,8,8,8,8,8,8,8,8,8,8,12,12,14,12,18,10,11,10,10,9,4,2,2,4,16,8,9,12,4,1,3,4,1,8,10,11,7,1,11,9,2,3,4,4,3,3,4,4,2,3
53,12,7,5,2,7,1,14,10,11,11,1,1,9,1,9,9,9,9,1,9,6,9,1,2,10,15,9,1,13,6,9,4,6,11,6,14,11,11,2,7,10,2,4,8,7,0,8,1,5,9,2,7,9,2,3,3,4,6,5,6
54,12,11,1,7,2,1,5,6,11,7,11,5,5,9,5,5,5,5,9,5,8,3,8,7,6,15,4,11,5,15,3,7,8,9,11,11,6,9,6,8,3,2,4,8,13,0,0,0,2,9,2,3,4,4,3,3,4,4,2,3
55,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,12,12,14,12,14,10,11,10,10,9,15,6,16,6,17,6,5,7,3,11,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,6,4,2,3
56,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,12,12,16,16,12,8,14,4,2,16,10,4,4,1,2,0,9,11,2,4,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
57,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,8,2,8,7,6,15,4,4,2,15,10,6,15,14,17,5,8,11,3,3,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
58,5,3,1,4,2,2,5,6,9,7,7,7,7,7,7,7,7,7,7,7,13,12,14,12,14,10,11,15,17,18,1,12,5,6,4,1,12,4,3,10,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
59,1,18,9,12,17,12,3,8,15,16,8,8,8,8,8,8,8,8,8,8,6,9,1,2,10,3,1,7,6,1,4,2,2,4,16,8,9,12,4,1,7,10,8,8,4,11,7,1,11,9,2,3,4,2,3,8,4,4,2,8
60,5,3,1,4,2,2,5,6,9,7,2,2,2,2,2,2,2,2,2,2,12,2,16,12,12,8,14,10,10,9,15,6,16,5,17,6,5,7,3,11,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
61,5,3,1,4,2,2,5,6,9,7,12,11,12,12,12,12,12,12,12,12,8,3,18,7,6,15,4,14,5,6,6,8,3,3,10,7,3,0,5,5,3,4,1,2,14,1,0,0,2,3,2,7,9,4,3,6,4,6,5,6
62,5,3,1,4,2,2,5,6,9,7,7,7,7,7,9,7,7,7,7,7,17,3,18,7,6,15,4,11,5,6,6,8,3,8,5,13,3,0,15,6,3,4,1,2,10,1,0,0,2,3,2,3,4,4,3,3,4,4,2,3
