method	n_cluster	seed	ari_value
Average-based	10	0	0.43666736601557277
Average-based	10	1	0.43768879487547513
Average-based	10	2	0.4347229591783592
Average-based	10	3	0.43730765582525327
Average-based	10	4	0.4385407870148605
Average-based	10	5	0.4404351558126912
Average-based	10	6	0.43904870986165573
Average-based	10	7	0.42990452592317624
Average-based	10	8	0.4360447990031345
Average-based	10	9	0.4352401643669512
Onehot-based	10	0	0.47631998456055535
Onehot-based	10	1	0.46107871072237044
Onehot-based	10	2	0.4767220923905906
Onehot-based	10	3	0.45571003162116935
Onehot-based	10	4	0.45682377495799203
Onehot-based	10	5	0.48971937735856014
Onehot-based	10	6	0.4565426931727754
Onehot-based	10	7	0.45658902689721576
Onehot-based	10	8	0.5014136646757102
Onehot-based	10	9	0.4905173014776468
wNMF-based	10	0	0.22137487787654542
wNMF-based	10	1	0.21730950518710426
wNMF-based	10	2	0.21578726779125051
wNMF-based	10	3	0.21718208516132223
wNMF-based	10	4	0.22018753837969315
wNMF-based	10	5	0.21530705457080165
wNMF-based	10	6	0.22014595644030815
wNMF-based	10	7	0.2179239791968678
wNMF-based	10	8	0.21685777864365602
wNMF-based	10	9	0.22026392935425104
Average-based	11	0	0.41398615529859817
Average-based	11	1	0.424758393627758
Average-based	11	2	0.425528942346766
Average-based	11	3	0.41833848049411454
Average-based	11	4	0.42639807066611496
Average-based	11	5	0.42685627393135894
Average-based	11	6	0.4069161919148479
Average-based	11	7	0.41211897748368825
Average-based	11	8	0.42987800429930323
Average-based	11	9	0.41903144945420245
Onehot-based	11	0	0.47289386515158066
Onehot-based	11	1	0.43469168733232505
Onehot-based	11	2	0.4569014168166852
Onehot-based	11	3	0.4829980016807144
Onehot-based	11	4	0.4676668363019104
Onehot-based	11	5	0.46555754961318657
Onehot-based	11	6	0.417058576004683
Onehot-based	11	7	0.5020387086167928
Onehot-based	11	8	0.4761602690867108
Onehot-based	11	9	0.4216346250874655
wNMF-based	11	0	0.19885135039389787
wNMF-based	11	1	0.18112609896453322
wNMF-based	11	2	0.19913103043222374
wNMF-based	11	3	0.17725687816182525
wNMF-based	11	4	0.17767409614512214
wNMF-based	11	5	0.1776074105352324
wNMF-based	11	6	0.1786741676569871
wNMF-based	11	7	0.17977816162962043
wNMF-based	11	8	0.1974831490733917
wNMF-based	11	9	0.1797608700326488
Average-based	12	0	0.44021776334111123
Average-based	12	1	0.4348900165107194
Average-based	12	2	0.4541446183195026
Average-based	12	3	0.45059886144128175
Average-based	12	4	0.44302111256508525
Average-based	12	5	0.45499723561349
Average-based	12	6	0.44261312891781873
Average-based	12	7	0.4348730055458593
Average-based	12	8	0.4371223378767758
Average-based	12	9	0.45381074783163017
Onehot-based	12	0	0.42218990699801245
Onehot-based	12	1	0.5320118176127918
Onehot-based	12	2	0.45876282596158086
Onehot-based	12	3	0.4563642247180442
Onehot-based	12	4	0.49845828889039945
Onehot-based	12	5	0.4853459868568646
Onehot-based	12	6	0.5025778978483731
Onehot-based	12	7	0.5064336780852764
Onehot-based	12	8	0.4570300914367038
Onehot-based	12	9	0.49379549942682915
wNMF-based	12	0	0.19387300573051056
wNMF-based	12	1	0.206690717658347
wNMF-based	12	2	0.1927469215605278
wNMF-based	12	3	0.20575481663469017
wNMF-based	12	4	0.1903019492071587
wNMF-based	12	5	0.19662581260229997
wNMF-based	12	6	0.20374523894545468
wNMF-based	12	7	0.2085439184920558
wNMF-based	12	8	0.20436641473891423
wNMF-based	12	9	0.19287851951088952
Average-based	13	0	0.44045567916260814
Average-based	13	1	0.4497751198228971
Average-based	13	2	0.44096905530473435
Average-based	13	3	0.45071859803241904
Average-based	13	4	0.43450830834838977
Average-based	13	5	0.457277169228005
Average-based	13	6	0.4306005722708804
Average-based	13	7	0.4444161676727096
Average-based	13	8	0.424395918543873
Average-based	13	9	0.43386470443749436
Onehot-based	13	0	0.41179386721375305
Onehot-based	13	1	0.434227697151472
Onehot-based	13	2	0.41533550335537406
Onehot-based	13	3	0.4270042855415024
Onehot-based	13	4	0.42710753349623704
Onehot-based	13	5	0.43167122656429535
Onehot-based	13	6	0.43749585146714326
Onehot-based	13	7	0.436323994295164
