,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,8,1,1,3,7,3,3,9,4,2,6,6,6,6,6,6,6,6,6,6,4,4,4,1,8,5,7,8,7,2,7,2,3,0,10,6,7,5,5,7,4,1,5,6,3,5,2,2,6,1,1,1,1,1,1,1,1,1,1,1
1,2,4,5,5,3,9,9,1,3,9,8,8,8,8,8,8,8,8,8,8,4,4,4,1,8,5,7,8,7,2,4,5,2,9,5,4,4,9,1,4,4,1,2,6,3,8,2,2,7,1,1,1,1,1,1,1,1,1,1,1
2,2,3,8,1,3,9,1,9,3,6,3,3,3,3,3,3,3,3,3,3,4,4,4,1,8,5,7,8,7,2,4,6,8,3,2,1,5,6,6,6,4,1,2,6,3,5,2,2,6,1,1,1,1,1,1,1,1,1,1,1
3,2,3,8,1,3,9,1,9,3,6,3,3,6,3,3,6,3,3,6,3,4,4,4,1,8,5,7,8,7,2,4,5,8,3,2,1,5,1,1,2,4,1,2,6,3,5,2,2,6,1,1,1,1,1,1,1,1,1,1,1
4,11,11,3,9,10,11,2,2,9,7,4,4,4,4,4,4,4,4,4,4,6,7,10,7,7,7,2,3,10,11,4,6,9,3,2,1,10,6,6,6,7,7,6,5,6,6,8,6,4,6,2,6,2,6,2,2,2,2,6,2
5,1,1,1,3,7,3,3,9,4,2,5,5,5,5,5,5,5,5,5,5,11,9,7,8,4,3,1,5,3,1,5,4,4,4,5,7,6,5,8,2,5,3,5,7,5,4,5,8,3,9,1,1,8,1,1,1,1,1,1,1
6,2,3,8,1,3,9,1,9,3,6,6,6,6,6,6,6,6,6,6,6,4,4,4,1,8,5,7,8,7,2,8,5,8,3,2,1,10,6,0,6,4,1,2,6,3,5,2,2,6,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,3,7,3,3,9,4,2,5,5,5,5,5,5,5,5,5,5,11,9,7,8,4,3,1,5,3,1,5,4,4,4,5,7,6,5,8,2,5,3,5,7,5,4,5,8,3,9,8,9,8,9,9,10,8,9,8,9
8,4,11,3,9,10,11,2,2,9,7,4,4,4,4,4,4,4,4,4,4,6,7,10,7,7,7,2,3,10,11,4,6,8,3,2,1,5,1,6,6,7,7,6,5,6,6,8,6,4,6,2,6,2,6,2,2,2,2,6,2
9,1,1,1,3,7,3,3,9,4,2,5,5,5,5,5,5,5,5,5,5,11,9,7,8,4,3,1,5,3,1,5,4,4,4,5,7,6,5,8,2,5,3,5,7,5,4,5,8,3,9,9,2,1,4,8,1,1,3,1,8
10,2,4,8,1,3,9,1,9,3,6,3,3,3,3,3,3,3,3,3,3,4,4,4,1,8,5,7,8,7,2,4,6,8,3,2,1,5,6,6,6,4,1,2,6,3,5,2,2,6,1,1,1,1,1,1,1,1,1,1,1
