,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,2,3,8,1,3,9,1,9,3,6,1,1,1,1,1,1,1,1,1,1,5,10,8,2,1,7,7,3,5,3,1,0,0,1,1,1,7,6,10,1,5,1,3,1,2,1,4,4,2,3,1,1,1,2,1,2,1,1,1,2
1,4,3,8,1,3,9,1,9,3,6,1,1,1,1,1,1,1,1,1,1,5,10,8,2,1,8,7,3,5,4,1,5,4,3,5,2,7,9,2,7,5,1,3,1,2,1,4,4,2,3,1,1,2,2,8,2,1,2,7,2
2,8,4,5,1,3,9,1,1,7,9,1,1,1,1,1,1,1,1,1,1,5,4,8,2,1,8,7,3,5,4,4,5,1,2,4,5,3,0,5,1,5,1,3,1,2,1,4,4,2,3,1,1,1,2,2,2,1,1,1,2
3,11,11,3,9,10,11,2,2,9,7,2,2,2,2,2,2,2,2,2,2,5,10,8,2,1,8,7,3,3,4,0,8,0,1,1,6,7,2,6,1,5,1,3,1,2,1,4,9,2,3,1,1,9,2,7,5,1,1,7,8
4,2,3,8,1,3,9,1,9,3,6,1,1,1,1,1,1,1,1,1,1,5,10,8,2,1,8,7,3,5,4,0,0,4,0,0,1,7,6,2,0,5,1,3,1,2,1,4,4,2,3,1,1,1,2,2,2,1,1,1,2
5,11,11,3,9,10,11,2,2,9,7,5,5,5,5,5,5,5,5,5,5,5,10,8,2,1,8,7,3,5,4,8,1,0,2,1,5,1,0,9,1,5,1,3,1,2,1,4,9,2,3,1,1,9,2,7,5,1,1,7,8
6,11,11,3,9,10,11,2,2,9,7,2,2,2,2,2,2,2,2,2,2,5,10,8,2,1,8,7,3,5,4,0,6,0,7,1,6,7,2,6,1,5,1,3,1,2,1,4,9,2,3,1,1,9,2,7,5,1,1,7,8
7,2,3,8,1,3,9,1,9,3,6,1,1,1,1,1,1,1,1,1,1,5,10,8,2,1,8,7,3,5,3,1,0,0,1,1,1,7,6,0,3,5,1,3,1,2,1,4,4,2,3,1,1,1,2,1,2,1,1,1,2
8,7,9,8,1,3,9,1,6,3,6,1,1,1,1,1,1,1,1,1,1,5,10,8,2,1,8,7,3,3,4,2,3,3,4,6,3,4,0,1,2,10,2,5,10,1,6,0,6,4,2,1,1,9,2,7,5,1,1,7,8
9,2,3,8,1,3,9,1,9,3,6,1,1,1,1,1,1,1,1,1,1,5,10,8,2,1,8,7,3,5,4,3,0,0,1,1,1,7,6,3,3,5,1,3,1,2,1,4,4,2,3,1,1,1,2,2,2,1,1,1,2
10,2,3,8,1,3,9,1,9,3,6,1,1,1,1,1,1,1,1,1,1,5,10,8,2,1,8,7,3,5,4,3,0,6,1,7,1,5,5,6,3,5,1,3,1,2,1,4,4,2,3,1,1,1,2,2,2,1,1,1,2
11,4,3,8,1,3,9,1,9,3,6,1,1,1,1,1,1,1,1,1,1,5,10,8,2,1,8,7,3,5,4,5,0,5,0,1,4,7,6,4,0,5,1,3,1,2,1,4,4,2,3,1,1,1,2,2,2,1,1,1,2
12,2,3,8,1,3,9,1,9,3,6,1,1,1,1,1,1,1,1,1,1,5,10,8,2,1,8,7,3,5,4,1,0,0,1,1,1,4,3,1,3,5,1,3,1,2,1,4,4,2,3,1,1,1,2,2,2,1,1,1,2
