,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,5,2,10,7,8,10,10,6,1,2,1,1,1,1,1,1,1,1,1,1,6,1,7,1,3,2,5,6,1,6,7,0,1,1,6,2,0,8,5,2,2,0,1,0,2,0,3,1,8,0,1,2,1,2,1,1,4,1,1,1
1,5,2,10,10,8,10,10,6,1,2,2,2,2,2,2,2,2,2,2,2,5,1,7,1,2,4,5,8,2,2,2,0,7,1,3,2,5,5,3,6,2,0,1,0,2,0,5,1,2,0,1,5,7,1,1,3,8,8,9,7
2,7,8,6,6,10,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,9,10,9,3,3,2,2,1,1,4,3,0,6,7,4,3,4,4,5,5,2,9,1,0,2,9,3,1,8,0,3,3,1,3,3,2,2,3,3,3
3,5,9,3,6,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,1,7,1,3,2,5,6,1,6,5,0,1,1,3,2,3,1,3,2,2,0,1,0,2,0,5,1,8,0,1,2,1,1,1,1,4,1,1,1
4,5,9,3,6,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6,8,7,1,3,2,5,6,1,6,5,0,1,4,3,2,3,1,5,2,2,0,1,0,2,0,5,1,8,0,1,2,1,1,1,1,4,1,1,1
5,10,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,10,9,8,10,9,7,9,9,4,8,5,0,1,5,9,2,2,1,5,7,9,9,1,0,9,9,3,1,8,0,2,3,1,3,2,2,2,2,2,2
6,10,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,10,9,8,10,9,7,9,9,4,8,5,0,1,1,3,2,3,1,5,2,2,0,1,0,2,0,3,1,8,0,2,3,1,3,2,2,2,2,2,2
7,5,9,3,6,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,10,9,8,10,9,7,2,1,4,8,6,7,7,2,5,1,9,2,4,1,2,0,1,0,9,9,5,1,8,0,3,4,3,3,3,2,3,3,3,3
8,10,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,10,9,8,10,9,7,2,1,3,4,5,0,1,0,3,4,2,1,5,4,9,9,1,0,9,9,3,1,8,0,3,3,1,3,3,2,2,3,3,3
9,5,9,3,6,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,8,7,1,3,2,5,6,1,6,3,0,1,7,4,3,2,4,5,5,2,0,1,0,2,0,5,1,2,0,3,2,1,2,1,1,4,1,3,3
10,7,8,6,10,10,5,1,4,6,2,1,1,1,1,1,1,1,1,1,1,6,8,7,1,3,2,5,6,1,6,8,0,7,1,4,1,6,3,9,4,2,0,1,0,2,0,3,1,8,0,1,2,1,2,1,1,4,1,1,1
11,10,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,10,9,8,10,9,7,9,9,4,8,4,0,1,1,3,2,3,1,5,2,9,9,1,0,9,9,3,1,8,0,2,3,1,3,2,2,2,2,2,2
12,7,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,9,10,9,3,3,2,2,6,1,4,4,5,7,4,0,2,0,1,0,2,2,9,1,0,2,9,3,1,8,0,3,3,1,3,3,2,2,3,3,3
13,10,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,10,9,8,10,9,7,9,9,4,8,4,0,1,1,3,2,3,1,5,2,9,9,1,0,9,9,3,1,8,0,2,3,1,3,2,2,2,2,2,2
14,10,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,9,9,8,3,10,10,2,1,3,4,4,0,1,1,3,2,3,1,5,2,9,9,1,0,9,9,3,1,8,0,3,3,1,3,3,2,2,3,3,3
15,7,9,10,6,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9,10,9,3,3,2,2,6,1,4,5,0,7,7,4,1,9,4,5,5,2,9,1,0,2,9,3,1,8,0,3,2,1,2,3,1,4,3,3,3
16,7,8,6,10,10,5,2,4,6,7,2,2,2,2,2,2,2,2,2,2,6,8,8,10,3,2,2,1,3,4,6,7,4,5,5,1,9,2,4,1,2,0,1,0,2,0,5,1,8,0,3,4,3,3,3,2,3,3,3,3
17,10,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,10,9,8,10,9,7,9,9,4,8,4,4,4,9,8,1,5,2,6,9,9,9,1,0,9,9,3,1,8,0,3,4,3,3,3,2,3,3,3,3
18,10,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,10,9,8,10,9,7,2,1,4,8,6,7,7,2,5,1,9,2,4,1,9,9,1,0,9,9,3,1,8,0,3,4,3,3,3,2,3,3,3,3
19,5,4,9,9,5,1,5,3,10,8,10,10,10,10,10,10,10,10,10,10,6,1,7,1,3,2,5,6,1,6,8,4,1,3,7,5,3,1,3,7,5,2,4,2,6,7,5,5,2,6,1,2,1,2,1,1,4,1,1,1
20,10,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,10,9,8,10,9,7,9,9,4,8,4,0,1,1,3,2,3,1,5,2,9,9,1,0,9,9,3,1,8,0,2,3,1,3,2,2,2,2,2,2
21,10,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,10,9,8,10,9,7,9,9,4,8,5,0,1,5,9,2,2,1,5,7,9,9,1,0,9,9,3,1,8,0,3,4,3,3,3,2,3,3,3,3
22,7,8,6,10,10,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,9,9,9,3,9,7,2,1,3,10,5,0,1,1,3,2,3,1,3,2,9,9,1,0,9,9,3,1,8,0,3,4,3,3,3,2,3,3,3,3
23,10,8,6,10,10,5,2,4,6,7,1,1,1,1,1,1,1,1,1,1,10,9,8,10,9,7,9,9,4,8,5,0,1,1,3,2,3,1,5,2,9,9,1,0,9,9,3,1,8,0,2,3,1,3,2,2,2,2,2,2
24,4,9,10,6,8,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,1,7,1,2,2,5,6,1,6,3,0,4,1,0,1,4,1,4,4,2,0,1,0,2,0,3,1,8,0,1,1,2,1,4,1,1,1,1,1
