,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,5,4,10,3,9,7,9,8,0,10,6,1,6,3,6,9,10,3,9,6,0,8,1,5,7,1,1,1,2,1,2,1,1,1,2
1,4,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,6,4,2,3,7,2,11,11,6,9,7,4,3,11,5,9,10,3,9,6,0,8,1,5,7,1,1,2,2,2,10,1,2,9,2
2,3,2,12,14,7,15,15,12,15,6,1,1,1,1,1,1,1,1,1,1,4,8,4,5,10,6,4,10,3,7,3,7,3,5,3,3,4,12,4,6,9,10,3,9,6,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
3,15,13,5,9,9,4,5,11,14,15,2,2,2,2,2,2,2,2,2,2,4,13,4,5,10,6,4,2,2,4,7,9,8,0,1,10,2,6,1,9,9,10,3,9,6,0,8,1,5,7,1,9,10,2,9,10,1,3,9,8
4,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,6,4,2,3,4,7,9,0,7,1,3,0,13,7,0,9,10,3,9,6,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
5,15,13,5,9,9,4,5,11,14,15,6,6,6,6,6,6,6,6,6,6,4,13,4,5,10,6,4,2,3,4,2,2,7,8,9,7,3,11,9,9,9,10,3,9,6,0,8,1,5,7,1,9,10,2,9,10,1,3,9,8
6,15,13,5,9,9,4,5,11,14,15,2,2,2,2,2,2,2,2,2,2,4,13,4,5,10,6,4,2,3,4,1,9,8,0,1,10,2,3,12,4,9,10,3,9,6,0,8,1,5,7,1,9,10,2,9,10,1,3,9,8
7,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,6,4,10,3,9,7,9,8,0,1,6,1,6,3,4,9,10,3,9,6,0,8,1,5,7,1,1,1,2,1,2,1,1,1,2
8,15,9,6,12,5,9,4,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,6,4,2,2,4,1,1,2,3,4,1,5,4,8,1,12,6,3,1,11,7,6,6,12,2,1,9,10,2,9,10,1,3,9,8
9,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,6,4,2,3,4,7,9,5,0,1,4,2,6,3,7,9,10,3,9,6,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
10,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,6,4,2,3,4,7,9,5,0,1,6,2,2,3,7,9,10,3,9,6,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
11,4,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,6,4,2,3,4,5,9,4,2,2,9,1,6,2,4,9,10,3,9,10,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
12,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,6,4,10,3,7,7,9,5,0,10,4,2,6,3,7,9,10,3,9,6,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
13,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,3,6,8,8,5,5,8,9,9,4,10,8,0,1,0,0,0,3,0,9,7,3,9,10,11,8,6,5,8,1,1,2,3,2,2,2,1,1,2
14,9,3,6,12,5,9,12,3,12,1,5,5,5,1,5,5,1,1,1,1,4,3,6,2,8,5,5,8,9,9,10,3,5,2,0,9,1,6,7,7,9,7,3,6,10,0,8,1,5,8,1,1,2,3,2,2,2,1,1,2
15,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,3,6,8,8,5,5,8,9,9,10,6,9,13,12,1,11,10,14,10,9,10,3,9,10,0,8,1,5,8,1,1,2,3,2,2,2,1,1,2
16,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,6,4,10,3,7,7,9,5,5,3,3,7,7,4,6,9,7,3,9,10,0,8,1,5,8,1,1,2,2,2,2,1,1,1,2
17,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,6,4,10,3,7,0,3,5,10,11,11,2,8,13,7,9,10,3,9,6,0,8,1,5,7,1,1,1,2,2,2,1,1,1,2
18,12,10,4,4,1,10,2,1,6,8,7,7,7,7,7,7,7,7,7,7,11,4,15,15,2,9,11,7,5,3,2,5,4,2,6,2,3,3,10,2,1,5,0,3,5,2,0,0,1,1,2,2,3,4,3,3,3,4,2,3
19,9,3,6,12,5,9,12,3,2,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,3,6,4,8,9,9,7,8,9,0,1,5,2,6,7,7,9,10,3,9,6,0,8,1,5,7,1,1,1,5,1,2,1,1,1,2
20,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,6,4,2,3,4,5,9,0,7,11,11,2,13,13,4,9,10,3,9,6,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
21,15,13,5,9,9,4,5,11,14,15,2,2,2,2,2,2,2,2,2,2,4,13,4,5,10,6,4,2,3,4,7,9,8,0,1,10,4,3,9,9,9,10,3,9,6,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
22,10,3,6,12,5,9,12,3,12,1,8,8,8,4,8,8,4,4,4,4,7,8,3,7,3,13,1,4,2,1,0,10,1,0,7,4,2,9,5,7,8,10,8,9,8,12,9,1,8,7,7,2,2,2,2,2,1,2,2,3
23,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,5,7,8,9,9,7,9,6,12,10,3,7,8,4,8,9,10,3,9,6,0,8,1,5,7,1,1,1,5,2,2,1,1,1,2
24,4,5,8,9,14,8,6,15,5,10,2,2,2,2,2,2,2,2,2,2,4,13,4,5,10,5,7,8,9,9,7,8,6,12,10,4,13,8,8,8,9,10,3,9,6,0,8,1,5,7,1,1,1,5,1,2,1,1,1,2
25,12,10,4,4,1,10,2,1,6,8,7,7,7,7,7,7,7,7,7,7,11,5,1,10,9,14,6,1,7,8,2,6,6,12,10,7,3,8,10,3,1,5,0,3,5,2,0,0,1,1,2,2,3,4,3,3,3,4,2,3
26,9,3,6,12,5,9,12,3,12,1,1,1,1,1,1,1,1,1,1,1,4,13,4,5,10,13,4,10,3,4,3,9,3,5,3,3,7,7,4,6,9,10,3,9,6,0,8,1,5,7,1,1,2,2,2,2,1,1,1,2
27,5,14,9,8,8,14,3,14,2,12,8,8,8,8,8,8,8,8,8,8,2,8,4,5,3,1,1,4,2,1,0,10,2,3,3,3,7,9,4,7,8,10,8,9,8,12,9,1,8,10,7,2,3,2,2,2,7,2,2,3
