method	n_cluster	seed	ari_value
Average-based	10	0	0.3992545769816682
Average-based	10	1	0.3995138414064498
Average-based	10	2	0.397949013745387
Average-based	10	3	0.39776448260983155
Average-based	10	4	0.39969308570452544
Average-based	10	5	0.3996720300877515
Average-based	10	6	0.397949013745387
Average-based	10	7	0.39898146014294783
Average-based	10	8	0.397949013745387
Average-based	10	9	0.3978885983688683
Onehot-based	10	0	0.41862914391370387
Onehot-based	10	1	0.42090739071115885
Onehot-based	10	2	0.4197011096236988
Onehot-based	10	3	0.41895579886206535
Onehot-based	10	4	0.41691262328958295
Onehot-based	10	5	0.42028717722506714
Onehot-based	10	6	0.42102285852974486
Onehot-based	10	7	0.41693567358718486
Onehot-based	10	8	0.41715100425779383
Onehot-based	10	9	0.41891991116996347
wNMF-based	10	0	0.310575203401427
wNMF-based	10	1	0.3018492858636678
wNMF-based	10	2	0.26432792160004137
wNMF-based	10	3	0.3055801164320776
wNMF-based	10	4	0.3016462027064357
wNMF-based	10	5	0.3044170442771056
wNMF-based	10	6	0.3256436782285361
wNMF-based	10	7	0.29668473199718254
wNMF-based	10	8	0.3218928096690085
wNMF-based	10	9	0.3041868622226126
Average-based	11	0	0.39865715368190635
Average-based	11	1	0.3964622545888027
Average-based	11	2	0.3986247134189466
Average-based	11	3	0.3986247134189466
Average-based	11	4	0.3990630732106927
Average-based	11	5	0.3980186198698161
Average-based	11	6	0.3996518145827817
Average-based	11	7	0.3986247134189466
Average-based	11	8	0.3980186198698161
Average-based	11	9	0.3980186198698161
Onehot-based	11	0	0.3796226051418797
Onehot-based	11	1	0.37409219517033576
Onehot-based	11	2	0.37075190889426957
Onehot-based	11	3	0.3748570882045142
Onehot-based	11	4	0.37685809914173696
Onehot-based	11	5	0.36917303708839144
Onehot-based	11	6	0.38090206170744245
Onehot-based	11	7	0.3758196099836222
Onehot-based	11	8	0.3740488698790445
Onehot-based	11	9	0.3826522643488583
wNMF-based	11	0	0.2678727203417195
wNMF-based	11	1	0.27258671269121426
wNMF-based	11	2	0.2636186754605606
wNMF-based	11	3	0.2682072169345939
wNMF-based	11	4	0.26064334796740574
wNMF-based	11	5	0.2648131008601931
wNMF-based	11	6	0.2679009669026198
wNMF-based	11	7	0.2633108439031264
wNMF-based	11	8	0.26671501974065587
wNMF-based	11	9	0.26752157059660636
Average-based	12	0	0.38888192412825123
Average-based	12	1	0.3907535746440214
Average-based	12	2	0.4031306555830619
Average-based	12	3	0.37366893269605195
Average-based	12	4	0.4110541382188966
Average-based	12	5	0.3768480118595392
Average-based	12	6	0.37673468577619684
Average-based	12	7	0.37781299896434917
Average-based	12	8	0.3906256913178656
Average-based	12	9	0.4026365483669602
Onehot-based	12	0	0.3648087773745451
Onehot-based	12	1	0.3646220398337045
Onehot-based	12	2	0.3636737613176949
Onehot-based	12	3	0.3577924601801997
Onehot-based	12	4	0.3612322402557034
Onehot-based	12	5	0.35889342348732384
Onehot-based	12	6	0.35854767329891446
Onehot-based	12	7	0.3570646036872068
Onehot-based	12	8	0.35791165382667317
Onehot-based	12	9	0.3626309806478051
wNMF-based	12	0	0.28546644149871814
wNMF-based	12	1	0.2787359942049166
wNMF-based	12	2	0.2643172417714888
wNMF-based	12	3	0.2802866689981928
wNMF-based	12	4	0.28207542021114107
wNMF-based	12	5	0.27340330804691976
wNMF-based	12	6	0.2871411154191459
wNMF-based	12	7	0.26726535911861155
wNMF-based	12	8	0.29142666248957727
wNMF-based	12	9	0.29025101760795613
Average-based	13	0	0.3787203157015742
Average-based	13	1	0.37441210067251796
Average-based	13	2	0.3778845868971343
Average-based	13	3	0.3787203157015742
Average-based	13	4	0.3791609016352039
Average-based	13	5	0.37428126458167255
Average-based	13	6	0.37441210067251796
Average-based	13	7	0.37792344364352376
Average-based	13	8	0.3778845868971343
Average-based	13	9	0.35992067513743353
Onehot-based	13	0	0.3664883650578186
Onehot-based	13	1	0.4086814129261217
Onehot-based	13	2	0.3618454265969512
Onehot-based	13	3	0.36657930906800534
Onehot-based	13	4	0.382809748047475
Onehot-based	13	5	0.38713571101782734
Onehot-based	13	6	0.36013746218668524
Onehot-based	13	7	0.3908339653754234
Onehot-based	13	8	0.3864126774838537
Onehot-based	13	9	0.3952068812229947
wNMF-based	13	0	0.255325573111269
wNMF-based	13	1	0.25274633448672335
wNMF-based	13	2	0.25333782199559396
wNMF-based	13	3	0.26221879216262334
wNMF-based	13	4	0.25597730597361157
wNMF-based	13	5	0.2608759851486802
wNMF-based	13	6	0.2557451108646902
wNMF-based	13	7	0.25062485575270566
wNMF-based	13	8	0.2617194563950226
wNMF-based	13	9	0.2641982147193855
Average-based	14	0	0.37860418613254626
Average-based	14	1	0.37836849803534944
Average-based	14	2	0.3752924717919824
Average-based	14	3	0.38283136068007506
Average-based	14	4	0.3656234623290134
Average-based	14	5	0.3877149397752954
Average-based	14	6	0.37332434625385597
Average-based	14	7	0.3691231095497658
Average-based	14	8	0.3713317727195766
Average-based	14	9	0.3701137024986782
Onehot-based	14	0	0.3522674936152313
Onehot-based	14	1	0.3784563345200688
Onehot-based	14	2	0.38344099539794585
Onehot-based	14	3	0.37041639006350524
Onehot-based	14	4	0.34194401666779517
Onehot-based	14	5	0.38220085800047443
Onehot-based	14	6	0.38169951397845686
Onehot-based	14	7	0.4028332431871315
Onehot-based	14	8	0.3485342098822589
Onehot-based	14	9	0.34952556453501077
wNMF-based	14	0	0.24186777651984778
wNMF-based	14	1	0.24991675008677208
wNMF-based	14	2	0.25121382167994627
wNMF-based	14	3	0.25781163703832366
wNMF-based	14	4	0.24491093402158928
wNMF-based	14	5	0.25058656668405854
wNMF-based	14	6	0.25143839589362316
