,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,7,4,8,12,13,4,1,5,13,4,1,1,1,1,1,1,1,1,1,1,4,4,6,10,12,12,2,3,11,5,0,3,0,5,9,8,1,1,1,7,1,9,0,0,0,0,3,1,11,3,1,2,1,4,1,1,4,1,1,1
1,7,4,8,12,13,4,1,5,13,4,2,2,2,2,2,2,2,2,2,2,2,4,6,7,7,1,2,8,3,3,10,4,0,9,8,0,1,9,5,4,1,0,0,0,0,0,5,1,1,2,1,9,8,7,1,1,9,4,1,9
2,3,13,4,5,7,9,6,3,1,12,3,3,3,3,3,3,3,3,3,3,10,13,11,9,9,9,9,6,11,1,4,5,4,0,3,7,3,7,8,10,1,9,0,11,0,0,3,1,1,3,3,3,3,2,3,2,2,3,3,3
3,7,8,1,8,7,9,6,3,1,12,2,2,2,2,2,2,2,2,2,2,4,4,6,10,12,12,2,3,11,5,0,3,0,3,2,2,1,1,1,3,1,9,0,0,0,0,3,1,1,3,1,2,1,1,1,1,4,4,1,1
4,7,8,1,8,7,9,6,3,1,12,2,2,2,2,2,2,2,2,2,2,4,10,6,10,12,12,2,3,11,5,0,3,0,3,2,2,1,1,1,3,1,9,0,0,0,0,3,1,1,3,1,2,1,1,1,1,4,1,1,1
5,13,13,4,5,6,2,2,8,8,2,3,3,3,3,3,3,3,3,3,3,13,11,8,11,10,5,10,9,2,7,0,11,9,11,7,6,1,11,11,8,12,9,0,11,11,10,3,1,10,3,2,3,3,2,2,2,2,2,2,2
6,13,13,4,5,6,2,2,8,8,2,3,3,3,3,3,3,3,3,3,3,13,11,8,11,10,5,10,9,2,7,0,3,0,3,3,2,1,1,1,3,1,9,0,0,0,0,3,1,1,3,2,3,3,2,2,2,2,2,2,2
7,7,8,1,8,7,9,6,3,1,12,2,2,2,2,2,2,2,2,2,2,13,11,8,11,10,5,10,9,2,7,4,4,5,4,5,3,3,12,6,1,1,9,0,11,11,10,3,1,1,3,3,4,4,3,3,3,3,3,3,3
8,13,13,4,5,6,2,2,8,8,2,3,3,3,3,3,3,3,3,3,3,13,11,8,11,10,5,13,6,7,1,9,12,0,11,7,6,12,12,12,12,12,9,0,11,11,10,3,1,10,3,3,3,3,2,3,2,2,3,3,3
9,7,8,1,8,7,9,6,3,1,12,3,3,3,3,3,3,3,3,3,3,4,10,6,10,12,12,2,3,11,5,0,5,4,0,3,7,3,7,8,10,1,9,0,0,0,0,3,1,1,3,1,2,1,4,1,2,4,1,3,3
10,3,13,4,5,6,2,2,3,8,12,3,3,3,3,3,3,3,3,3,3,4,10,6,10,12,12,2,3,11,5,6,4,0,5,3,2,3,5,4,12,1,9,0,11,0,0,3,1,11,3,1,2,1,4,1,1,4,1,1,1
11,13,13,4,5,6,2,2,8,8,2,3,3,3,3,3,3,3,3,3,3,13,11,8,11,10,5,10,9,2,7,0,3,0,3,2,2,1,1,1,3,12,9,0,11,11,10,3,1,10,3,2,3,3,2,2,2,2,2,2,2
12,3,13,4,5,6,2,2,8,8,2,3,3,3,3,3,3,3,3,3,3,10,13,11,9,9,9,9,3,11,1,5,3,0,3,0,2,1,1,1,3,1,9,0,11,0,0,3,1,1,3,3,3,3,2,3,2,2,3,3,3
13,13,13,4,5,6,2,2,8,8,2,3,3,3,3,3,3,3,3,3,3,13,11,8,11,10,5,10,9,2,7,0,3,0,3,2,2,1,1,1,3,12,9,0,11,11,10,3,1,10,3,2,3,3,2,2,2,2,2,2,2
