,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,4,2,17,18,18,18,10,7,18,3,7,7,7,7,7,7,7,1,7,7,11,9,6,10,3,6,1,1,10,5,14,14,6,10,10,15,7,6,10,9,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
1,14,15,6,14,10,11,12,9,4,18,17,17,11,1,17,2,1,3,17,1,11,9,6,10,3,6,1,1,10,5,13,5,13,11,11,13,8,17,7,11,1,2,4,0,0,8,1,1,1,6,1,1,1,1,1,1,1,1,1,1
2,2,7,5,2,10,1,14,10,11,11,1,1,1,4,1,1,8,4,4,4,2,9,6,10,3,6,1,1,10,9,2,8,5,8,2,5,9,4,3,2,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
3,2,7,5,2,7,1,14,10,11,11,4,4,4,4,4,1,8,4,4,4,11,9,6,10,3,6,1,1,10,9,2,7,5,8,10,4,5,6,3,2,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
4,13,10,3,10,9,7,11,17,17,13,8,8,8,8,8,8,4,8,8,8,15,4,4,2,1,2,7,6,6,12,2,2,8,7,2,10,6,4,3,4,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,2,2,2,2,2
5,1,18,9,12,17,12,3,8,15,16,6,6,6,6,6,6,6,6,6,6,10,10,1,7,8,5,5,9,5,8,5,3,3,10,6,6,7,7,10,5,2,3,3,3,6,3,3,10,3,9,15,1,1,1,1,1,1,1,1,1
6,2,7,5,2,7,1,14,10,11,11,2,2,2,2,2,2,2,2,2,2,11,9,6,10,3,6,1,1,10,9,2,7,2,7,2,10,5,4,3,4,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
7,1,18,9,12,17,12,3,8,15,16,6,6,6,6,6,6,6,6,6,6,10,10,1,7,8,5,5,9,5,8,5,10,3,10,6,6,7,13,10,5,2,3,3,3,6,3,3,10,3,9,12,12,11,11,10,12,12,13,12,13
8,11,10,3,15,9,7,11,17,17,13,8,8,8,8,8,8,4,8,8,8,15,4,4,2,1,2,7,6,6,12,2,2,5,7,2,5,6,4,3,4,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,2,2,2,2,2
9,1,18,9,12,17,12,3,8,15,16,6,6,6,6,6,6,6,6,6,6,10,10,1,7,8,5,5,9,5,8,5,3,3,10,6,6,7,7,10,5,2,3,3,3,6,3,3,10,3,9,9,3,1,5,11,5,1,3,1,1
10,2,7,5,2,10,1,14,10,11,11,1,1,1,4,1,1,8,4,4,4,11,9,6,10,3,6,1,1,10,1,2,7,5,7,2,5,8,8,3,4,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
11,10,15,6,15,10,11,12,16,4,9,6,6,6,6,6,6,6,6,6,6,3,3,12,3,3,18,1,1,10,9,8,7,10,11,3,5,17,6,5,14,2,3,3,3,6,3,3,10,3,9,1,1,1,1,1,1,1,1,1,1
12,2,7,5,2,7,1,14,10,11,11,7,7,7,7,7,7,7,1,7,7,11,9,6,10,3,6,1,1,10,5,5,7,5,8,6,5,5,8,3,2,1,2,4,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
13,11,15,6,15,10,11,12,16,4,9,8,8,8,8,8,8,4,8,8,8,15,4,4,2,1,2,7,6,6,12,8,7,5,10,2,6,5,7,9,5,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,2,2,2,2,2
14,2,7,5,2,7,1,14,10,11,11,2,2,2,2,2,2,2,2,2,2,11,9,6,10,3,5,13,9,5,9,8,14,9,12,9,7,10,8,13,8,1,2,4,0,0,4,1,1,1,4,12,1,1,1,1,1,1,1,1,1
15,13,10,3,15,9,7,11,17,17,13,8,8,8,8,8,8,4,8,8,8,15,4,4,2,1,2,7,6,6,12,2,7,8,7,2,10,6,4,3,4,3,5,6,4,8,7,6,2,5,5,2,2,2,2,2,2,2,2,2,2
16,16,8,10,1,17,17,17,13,6,15,7,7,7,7,7,7,7,1,7,7,12,3,13,5,2,5,10,9,10,8,9,10,14,15,3,12,11,3,11,13,1,3,3,0,6,4,3,10,3,9,1,1,1,1,1,1,1,1,1,1
