,BASS_0,BASS_1,BASS_2,BASS_3,BASS_4,BASS_5,BASS_6,BASS_7,BASS_8,BASS_9,BayesSpace_0,BayesSpace_1,BayesSpace_2,BayesSpace_3,BayesSpace_4,BayesSpace_5,BayesSpace_6,BayesSpace_7,BayesSpace_8,BayesSpace_9,SpatialPCA_0,SpatialPCA_1,SpatialPCA_2,SpatialPCA_3,SpatialPCA_4,SpatialPCA_5,SpatialPCA_6,SpatialPCA_7,SpatialPCA_8,SpatialPCA_9,SEDR_0,SEDR_1,SEDR_2,SEDR_3,SEDR_4,SEDR_5,SEDR_6,SEDR_7,SEDR_8,SEDR_9,SpaGCN_0,SpaGCN_1,SpaGCN_2,SpaGCN_3,SpaGCN_4,SpaGCN_5,SpaGCN_6,SpaGCN_7,SpaGCN_8,SpaGCN_9,STAGATE_0,STAGATE_1,STAGATE_2,STAGATE_3,STAGATE_4,STAGATE_5,STAGATE_6,STAGATE_7,STAGATE_8,STAGATE_9
0,9,6,14,14,2,2,9,6,5,13,1,1,1,1,1,1,1,1,1,1,14,16,4,12,15,13,5,10,11,1,14,0,0,10,1,0,0,9,1,6,8,8,11,0,0,0,5,2,14,6,4,2,1,4,1,1,4,6,1,1
1,15,6,14,14,3,2,9,6,5,13,6,4,6,6,4,6,6,4,6,6,12,15,4,5,3,9,10,6,6,12,3,1,5,5,1,7,14,13,1,10,3,0,11,0,0,0,4,2,0,2,1,11,2,10,1,10,11,12,1,10
2,10,9,9,6,9,9,14,4,3,7,3,3,3,3,3,3,3,3,3,3,8,14,11,10,5,6,7,4,11,15,8,7,4,2,11,2,8,15,7,4,8,8,11,0,0,0,5,11,0,6,3,3,1,3,4,2,2,3,4,4
3,9,3,11,6,2,13,14,4,3,7,6,4,4,6,4,6,6,4,6,6,14,16,4,12,15,13,5,10,11,1,1,0,0,11,10,0,0,0,1,14,8,8,11,0,0,0,5,2,0,6,4,2,1,4,1,1,4,6,1,1
4,9,3,11,6,2,13,14,4,3,7,6,4,4,6,4,6,6,4,6,6,14,7,4,12,15,13,5,10,11,1,1,0,0,7,1,0,0,0,1,5,8,8,11,0,0,0,5,2,0,6,4,2,1,4,1,1,4,6,1,1
5,17,9,9,10,15,9,7,7,15,16,3,3,3,3,3,3,3,3,3,3,16,11,8,13,9,2,8,7,14,5,1,4,0,0,1,2,0,16,12,5,13,8,10,11,12,10,5,11,13,6,2,3,3,2,2,2,2,2,2,2
6,17,9,9,10,15,9,7,7,15,16,3,3,3,3,3,3,3,3,3,3,16,11,8,13,9,2,8,7,14,5,1,0,0,3,1,0,0,0,1,5,8,8,8,0,0,0,5,2,0,6,2,3,3,2,2,2,2,2,2,2
7,9,3,11,6,2,13,14,4,3,7,6,4,4,6,4,6,6,4,6,6,16,11,8,13,9,2,8,7,3,5,7,0,11,1,8,7,4,12,9,3,8,8,11,0,12,10,5,11,0,6,3,4,4,3,3,3,3,3,3,3
8,17,9,9,10,15,9,7,7,15,16,3,3,3,3,3,3,3,3,3,3,16,11,8,13,9,2,17,4,3,17,11,0,1,7,1,10,14,2,1,5,13,8,10,11,12,0,5,11,13,6,3,3,1,3,4,2,2,3,4,4
9,9,3,11,6,2,13,14,4,3,7,3,3,3,3,3,3,3,3,3,3,14,7,4,12,15,13,5,10,11,1,8,7,4,2,11,2,8,15,7,5,8,0,11,0,0,0,4,2,0,6,4,2,1,4,4,2,4,3,4,4
10,11,9,9,10,9,9,7,7,3,7,3,3,3,3,3,3,3,3,3,3,15,7,4,12,15,13,5,10,11,1,13,13,10,2,5,4,4,14,4,11,8,8,11,0,0,0,5,2,14,6,4,2,1,4,1,1,4,3,1,1
11,17,9,9,10,15,9,7,7,15,16,3,3,3,3,3,3,3,3,3,3,16,11,8,13,9,2,8,7,14,5,11,15,0,12,1,9,0,0,10,11,13,8,10,11,12,10,5,11,13,6,3,3,3,2,2,2,2,2,2,2
12,11,9,9,10,9,9,7,7,15,16,3,3,3,3,3,3,3,3,3,3,8,14,11,10,5,6,7,10,11,15,14,0,4,3,1,0,0,0,1,5,8,8,8,0,0,0,5,2,0,6,3,3,1,3,4,2,2,3,4,4
13,17,9,9,10,15,9,7,7,15,16,3,3,3,3,3,3,3,3,3,3,16,11,8,13,9,2,8,7,14,5,11,0,0,12,1,9,0,0,10,11,13,8,10,11,12,10,5,11,13,6,2,3,3,2,2,2,2,2,2,2
14,17,9,9,10,15,9,7,7,15,16,3,3,3,3,3,3,3,3,3,3,8,11,8,15,17,17,7,4,3,17,11,0,0,12,1,9,3,0,10,11,13,8,10,11,12,10,5,11,13,6,3,3,1,3,4,2,2,3,4,4
15,11,3,11,6,9,8,2,10,14,7,3,3,3,3,3,3,3,3,3,3,8,14,11,10,5,6,7,10,11,15,8,7,0,2,11,0,0,15,7,4,8,8,11,0,0,0,5,11,0,6,3,2,1,4,4,2,4,3,4,4
16,11,9,9,10,15,9,7,7,15,16,6,4,4,6,4,6,6,4,6,6,15,7,8,13,5,6,7,4,3,15,7,0,11,1,8,7,4,12,9,13,8,8,11,0,0,0,5,2,0,6,3,4,4,3,3,3,3,3,3,3
