sample	seed	ari_value
20180417_BZ5_control	1	0.05173594557291722
20180417_BZ5_control	2	0.08446241247622949
20180417_BZ5_control	3	0.06374806380288192
20180417_BZ5_control	4	0.06005264174917057
20180417_BZ5_control	5	0.0635671056921257
20180417_BZ5_control	6	0.05256746761793687
20180417_BZ5_control	7	0.05655119831772978
20180417_BZ5_control	8	0.08665020323080194
20180417_BZ5_control	9	0.05368909098469244
20180417_BZ5_control	10	0.09512597439510029
20180419_BZ9_control	1	0.13696059176451184
20180419_BZ9_control	2	0.13261276724933024
20180419_BZ9_control	3	0.14483945995504374
20180419_BZ9_control	4	0.139382595162074
20180419_BZ9_control	5	0.1234353812675417
20180419_BZ9_control	6	0.12556706940687762
20180419_BZ9_control	7	0.14872136523247695
20180419_BZ9_control	8	0.12319807679915441
20180419_BZ9_control	9	0.1380534276012299
20180419_BZ9_control	10	0.12397468207900343
20180424_BZ14_control	1	0.056767681649113645
20180424_BZ14_control	2	0.07567269232058854
20180424_BZ14_control	3	0.0702664635692395
20180424_BZ14_control	4	0.05040115123949044
20180424_BZ14_control	5	0.08219659904424716
20180424_BZ14_control	6	0.06709674880833563
20180424_BZ14_control	7	0.07660915988577627
20180424_BZ14_control	8	0.08759067075122681
20180424_BZ14_control	9	0.05310908098788787
20180424_BZ14_control	10	0.08362691134533272
