sample	seed	ari_value
20180417_BZ5_control	1	0.06186226506587565
20180417_BZ5_control	2	0.09736581294327994
20180417_BZ5_control	3	0.08545849143158285
20180417_BZ5_control	4	0.08322977135528356
20180417_BZ5_control	5	0.08110337503594375
20180417_BZ5_control	6	0.0683035502437826
20180417_BZ5_control	7	0.07529177469319472
20180417_BZ5_control	8	0.08675942360710336
20180417_BZ5_control	9	0.06912441323069692
20180417_BZ5_control	10	0.06237070802092483
20180419_BZ9_control	1	0.15776396336309131
20180419_BZ9_control	2	0.12622545716876868
20180419_BZ9_control	3	0.14688860657990102
20180419_BZ9_control	4	0.1223341541969478
20180419_BZ9_control	5	0.15795549498055053
20180419_BZ9_control	6	0.1518308508893662
20180419_BZ9_control	7	0.17397150133261227
20180419_BZ9_control	8	0.14554952962045836
20180419_BZ9_control	9	0.13959859141240777
20180419_BZ9_control	10	0.12469902964284883
20180424_BZ14_control	1	0.06963796728879018
20180424_BZ14_control	2	0.08495194065255485
20180424_BZ14_control	3	0.10026771297040532
20180424_BZ14_control	4	0.0728921331761536
20180424_BZ14_control	5	0.08680065918288926
20180424_BZ14_control	6	0.06356422293384971
20180424_BZ14_control	7	0.08877278350358353
20180424_BZ14_control	8	0.08201421261840434
20180424_BZ14_control	9	0.09111774262686309
20180424_BZ14_control	10	0.07283534600936359
