sample	seed	ari_value
20180417_BZ5_control	1	0.10245753893377996
20180417_BZ5_control	2	0.09120012826881621
20180417_BZ5_control	3	0.07914286803181618
20180417_BZ5_control	4	0.08267712024219168
20180417_BZ5_control	5	0.08781631086076931
20180417_BZ5_control	6	0.10188223655132742
20180417_BZ5_control	7	0.08386980506869367
20180417_BZ5_control	8	0.06643220786871808
20180417_BZ5_control	9	0.08157145486493994
20180417_BZ5_control	10	0.060837975497949066
20180419_BZ9_control	1	0.14667350346287825
20180419_BZ9_control	2	0.12201661190344112
20180419_BZ9_control	3	0.12131834356511259
20180419_BZ9_control	4	0.12426355502618024
20180419_BZ9_control	5	0.1364857373695005
20180419_BZ9_control	6	0.15427701409119962
20180419_BZ9_control	7	0.1505539250180898
20180419_BZ9_control	8	0.15699955743374988
20180419_BZ9_control	9	0.1398725584548627
20180419_BZ9_control	10	0.15085514648405995
20180424_BZ14_control	1	0.08124215945831
20180424_BZ14_control	2	0.08387219581163484
20180424_BZ14_control	3	0.07628243378992189
20180424_BZ14_control	4	0.08611198192916625
20180424_BZ14_control	5	0.07333045030266828
20180424_BZ14_control	6	0.09629120106673629
20180424_BZ14_control	7	0.07499336076400326
20180424_BZ14_control	8	0.05642657701975904
20180424_BZ14_control	9	0.08624575974048766
20180424_BZ14_control	10	0.09945242747725255
