sample	seed	ari_value
20180417_BZ5_control	1	0.06073930970326295
20180417_BZ5_control	2	0.11129732098507245
20180417_BZ5_control	3	0.06489565650817097
20180417_BZ5_control	4	0.060425732206526674
20180417_BZ5_control	5	0.07221209993028097
20180417_BZ5_control	6	0.07566930053052463
20180417_BZ5_control	7	0.053495364957538726
20180417_BZ5_control	8	0.08975436391497464
20180417_BZ5_control	9	0.060781088249450985
20180417_BZ5_control	10	0.10170559463905623
20180419_BZ9_control	1	0.15321830144190454
20180419_BZ9_control	2	0.13575501252577002
20180419_BZ9_control	3	0.14559883529164036
20180419_BZ9_control	4	0.13207440987783192
20180419_BZ9_control	5	0.13388221598590805
20180419_BZ9_control	6	0.13282696510727343
20180419_BZ9_control	7	0.1487988911132444
20180419_BZ9_control	8	0.15245799900823404
20180419_BZ9_control	9	0.11259987107984624
20180419_BZ9_control	10	0.12209661826546545
20180424_BZ14_control	1	0.07115439545036122
20180424_BZ14_control	2	0.09841455228431685
20180424_BZ14_control	3	0.09162203463186604
20180424_BZ14_control	4	0.09439334528790143
20180424_BZ14_control	5	0.09047196955033547
20180424_BZ14_control	6	0.09047001893921788
20180424_BZ14_control	7	0.08190109279130794
20180424_BZ14_control	8	0.06709621894927703
20180424_BZ14_control	9	0.10094881869203157
20180424_BZ14_control	10	0.08627692324530718
