sample	seed	ari_value
20180417_BZ5_control	1	0.08074341770168822
20180417_BZ5_control	2	0.052874827510285924
20180417_BZ5_control	3	0.0664306585626415
20180417_BZ5_control	4	0.0776262177778746
20180417_BZ5_control	5	0.08618188330865612
20180417_BZ5_control	6	0.0889928882544236
20180417_BZ5_control	7	0.08455308306590728
20180417_BZ5_control	8	0.08280763521614352
20180417_BZ5_control	9	0.06922928367936132
20180417_BZ5_control	10	0.09107523713423667
20180419_BZ9_control	1	0.15581888801483879
20180419_BZ9_control	2	0.1374384034670106
20180419_BZ9_control	3	0.13140812121403297
20180419_BZ9_control	4	0.15388943479300646
20180419_BZ9_control	5	0.1475408134536952
20180419_BZ9_control	6	0.1380805826374155
20180419_BZ9_control	7	0.14690804003284394
20180419_BZ9_control	8	0.14758824178259217
20180419_BZ9_control	9	0.1281205229239574
20180419_BZ9_control	10	0.15221199737699198
20180424_BZ14_control	1	0.10704905083456837
20180424_BZ14_control	2	0.10058777882076908
20180424_BZ14_control	3	0.07787714421791984
20180424_BZ14_control	4	0.07469738105946744
20180424_BZ14_control	5	0.07623399415857396
20180424_BZ14_control	6	0.11091832560174604
20180424_BZ14_control	7	0.11406057820795251
20180424_BZ14_control	8	0.10876424483312307
20180424_BZ14_control	9	0.07495062600985491
20180424_BZ14_control	10	0.08421415824938634
