sample	seed	ari_value
20180417_BZ5_control	1	0.059066067407208246
20180417_BZ5_control	2	0.062096134053960236
20180417_BZ5_control	3	0.0794383332653848
20180417_BZ5_control	4	0.08554248657443367
20180417_BZ5_control	5	0.08629848552774416
20180417_BZ5_control	6	0.07941797521344914
20180417_BZ5_control	7	0.08045226809971662
20180417_BZ5_control	8	0.06392688690915571
20180417_BZ5_control	9	0.07327466146795399
20180417_BZ5_control	10	0.0821364442680106
20180419_BZ9_control	1	0.15136804863899414
20180419_BZ9_control	2	0.1407215616660316
20180419_BZ9_control	3	0.13173945078219987
20180419_BZ9_control	4	0.1371264514492371
20180419_BZ9_control	5	0.12285405862741092
20180419_BZ9_control	6	0.12665400616162945
20180419_BZ9_control	7	0.1695215552805864
20180419_BZ9_control	8	0.13934968722530516
20180419_BZ9_control	9	0.1283702215879925
20180419_BZ9_control	10	0.12448624868093192
20180424_BZ14_control	1	0.07143309531377666
20180424_BZ14_control	2	0.08983444512483138
20180424_BZ14_control	3	0.10327566558461022
20180424_BZ14_control	4	0.07335528081144617
20180424_BZ14_control	5	0.07437098714000612
20180424_BZ14_control	6	0.07238364219695342
20180424_BZ14_control	7	0.09186353832967996
20180424_BZ14_control	8	0.10596101872462801
20180424_BZ14_control	9	0.09458156748123572
20180424_BZ14_control	10	0.08687118712780029
