"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,9,8,4,1,12,6,8,9,9
"2",4,9,8,4,1,12,6,8,9,9
"3",8,11,4,8,3,4,11,5,3,3
"4",9,4,5,2,3,4,11,5,10,3
"5",9,4,5,2,3,4,11,5,10,3
"6",1,11,4,8,11,8,3,11,3,10
"7",1,11,4,8,11,8,3,11,3,10
"8",4,4,5,2,3,4,11,5,10,3
"9",1,11,4,8,11,8,3,11,3,10
"10",9,4,5,2,3,4,11,5,10,3
"11",8,11,4,8,11,8,3,11,3,10
"12",1,11,4,8,11,8,3,11,3,10
"13",8,11,4,8,11,8,3,11,3,10
"14",1,11,4,8,11,8,3,11,3,10
"15",1,11,4,8,11,8,3,11,3,10
"16",8,4,5,2,3,4,11,5,10,3
"17",8,11,4,8,11,8,3,11,3,10
"18",1,11,4,8,11,8,3,11,3,10
"19",1,11,4,8,11,8,3,11,3,10
"20",4,7,7,6,9,11,10,10,6,11
"21",1,11,4,8,11,8,3,11,3,10
"22",1,11,4,8,11,8,3,11,3,10
"23",8,11,4,8,11,4,3,5,10,3
"24",1,11,4,8,11,8,3,11,3,10
"25",12,4,5,12,3,4,11,12,6,3
"26",1,11,4,8,11,8,3,11,3,10
"27",1,11,4,8,11,8,3,11,3,10
"28",1,11,4,8,11,8,3,11,3,10
"29",1,11,4,8,11,8,3,11,3,10
"30",4,7,8,4,9,11,10,10,9,11
"31",4,4,5,2,3,4,11,5,8,3
"32",4,4,5,2,3,4,11,5,10,3
"33",8,11,4,8,11,8,3,11,3,10
"34",8,4,5,2,3,4,11,5,10,3
"35",1,11,4,8,11,8,3,11,3,10
"36",1,11,4,8,11,8,3,11,3,10
"37",1,11,4,8,11,8,3,11,3,10
"38",9,4,5,2,3,4,11,5,10,3
"39",1,11,4,8,11,8,3,11,3,10
"40",4,9,8,4,1,4,11,5,10,3
"41",4,4,5,2,3,4,11,5,10,3
"42",8,4,4,2,3,4,11,5,10,3
"43",8,11,8,4,1,4,11,5,10,3
"44",8,11,4,8,11,8,3,11,3,10
"45",8,9,8,4,3,4,11,5,10,3
"46",1,11,4,8,11,8,3,11,3,10
"47",4,7,7,2,3,4,11,5,10,3
"48",8,9,8,4,3,12,6,5,9,3
"49",8,11,4,8,11,4,3,11,10,3
"50",1,11,4,8,11,8,3,11,3,10
"51",8,4,5,2,3,4,11,5,10,3
"52",4,9,8,4,1,12,6,8,9,9
"53",9,4,5,2,3,4,11,5,10,3
"54",9,4,5,2,3,4,11,5,10,3
"55",8,4,5,2,3,4,11,5,10,3
"56",1,9,8,4,1,12,6,8,9,9
"57",8,11,4,8,11,8,3,11,3,10
"58",8,4,5,2,3,8,3,5,10,3
"59",9,4,5,2,3,4,11,5,10,3
"60",8,9,8,4,3,12,6,8,9,3
"61",9,4,5,2,3,4,11,5,10,3
"62",9,4,5,2,3,4,11,5,10,3
"63",4,4,5,2,3,4,11,5,10,3
"64",8,4,5,12,3,4,11,12,6,3
"65",9,4,5,2,3,4,11,5,10,3
"66",4,4,5,4,3,4,11,5,10,3
"67",9,4,5,2,3,4,11,5,10,3
"68",10,7,7,6,9,11,10,10,6,3
"69",9,4,5,2,3,4,11,5,10,3
"70",9,4,5,2,3,4,11,5,10,3
"71",4,4,5,12,3,4,11,12,6,3
"72",4,4,5,2,3,4,11,5,10,3
"73",9,4,5,2,3,4,11,5,10,3
"74",3,12,9,9,12,3,9,9,7,12
"75",12,4,5,12,3,4,11,12,6,3
"76",12,7,7,6,9,11,10,10,6,11
"77",9,4,5,2,3,4,11,5,10,3
"78",9,4,5,2,3,4,11,5,10,3
"79",12,12,3,12,6,11,5,12,6,4
"80",3,12,9,9,12,3,9,9,7,12
"81",8,12,9,4,12,3,9,8,9,12
"82",3,12,9,9,12,3,9,9,7,12
"83",2,12,11,12,7,3,5,12,7,12
"84",2,10,11,1,7,2,8,1,11,8
"85",12,4,5,12,6,4,5,12,6,3
"86",8,4,5,2,3,4,11,5,10,3
"87",9,4,5,12,3,4,11,12,10,3
"88",8,11,4,12,3,4,6,12,9,3
"89",8,4,8,4,3,4,11,5,9,3
"90",8,10,5,1,3,4,8,5,10,3
"91",2,10,11,1,7,2,8,1,11,8
"92",2,10,11,1,7,2,8,1,11,8
"93",9,4,5,2,3,4,11,5,10,9
"94",4,7,7,6,9,4,11,5,10,3
"95",4,4,5,2,3,4,11,5,10,3
"96",9,4,5,2,3,4,11,5,10,3
"97",2,10,11,1,7,2,8,1,11,8
"98",9,4,5,2,3,4,11,5,10,3
"99",4,10,11,1,7,2,8,1,11,8
"100",11,5,6,10,10,7,4,6,4,5
"101",2,10,11,1,7,2,8,1,11,8
"102",4,4,5,2,3,4,11,5,10,3
"103",2,10,11,1,7,2,8,1,11,8
"104",11,5,6,10,7,2,8,1,11,8
"105",9,4,5,2,3,4,11,5,10,3
"106",9,4,5,2,3,4,11,5,10,3
"107",12,10,11,12,7,3,5,12,11,12
"108",2,10,11,1,7,2,8,1,11,8
"109",2,10,11,1,7,2,8,1,11,8
"110",3,12,9,9,12,3,9,9,7,12
"111",11,5,6,10,10,7,4,6,4,5
"112",2,10,11,1,7,2,8,1,11,8
"113",2,10,11,1,7,2,8,1,11,8
"114",3,12,9,9,12,3,9,9,7,12
"115",2,10,11,1,7,2,8,1,11,8
"116",2,3,3,11,4,4,8,1,10,3
"117",2,10,11,1,7,2,8,1,11,8
"118",8,9,8,4,1,12,6,8,9,3
"119",2,10,11,1,7,2,8,1,11,8
"120",5,3,3,11,4,10,1,4,5,1
"121",11,5,12,12,6,3,5,12,7,12
"122",9,4,5,2,3,4,11,5,10,3
