"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,4,5,5,8,4,9,1,3,9
"2",4,4,5,5,8,4,9,1,3,9
"3",4,11,3,9,3,9,1,9,3,6
"4",2,3,8,1,3,9,1,9,3,6
"5",2,3,8,1,3,9,1,9,3,6
"6",11,11,3,9,10,11,2,2,9,7
"7",11,11,3,9,10,11,2,2,9,7
"8",2,3,8,1,3,9,1,9,3,6
"9",11,11,3,9,10,11,2,2,9,7
"10",2,3,8,1,3,9,1,9,3,6
"11",4,11,3,9,10,11,2,2,9,7
"12",11,11,3,9,10,11,2,2,9,7
"13",4,11,3,9,10,11,2,2,9,7
"14",11,11,3,9,10,11,2,2,9,7
"15",11,11,3,9,10,11,2,2,9,7
"16",4,4,5,1,3,9,1,1,3,9
"17",4,11,3,9,10,11,2,2,9,7
"18",11,11,3,9,10,11,2,2,9,7
"19",11,11,3,9,10,11,2,2,9,7
"20",2,7,11,2,4,2,10,11,6,4
"21",11,11,3,9,10,11,2,2,9,7
"22",11,11,3,9,10,11,2,2,9,7
"23",4,11,3,9,10,9,1,9,9,7
"24",11,11,3,9,10,11,2,2,9,7
"25",8,4,5,1,3,9,1,1,3,9
"26",11,11,3,9,10,11,2,2,9,7
"27",11,11,3,9,10,11,2,2,9,7
"28",11,11,3,9,10,11,2,2,9,7
"29",11,11,3,9,10,11,2,2,9,7
"30",4,7,11,2,4,2,10,11,6,4
"31",2,4,5,1,3,9,9,1,3,9
"32",2,3,8,1,3,9,1,9,3,6
"33",4,11,3,9,10,11,2,2,9,7
"34",4,3,8,1,3,9,1,9,3,6
"35",11,11,3,9,10,11,2,2,9,7
"36",11,11,3,9,10,11,2,2,9,7
"37",11,11,3,9,10,11,2,2,9,7
"38",2,3,8,1,3,9,1,9,3,6
"39",11,11,3,9,10,11,2,2,9,7
"40",2,4,8,5,8,4,9,9,3,6
"41",2,4,5,1,3,9,1,1,3,9
"42",4,3,8,1,3,9,1,9,3,6
"43",4,11,8,5,8,9,9,9,3,6
"44",4,11,3,9,10,11,2,2,9,7
"45",4,4,5,1,3,9,1,9,3,6
"46",11,11,3,9,10,11,2,2,9,7
"47",2,7,11,1,3,9,1,9,3,6
"48",4,4,5,1,8,4,1,1,3,9
