"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",12,12,9,2,11,5,6,12,5,7
"2",7,4,8,12,13,4,1,3,13,12
"3",7,8,1,8,7,9,6,3,1,12
"4",7,8,1,8,7,9,6,3,1,12
"5",13,13,4,5,6,2,2,8,8,2
"6",11,12,13,13,2,13,9,12,5,7
"7",7,8,1,8,7,9,6,3,1,12
"8",11,12,13,13,2,13,9,12,5,7
"9",3,13,4,5,6,2,2,8,8,2
"10",11,12,13,13,2,13,9,12,5,7
"11",7,8,1,8,7,9,6,3,1,12
"12",7,4,8,12,13,4,1,5,13,4
"13",7,8,1,8,7,9,6,3,1,12
"14",3,4,8,12,13,4,1,5,13,4
"15",7,8,1,8,7,9,6,3,1,12
"16",13,13,4,5,6,2,2,8,8,2
"17",11,3,11,10,11,5,6,12,5,7
"18",3,4,8,12,13,4,1,5,13,4
"19",13,13,4,5,6,2,2,8,8,2
"20",13,13,4,5,6,2,2,8,8,2
"21",3,13,4,5,6,2,2,8,8,2
"22",7,8,1,8,7,9,6,3,1,12
"23",3,4,8,12,13,4,1,5,13,4
"24",11,12,13,13,2,13,9,12,5,7
"25",7,8,1,8,7,9,6,3,1,12
"26",7,8,1,8,7,9,6,3,1,12
"27",7,8,1,8,7,9,6,3,1,12
"28",3,4,8,12,13,4,1,5,13,4
"29",11,12,13,13,2,13,9,12,5,7
"30",11,12,13,13,2,13,9,12,5,7
"31",7,8,1,8,7,9,6,3,1,12
"32",7,8,1,8,7,9,6,3,1,12
"33",7,8,1,8,7,9,6,3,1,12
"34",7,8,1,8,7,9,6,3,1,12
"35",7,8,1,8,7,9,6,3,1,12
"36",7,8,1,8,7,9,6,3,1,12
"37",7,8,1,8,7,9,6,3,1,12
"38",7,8,1,8,7,9,6,3,1,12
"39",3,13,4,5,6,2,2,8,8,2
"40",7,8,1,8,7,9,6,3,1,12
"41",7,8,1,8,7,9,6,3,1,12
"42",7,8,1,8,7,9,6,3,1,12
"43",7,8,1,8,7,9,6,3,1,12
"44",7,8,1,8,7,9,6,3,1,12
"45",7,8,1,8,7,9,6,3,1,12
"46",7,8,1,8,7,9,6,3,1,12
"47",7,8,8,8,7,4,6,3,1,12
"48",13,13,4,5,6,2,2,8,8,2
"49",11,12,13,13,2,13,9,12,5,7
"50",3,3,11,10,12,12,13,9,10,9
"51",3,13,4,5,6,2,2,8,8,2
"52",3,8,1,8,7,9,6,3,1,12
"53",7,3,11,10,12,4,13,3,10,9
"54",7,8,1,8,7,9,6,3,1,12
"55",13,13,4,5,6,2,2,8,8,2
"56",13,13,4,5,6,2,2,8,8,2
"57",7,8,1,8,7,9,6,3,1,12
"58",13,13,4,5,6,2,2,8,8,2
"59",13,13,4,5,6,2,2,8,8,2
"60",13,13,4,5,6,2,2,8,8,2
"61",13,13,4,5,6,2,2,8,8,2
"62",3,13,4,5,6,2,2,8,8,2
"63",3,13,4,5,6,2,2,8,8,2
"64",7,8,1,8,7,9,6,3,1,12
"65",8,8,1,8,7,9,6,3,1,12
"66",7,8,1,8,7,9,6,3,1,12
"67",3,13,4,5,6,2,2,3,1,12
"68",13,13,4,5,6,2,2,8,8,2
"69",11,6,2,7,3,3,4,13,11,13
"70",12,8,1,8,7,9,6,3,1,12
"71",3,13,8,12,13,4,1,5,13,2
"72",7,8,1,8,7,9,6,3,1,12
"73",11,12,13,13,2,13,9,12,5,7
"74",3,4,8,12,13,4,1,5,13,4
"75",3,8,1,8,7,9,6,3,1,12
"76",6,4,8,12,13,4,1,5,13,5
"77",7,8,1,8,7,9,6,3,1,12
"78",12,11,9,2,11,5,6,7,4,11
"79",3,8,1,8,7,9,6,3,1,12
"80",6,5,6,3,1,2,7,6,12,5
"81",11,12,13,13,2,13,9,12,5,7
"82",9,2,10,9,10,1,5,1,6,8
"83",7,8,1,8,7,9,6,3,1,12
"84",4,2,10,9,10,1,5,1,6,8
"85",9,2,10,9,10,1,5,4,9,6
"86",8,8,1,8,7,9,6,3,1,12
"87",7,8,1,8,7,9,1,3,1,12
"88",6,5,6,3,1,2,7,6,12,5
"89",11,12,13,13,2,13,9,12,5,7
"90",3,4,4,12,13,4,2,8,8,2
"91",9,2,10,9,10,1,5,1,6,8
"92",9,2,10,9,10,1,5,1,6,8
"93",7,8,1,8,7,9,6,3,1,12
"94",9,2,10,9,10,1,5,1,6,8
"95",9,6,3,7,3,6,8,3,1,12
"96",4,10,12,4,4,11,12,11,7,10
"97",9,2,10,9,10,1,5,1,6,8
"98",9,2,10,9,10,1,5,1,6,8
"99",9,2,10,9,10,1,5,1,6,8
"100",4,10,12,4,4,11,12,11,7,10
"101",11,12,13,13,2,13,9,12,5,7
"102",9,2,10,9,10,1,5,1,6,8
"103",8,3,11,9,10,1,5,1,6,8
"104",8,2,10,9,10,1,5,1,6,12
"105",9,2,3,9,10,1,5,1,6,8
