"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",6,16,8,5,11,10,13,6,12,19
"2",13,16,8,5,18,4,13,19,12,19
"3",10,18,16,17,11,10,14,12,4,9
"4",6,1,14,6,4,15,14,8,4,9
"5",6,1,14,6,4,15,14,8,4,17
"6",18,7,16,14,10,18,7,12,3,3
"7",18,7,16,14,10,18,7,12,3,3
"8",6,1,14,6,4,15,14,8,4,9
"9",18,7,16,14,10,18,7,12,3,3
"10",6,1,14,6,4,15,14,8,4,9
"11",10,18,16,17,11,10,8,6,3,3
"12",18,7,16,14,10,18,7,12,3,3
"13",10,18,16,17,10,18,7,12,3,3
"14",18,7,16,14,10,18,7,12,3,3
"15",18,7,16,14,10,18,7,12,3,3
"16",10,18,14,17,11,10,8,6,10,2
"17",10,18,16,17,10,18,7,12,3,3
"18",18,7,16,14,10,18,7,12,3,3
"19",18,7,16,14,10,18,7,12,3,3
"20",13,3,3,6,2,7,19,9,10,2
"21",18,7,16,14,10,18,7,12,3,3
"22",18,7,16,14,10,18,7,12,3,3
"23",10,18,14,17,11,10,8,6,4,9
"24",10,7,16,14,10,18,7,12,10,2
"25",4,14,10,4,6,10,8,6,2,9
"26",18,7,16,14,10,18,7,12,3,3
"27",18,7,16,14,10,18,7,10,19,3
"28",18,7,16,14,10,18,7,12,3,3
"29",18,7,16,14,10,18,7,12,3,3
"30",19,3,3,6,11,10,8,6,12,19
"31",6,1,14,6,11,10,8,8,14,4
"32",6,1,14,6,4,15,14,8,4,9
"33",10,18,16,17,10,18,7,12,3,3
"34",10,18,14,17,4,15,14,8,4,9
"35",18,7,16,14,10,18,7,12,3,3
"36",18,7,16,14,10,18,7,12,3,3
"37",18,7,16,14,10,18,7,12,3,3
"38",11,1,12,6,4,15,14,8,4,9
"39",18,7,16,14,10,18,7,12,3,3
"40",6,1,14,5,11,10,8,8,4,9
"41",6,1,14,6,11,10,8,6,4,9
"42",10,18,14,17,11,10,8,8,4,9
"43",10,18,14,17,11,10,8,6,4,9
"44",10,18,16,17,10,18,7,12,3,3
"45",10,18,14,17,11,10,8,6,4,9
"46",18,7,16,14,10,18,7,12,3,3
"47",6,3,14,6,17,15,14,8,4,9
"48",10,18,14,17,11,10,8,6,10,2
"49",10,18,16,17,11,10,8,12,3,3
"50",10,18,16,17,10,18,7,12,3,3
"51",10,18,14,17,11,10,8,6,4,9
"52",4,16,8,5,18,4,13,19,12,19
"53",6,1,14,6,4,15,14,8,4,9
"54",6,1,14,6,4,15,14,8,4,9
"55",6,1,14,6,11,10,8,8,4,9
"56",18,18,8,17,11,4,8,6,12,19
"57",10,18,16,17,10,18,7,12,3,3
"58",10,18,14,17,4,15,14,8,4,9
"59",6,1,14,6,4,15,14,8,4,9
"60",10,18,8,17,11,10,8,6,12,9
"61",6,1,14,6,4,15,14,8,5,16
"62",6,1,14,6,14,13,14,8,4,9
"63",6,1,14,6,4,10,8,8,4,9
"64",6,18,10,17,17,7,19,9,10,17
"65",6,1,14,6,4,15,14,8,4,9
"66",6,1,14,4,11,10,8,6,4,9
"67",6,1,14,6,4,15,14,8,4,9
"68",7,3,3,6,17,7,19,9,10,2
"69",6,1,14,6,4,15,14,8,4,9
"70",6,1,14,6,4,15,14,8,4,9
"71",13,14,10,4,6,19,3,14,2,10
"72",6,1,14,6,4,15,14,8,4,9
"73",11,1,12,6,17,7,19,9,10,2
"74",9,12,19,2,15,11,18,16,15,16
"75",14,14,10,4,6,19,3,14,2,10
"76",14,14,3,6,2,2,2,3,7,12
"77",6,1,14,6,4,15,14,8,4,9
"78",6,1,14,6,4,15,14,8,4,9
"79",2,12,10,4,6,19,3,14,2,17
"80",9,12,19,2,15,11,18,16,15,16
"81",10,12,19,2,15,11,18,16,15,16
"82",9,12,19,2,15,11,18,16,15,16
"83",11,8,5,19,19,3,6,19,17,18
"84",11,10,9,11,9,17,12,13,1,8
"85",14,14,10,4,6,19,3,14,2,10
"86",6,1,14,6,4,10,14,8,4,9
"87",11,17,5,15,17,7,19,9,10,2
"88",10,18,10,17,11,10,8,6,12,10
"89",4,18,8,5,11,10,8,6,12,9
"90",4,17,13,17,4,6,14,7,6,9
"91",11,10,9,11,9,17,12,13,1,8
"92",11,10,9,11,9,17,12,13,1,8
"93",6,1,14,6,4,15,14,8,4,9
"94",13,3,3,6,17,7,19,9,10,2
"95",6,1,14,6,4,15,14,8,4,9
"96",11,1,12,6,4,15,14,8,4,9
"97",12,17,9,11,16,17,12,13,1,8
"98",11,1,14,6,17,7,19,9,10,2
"99",4,10,9,11,9,6,12,13,1,8
"100",17,5,17,16,7,5,15,2,1,8
"101",11,10,9,11,9,17,12,13,1,8
"102",13,1,14,6,4,15,14,8,4,9
"103",11,10,9,11,9,17,12,13,1,17
"104",17,5,17,16,16,17,12,13,1,8
"105",11,1,14,6,17,7,19,9,10,2
"106",6,1,14,6,4,15,14,8,4,9
"107",14,8,5,19,19,3,6,19,17,18
"108",11,10,9,11,9,17,12,13,1,8
"109",11,10,9,11,9,17,12,13,1,8
"110",9,12,19,2,15,11,18,16,15,16
"111",17,5,17,16,7,5,15,2,13,7
"112",11,10,9,11,9,17,12,13,1,8
"113",12,10,9,15,16,17,12,13,1,8
"114",9,12,19,2,15,11,18,16,15,16
"115",11,10,9,11,9,17,12,13,1,8
"116",4,10,7,15,9,6,16,7,18,6
"117",11,10,9,11,9,17,12,13,1,8
"118",10,16,8,5,11,10,8,6,12,19
"119",11,10,9,11,9,17,12,13,1,8
"120",5,15,7,3,5,1,10,18,8,13
"121",17,8,5,19,19,3,6,19,17,18
"122",11,1,14,6,17,7,19,9,10,2
"123",2,8,5,19,19,3,6,19,17,18
"124",11,10,9,11,9,17,12,13,1,8
"125",11,10,9,11,9,17,12,13,1,8
"126",12,17,13,15,16,6,16,2,13,7
"127",4,17,13,15,14,6,12,13,1,8
"128",11,10,9,11,9,17,12,13,1,8
"129",11,10,9,11,9,17,12,13,1,8
"130",11,10,9,11,9,17,12,13,1,8
"131",9,12,19,2,15,11,18,16,15,16
"132",17,5,17,16,7,5,15,2,13,7
"133",13,3,14,6,4,15,14,8,4,9
"134",4,10,12,11,18,4,13,19,1,8
"135",6,1,14,15,11,10,8,6,12,9
"136",11,10,9,11,9,17,12,13,1,8
"137",2,9,6,8,6,19,3,14,2,10
"138",11,10,9,11,9,17,12,13,1,8
"139",11,10,9,11,9,17,12,13,1,8
"140",11,10,9,11,9,17,12,13,1,8
"141",9,12,19,2,15,11,18,16,15,16
"142",6,1,14,6,4,15,14,8,4,9
"143",11,10,9,11,9,17,12,13,1,8
"144",11,10,9,11,9,17,12,13,1,8
"145",11,10,9,11,9,17,12,13,1,8
"146",4,10,13,11,9,17,12,13,1,8
"147",11,10,9,11,9,17,12,13,1,8
"148",11,10,9,11,9,17,12,13,1,8
"149",11,10,9,11,9,17,12,13,1,17
"150",11,10,9,11,9,17,12,13,1,8
"151",11,10,9,11,9,17,12,13,1,8
"152",11,10,9,11,9,17,12,13,1,8
"153",11,10,9,11,9,17,12,13,18,17
"154",11,10,9,11,9,17,12,13,1,8
"155",11,10,9,11,9,17,12,13,1,8
"156",11,10,9,11,9,17,12,13,1,8
"157",9,8,5,19,19,3,6,19,17,18
"158",4,10,9,11,9,4,12,13,1,8
"159",11,10,9,11,9,17,12,13,1,8
"160",5,17,7,3,5,1,16,7,6,11
"161",11,10,9,11,9,17,12,13,1,8
"162",11,10,9,11,9,17,12,13,1,8
"163",12,10,9,11,16,17,12,13,1,8
"164",11,10,9,11,9,17,12,13,1,8
"165",4,17,13,15,9,6,16,7,6,11
"166",11,10,9,11,9,17,12,13,1,8
"167",11,10,9,11,9,17,12,13,1,8
"168",12,10,9,11,9,17,12,13,1,8
"169",11,10,9,11,9,17,12,13,1,17
"170",11,10,9,11,9,17,12,13,1,8
"171",6,8,5,19,19,3,6,19,17,18
"172",11,10,9,11,9,17,12,13,1,8
"173",11,10,9,11,9,17,12,13,1,8
"174",11,10,9,11,9,17,12,13,1,8
"175",6,1,12,6,4,15,14,8,4,9
"176",11,17,12,15,9,17,12,13,1,8
"177",11,10,9,11,9,17,12,13,1,8
"178",12,10,9,11,9,17,12,13,1,16
"179",4,1,10,6,4,15,14,8,4,9
"180",4,10,9,15,9,17,12,13,1,8
"181",11,10,9,11,9,17,12,13,1,8
"182",11,10,9,11,9,17,12,13,1,8
"183",11,10,9,11,9,17,12,13,1,8
"184",17,5,17,16,16,5,15,2,13,7
"185",11,10,9,11,9,17,12,13,1,8
"186",11,10,9,11,9,17,12,13,1,8
"187",11,10,9,11,9,17,12,13,1,8
"188",2,9,6,8,13,19,3,14,2,10
"189",12,17,9,15,9,17,12,13,1,8
"190",11,10,9,11,9,17,12,13,1,8
"191",12,10,9,11,16,17,12,13,1,8
"192",11,10,9,11,9,17,12,13,1,8
"193",9,12,19,2,15,11,18,16,15,16
"194",11,10,9,11,9,17,12,13,1,8
"195",17,5,17,16,16,5,15,2,13,7
"196",4,10,8,5,18,4,13,19,1,8
"197",11,10,9,11,9,17,12,13,1,8
"198",11,1,12,6,4,15,14,10,19,9
"199",17,5,17,16,16,5,15,2,13,7
"200",17,5,17,16,7,5,15,2,13,7
"201",11,10,9,11,9,17,12,13,1,8
"202",11,6,1,1,9,17,12,13,1,8
"203",11,10,9,11,9,17,12,13,1,8
"204",11,10,9,11,9,17,12,13,1,8
"205",12,17,9,11,16,17,12,13,1,8
"206",11,10,9,11,9,17,12,13,1,8
"207",19,16,8,5,11,4,8,6,12,19
"208",13,16,13,6,18,4,13,19,6,11
"209",6,16,8,5,11,10,8,6,12,9
"210",11,10,9,11,9,17,12,13,1,8
"211",11,6,1,1,3,8,4,11,9,1
"212",11,10,9,11,9,17,12,13,1,8
"213",11,1,12,6,4,15,14,10,19,9
"214",17,5,17,16,7,5,15,2,13,7
"215",4,3,3,6,2,2,2,3,7,12
"216",4,18,8,5,11,4,8,6,12,19
"217",11,10,9,11,9,17,12,13,1,8
"218",17,5,17,16,7,5,15,2,13,7
"219",11,10,9,11,9,17,12,13,1,8
"220",17,5,17,16,7,5,15,2,13,7
"221",19,3,3,6,2,2,2,3,7,12
"222",17,5,17,16,16,5,15,2,13,7
"223",5,17,13,15,9,6,16,7,6,11
"224",12,17,13,15,9,6,16,7,6,11
"225",12,17,9,11,9,17,12,13,1,8
"226",9,12,19,2,15,11,18,16,15,16
"227",12,17,13,15,16,17,12,13,1,8
"228",11,17,13,15,4,15,14,8,4,9
"229",5,10,9,11,9,17,12,13,19,8
"230",11,10,9,11,9,17,12,13,1,8
"231",12,17,13,15,16,4,13,15,6,11
"232",17,5,17,16,16,5,15,2,13,7
"233",12,5,17,16,16,5,15,2,13,8
"234",12,17,13,15,16,17,12,13,1,8
"235",11,10,9,3,5,6,16,13,8,11
"236",12,17,9,15,16,17,12,13,1,8
"237",12,8,5,19,19,3,6,19,17,18
"238",12,17,13,15,16,17,12,13,1,8
"239",11,1,12,6,4,15,14,8,4,9
"240",17,5,17,16,7,5,15,2,13,11
"241",17,5,17,16,16,17,12,13,1,8
"242",11,1,14,6,4,15,14,8,4,9
"243",9,12,19,2,15,11,18,16,15,16
"244",12,17,7,15,5,1,10,7,8,13
"245",12,17,13,15,16,6,16,7,6,16
"246",11,10,9,11,9,17,12,13,1,8
"247",17,5,17,16,7,5,15,2,13,7
"248",19,16,8,5,18,4,13,19,12,19
"249",7,4,11,10,14,13,9,5,14,4
"250",12,17,13,15,16,17,12,13,1,8
"251",11,10,9,11,9,17,12,13,1,8
"252",18,18,16,17,11,10,8,6,12,19
"253",17,5,17,16,7,5,15,2,13,7
"254",12,17,7,3,5,1,10,18,8,13
