"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",14,8,5,19,19,3,6,19,17,18
"2",6,16,8,5,11,10,8,10,19,9
"3",6,1,14,6,4,15,14,8,4,9
"4",11,1,14,6,4,15,14,8,4,9
"5",18,7,16,14,10,18,7,12,3,3
"6",9,12,19,2,15,11,18,16,15,16
"7",6,1,14,6,4,15,14,8,4,9
"8",2,12,19,2,15,11,18,16,15,15
"9",10,18,16,17,10,18,7,12,3,3
"10",9,12,19,2,15,11,18,16,15,16
"11",6,1,14,6,4,15,8,8,12,9
"12",4,16,8,5,11,10,8,6,12,19
"13",6,1,14,6,4,15,14,8,4,9
"14",10,18,8,17,11,10,8,6,12,19
"15",6,1,14,6,4,15,14,8,4,9
"16",18,7,16,17,10,18,7,12,3,3
"17",2,3,3,6,17,7,19,9,10,2
"18",19,16,8,5,11,10,8,6,12,19
"19",18,7,16,14,10,18,7,12,3,3
"20",18,7,16,14,10,18,7,12,3,3
"21",10,18,16,17,10,10,7,6,3,3
"22",6,1,14,6,4,15,14,8,4,9
"23",4,16,8,5,18,4,13,10,19,19
"24",9,12,19,2,15,11,18,16,15,16
"25",6,1,14,6,4,15,14,8,4,9
"26",6,1,14,6,4,15,14,8,4,9
"27",6,1,14,6,4,15,14,8,4,9
"28",19,16,8,5,11,10,8,6,12,19
"29",9,12,19,2,15,11,18,16,15,16
"30",9,12,19,2,15,11,18,16,15,16
"31",6,1,14,6,4,15,14,8,4,9
"32",6,1,14,6,4,15,14,8,4,9
"33",6,1,14,6,4,15,14,8,4,9
"34",6,1,14,6,4,15,14,8,4,9
"35",6,1,14,6,4,15,14,8,4,9
"36",6,1,14,6,17,7,19,9,10,2
"37",6,1,14,6,11,15,14,8,4,9
"38",6,1,14,6,4,15,14,8,4,9
"39",10,18,16,17,10,18,7,12,3,3
"40",6,1,14,6,4,15,14,8,4,9
"41",6,1,12,6,4,15,14,8,4,9
"42",6,1,14,6,4,15,14,8,4,9
"43",6,1,14,6,4,15,14,8,4,9
"44",6,1,14,6,4,15,14,8,4,9
"45",6,1,14,6,17,7,19,9,10,2
"46",6,1,14,6,4,10,8,8,4,9
"47",10,1,14,17,11,10,8,6,4,9
"48",18,7,16,14,10,18,7,12,3,3
"49",9,12,19,2,15,11,18,16,15,16
"50",10,18,3,17,2,2,2,3,7,3
"51",10,18,16,17,10,18,7,12,3,3
"52",10,18,14,17,4,15,14,8,4,9
"53",6,3,3,6,11,10,8,8,18,6
"54",6,1,14,6,4,15,14,8,4,9
"55",18,7,16,14,10,18,7,12,3,3
"56",10,7,16,14,10,18,7,12,3,3
"57",6,1,14,6,4,15,14,8,4,9
"58",18,7,16,14,10,18,7,12,3,3
"59",18,7,16,14,10,18,7,12,3,3
"60",18,7,16,14,10,18,7,12,3,3
"61",18,7,16,14,10,18,7,12,3,3
"62",10,18,16,17,10,18,7,12,3,3
"63",10,18,16,17,10,10,7,12,3,3
"64",6,1,14,6,4,15,14,8,4,9
"65",11,1,12,6,4,15,14,8,4,9
"66",11,1,14,6,17,7,19,9,10,2
"67",10,18,14,17,11,10,7,6,10,2
"68",18,7,16,14,10,18,7,12,3,3
"69",2,9,6,8,13,12,11,4,16,14
"70",14,1,14,6,4,7,19,9,4,9
"71",10,18,16,17,11,10,8,6,12,3
"72",6,1,14,6,4,15,14,8,4,9
"73",9,12,19,2,15,11,18,16,15,16
"74",10,18,8,17,11,10,8,6,12,19
"75",10,18,14,17,10,15,7,8,4,9
"76",19,16,8,5,18,8,8,7,9,1
"77",6,1,14,6,4,15,14,8,4,9
"78",14,14,10,4,6,19,3,14,2,10
"79",11,18,14,17,10,15,8,8,4,9
"80",8,2,18,12,8,8,4,11,9,1
"81",9,12,19,2,15,11,18,16,15,16
"82",11,10,9,11,9,17,12,13,1,8
"83",6,1,14,17,4,10,8,8,4,9
"84",12,17,13,15,16,17,12,13,1,8
"85",11,10,9,11,9,17,12,7,6,11
"86",11,17,13,15,4,15,14,8,6,9
"87",6,1,14,17,11,10,8,6,12,9
"88",8,2,18,12,8,8,4,11,9,1
"89",9,12,19,2,15,11,18,16,15,16
"90",10,18,16,17,11,10,8,12,3,17
"91",11,10,9,11,9,17,12,13,1,8
"92",11,10,9,11,9,17,12,13,1,8
"93",6,1,14,6,4,15,8,8,4,9
"94",12,17,13,15,16,17,12,13,1,8
"95",2,9,6,15,13,6,16,8,6,9
"96",17,5,17,16,7,5,15,2,13,7
"97",11,10,9,11,9,17,12,13,1,8
"98",11,10,9,11,9,17,12,13,1,8
"99",11,10,9,11,9,17,12,13,1,8
"100",17,5,17,16,7,5,15,2,13,7
"101",9,12,19,2,15,11,18,16,15,16
"102",11,10,9,11,9,17,12,13,1,8
"103",4,3,3,6,9,6,12,7,1,11
"104",4,10,9,6,9,17,12,13,1,9
"105",4,17,13,15,5,6,16,7,1,8
"106",9,12,19,2,15,11,18,16,15,16
"107",11,10,9,11,9,17,12,13,1,8
"108",11,10,9,11,9,17,12,13,1,8
"109",11,10,9,11,9,17,12,13,1,8
"110",12,17,13,15,16,6,12,13,1,8
"111",4,17,13,15,9,6,16,7,6,11
"112",4,17,7,15,5,6,16,7,6,11
"113",17,5,17,16,7,5,15,2,13,7
"114",11,10,9,11,9,17,12,13,1,8
"115",11,10,9,11,9,17,12,13,1,8
"116",11,10,9,11,9,17,12,13,1,8
"117",11,1,12,6,4,15,14,8,4,9
"118",11,10,9,11,9,17,12,13,1,8
"119",11,10,9,11,9,17,12,13,1,8
"120",11,10,9,11,9,17,12,13,1,8
"121",11,10,9,11,9,17,12,13,1,8
"122",11,10,9,11,9,17,12,13,1,8
