"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",9,6,14,14,2,2,9,6,5,13
"2",15,6,14,14,3,2,9,6,5,13
"3",10,9,9,6,9,9,14,4,3,7
"4",9,3,11,6,2,13,14,4,3,7
"5",9,3,11,6,2,13,14,4,3,7
"6",17,9,9,10,15,9,7,7,15,16
"7",17,9,9,10,15,9,7,7,15,16
"8",9,3,11,6,2,13,14,4,3,7
"9",17,9,9,10,15,9,7,7,15,16
"10",9,3,11,6,2,13,14,4,3,7
"11",11,9,9,10,9,9,7,7,3,7
"12",17,9,9,10,15,9,7,7,15,16
"13",11,9,9,10,9,9,7,7,15,16
"14",17,9,9,10,15,9,7,7,15,16
"15",17,9,9,10,15,9,7,7,15,16
"16",11,3,11,6,9,8,2,10,14,7
"17",11,9,9,10,15,9,7,7,15,16
"18",17,9,9,10,15,9,7,7,15,16
"19",17,9,9,10,15,9,7,7,15,16
"20",15,13,12,5,16,8,2,10,14,14
"21",17,9,9,10,15,9,7,7,15,16
"22",17,9,9,10,15,9,7,7,15,16
"23",11,9,9,6,9,13,14,4,3,7
"24",17,9,9,10,15,9,7,10,14,16
"25",12,4,16,13,6,12,3,15,7,7
"26",17,9,9,10,15,9,7,7,15,16
"27",17,9,9,10,15,9,7,7,15,17
"28",17,9,9,10,15,9,7,7,15,16
"29",17,9,9,10,15,9,7,7,15,16
"30",6,13,14,5,16,14,6,12,5,13
"31",9,3,11,6,2,13,14,6,5,10
"32",9,3,11,6,2,13,14,4,3,7
"33",11,9,9,10,9,9,7,7,15,16
"34",11,3,11,6,9,13,14,4,3,7
"35",17,9,9,10,15,9,7,7,15,16
"36",17,9,9,10,15,9,7,7,15,16
"37",17,9,9,10,15,9,7,7,15,16
"38",10,3,11,6,2,13,14,4,3,7
"39",17,9,9,10,15,9,7,7,15,16
"40",9,6,14,6,2,13,14,4,3,7
"41",9,3,11,6,2,13,14,4,5,7
"42",11,3,9,6,9,13,14,4,3,7
"43",11,9,14,6,9,13,14,4,3,13
"44",11,9,9,10,9,9,7,7,15,16
"45",11,6,14,6,9,13,14,4,3,7
"46",17,9,9,10,15,9,7,7,15,16
"47",9,13,12,6,2,13,14,4,3,7
"48",11,6,14,14,9,8,2,10,14,7
"49",11,9,9,10,9,9,7,7,3,16
"50",17,9,9,10,9,9,7,7,15,16
"51",11,3,11,6,9,13,14,4,3,7
"52",6,6,14,14,3,2,9,6,5,13
"53",9,3,11,6,2,13,14,4,3,7
"54",9,3,11,6,2,13,14,4,3,7
"55",9,3,11,6,2,13,14,4,3,7
"56",17,6,14,14,9,2,9,6,5,13
"57",11,9,9,10,9,9,7,7,15,16
"58",11,3,11,6,9,9,7,4,3,7
"59",9,3,11,6,2,13,14,4,3,7
"60",11,6,14,14,9,2,9,6,5,13
"61",9,3,11,6,2,13,14,4,3,7
"62",9,3,11,6,12,13,14,3,3,7
"63",9,3,11,6,2,13,14,4,3,7
"64",12,4,16,13,9,8,2,10,14,4
"65",9,3,11,6,2,13,14,4,3,7
"66",9,3,11,6,2,2,9,6,5,7
"67",9,3,11,6,2,13,14,4,3,7
"68",3,13,12,5,16,8,2,10,14,7
"69",9,3,11,6,2,13,14,4,3,7
"70",9,3,11,6,2,13,14,4,3,7
"71",12,4,16,13,6,12,3,15,7,4
"72",9,3,11,6,2,13,14,4,3,7
"73",10,3,12,6,2,8,2,10,14,7
"74",17,11,5,2,17,17,16,9,11,15
"75",12,4,16,13,6,12,3,15,7,4
"76",12,4,12,5,16,14,6,12,12,14
"77",9,3,11,6,2,13,14,4,3,7
"78",9,3,11,6,2,13,14,4,3,7
"79",15,11,16,13,6,12,3,15,7,4
"80",17,11,5,2,17,17,16,9,11,15
