"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",5,16,13,4,12,9,16,16,16,7
"2",11,10,15,3,14,1,14,3,13,12
"3",2,1,11,14,9,2,12,6,3,12
"4",2,1,11,14,9,2,12,6,3,12
"5",9,9,7,5,6,14,9,2,8,16
"6",10,15,16,16,16,12,15,14,15,14
"7",2,1,11,14,9,2,12,6,3,12
"8",10,15,16,16,16,12,15,14,15,14
"9",1,9,7,5,6,14,9,2,8,16
"10",10,15,16,16,16,12,15,14,15,14
"11",2,1,11,14,9,2,14,6,3,12
"12",11,10,15,3,14,1,14,3,13,5
"13",2,1,11,14,9,2,12,6,3,12
"14",1,10,15,3,14,1,14,3,13,5
"15",2,1,11,14,9,2,12,6,3,12
"16",9,9,7,5,6,14,9,2,8,16
"17",10,6,14,15,3,7,10,13,2,12
"18",11,10,15,3,14,1,14,3,13,5
"19",9,9,7,5,6,14,9,2,8,16
"20",9,9,7,5,6,14,9,2,8,16
"21",1,9,7,5,6,14,9,2,8,16
"22",2,1,11,14,9,2,12,6,3,12
"23",11,10,15,3,14,1,14,3,13,5
"24",10,15,16,16,16,12,15,14,15,14
"25",2,1,11,14,9,2,12,6,3,12
"26",2,1,11,14,9,2,12,6,3,12
"27",2,1,11,14,9,2,12,6,3,12
"28",11,10,15,3,14,1,14,3,13,5
"29",10,15,16,16,16,12,15,14,15,14
"30",10,15,16,16,16,12,15,14,15,14
"31",2,1,11,14,9,2,12,6,3,12
"32",2,1,11,14,9,2,12,6,3,12
"33",2,1,11,14,9,2,12,6,3,12
"34",2,1,11,14,9,2,12,6,3,12
"35",2,1,11,14,9,2,12,6,3,12
"36",2,1,11,14,9,2,12,6,3,12
"37",2,1,11,14,9,2,12,6,3,12
"38",2,1,11,14,9,2,12,6,3,12
"39",1,9,7,5,6,14,9,2,8,16
"40",2,1,11,14,9,2,12,6,3,12
"41",2,1,11,14,9,2,12,6,3,12
"42",2,1,11,14,9,2,12,6,3,12
"43",2,1,11,14,9,2,12,6,3,12
"44",2,1,14,14,9,2,12,6,3,12
"45",2,1,11,14,9,2,12,6,3,12
"46",2,1,11,14,9,2,12,6,3,12
"47",2,1,15,14,9,2,12,6,3,12
"48",9,9,7,5,6,14,9,2,8,16
"49",10,15,16,16,16,12,15,14,15,14
"50",1,6,14,15,3,7,9,4,11,16
"51",1,9,7,5,6,14,9,2,8,16
