"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",8,10,11,7,3,1,11,2,5,10
"2",3,10,11,7,3,1,11,2,5,10
"3",10,5,3,13,13,12,8,10,14,14
"4",4,2,9,4,4,9,10,7,9,1
"5",8,10,11,7,3,1,11,2,5,10
"6",4,2,9,4,4,9,10,7,9,1
"7",4,2,9,4,4,9,10,7,9,1
"8",8,10,11,7,3,1,11,2,5,10
"9",14,10,11,7,3,1,11,2,5,10
"10",8,10,11,7,3,1,11,2,5,10
"11",8,10,11,7,3,1,11,2,5,10
"12",3,10,11,7,3,1,11,2,5,10
"13",8,10,11,7,3,1,11,2,5,10
"14",8,10,11,7,3,1,11,2,5,10
"15",8,10,11,7,3,1,11,2,5,10
"16",8,10,11,7,3,1,11,2,5,10
"17",8,10,11,7,3,1,11,2,5,10
"18",8,10,11,7,3,1,11,2,5,10
"19",5,7,8,11,7,7,9,1,3,2
"20",8,10,11,7,3,1,11,2,5,10
"21",8,10,11,7,3,1,11,2,5,3
"22",4,2,9,4,4,9,10,7,9,1
"23",11,10,11,7,3,1,11,2,5,10
"24",8,10,11,7,3,1,11,2,5,10
"25",3,11,6,10,13,10,7,8,4,10
"26",5,7,8,11,7,7,9,1,3,2
"27",8,10,11,7,3,1,11,2,5,10
"28",2,13,5,6,14,14,13,14,13,13
"29",8,11,11,10,3,10,7,8,4,3
"30",4,2,9,4,4,9,10,7,9,1
"31",8,10,11,7,3,1,11,2,5,10
"32",11,10,11,7,3,1,11,2,5,10
"33",2,13,5,6,14,14,13,14,13,13
"34",5,7,8,11,7,7,9,1,3,2
"35",8,10,11,7,3,1,11,2,5,10
"36",5,7,8,11,7,7,9,1,3,2
"37",5,7,8,11,7,7,9,1,3,2
"38",5,7,8,11,7,7,9,1,3,2
"39",11,10,11,7,3,1,11,2,5,10
"40",8,10,11,7,3,1,11,2,5,10
"41",11,10,11,7,3,1,11,2,5,10
"42",5,7,8,11,7,7,9,1,3,2
"43",5,7,8,11,7,7,9,1,3,2
"44",2,13,5,6,14,14,13,14,13,13
"45",5,7,5,11,7,14,13,1,3,2
"46",2,13,5,6,14,14,13,14,13,13
"47",5,7,8,11,7,7,9,1,3,2
"48",5,7,8,11,7,7,9,1,3,2
"49",5,7,8,11,7,7,9,1,3,2
"50",11,10,11,7,3,1,11,2,5,10
"51",11,10,11,7,3,1,11,2,5,10
"52",5,7,8,11,7,7,9,1,3,2
"53",2,13,5,6,14,14,13,14,13,13
"54",11,10,11,7,3,1,11,2,5,10
"55",11,7,8,11,7,7,9,1,3,2
"56",5,7,8,11,7,7,9,1,3,2
"57",5,7,8,11,7,7,9,1,3,2
"58",5,7,8,11,7,7,9,1,3,2
"59",5,7,8,11,7,7,9,1,3,2
"60",2,13,5,6,14,14,13,14,13,13
"61",5,7,8,11,7,7,9,1,3,2
"62",5,7,8,11,7,7,9,1,3,2
"63",5,7,8,11,7,7,9,1,3,2
"64",11,10,11,7,3,1,11,2,5,10
"65",5,7,8,11,7,7,9,1,3,2
"66",11,7,8,11,7,7,9,1,3,2
"67",5,7,8,11,7,7,9,1,3,2
"68",5,7,8,11,7,7,9,1,3,2
