"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",12,17,17,17,14,17,17,17,17,3
"2",9,6,14,6,3,13,9,6,5,17
"3",9,3,11,6,2,13,14,4,3,7
"4",9,3,11,6,2,13,14,4,3,7
"5",17,9,9,10,15,9,7,7,15,16
"6",17,11,5,2,17,17,16,9,11,15
"7",9,3,11,6,2,13,14,4,3,7
"8",16,11,5,2,17,17,16,9,11,15
"9",11,9,9,10,9,9,7,7,15,16
"10",17,11,5,2,17,17,16,9,11,15
"11",9,3,11,6,2,13,14,4,3,7
"12",11,6,14,14,3,2,9,6,5,13
"13",9,3,11,6,2,13,14,4,3,7
"14",11,6,14,14,9,2,9,6,5,13
"15",9,3,11,6,2,13,14,4,3,7
"16",17,9,9,10,9,9,7,7,15,16
"17",15,13,12,5,16,8,2,10,14,4
"18",11,6,14,14,3,2,9,6,5,13
"19",17,9,9,10,15,9,7,7,15,16
"20",17,9,9,10,15,9,7,7,15,16
"21",11,9,9,10,9,9,7,7,15,16
"22",9,3,11,6,2,13,14,4,3,7
"23",11,6,14,14,3,2,9,6,5,17
"24",17,11,5,2,17,17,16,9,11,15
"25",9,3,11,6,2,13,14,4,3,7
"26",9,3,11,6,2,13,14,4,3,7
"27",9,3,11,6,2,13,14,4,3,7
"28",11,6,14,14,3,2,9,6,5,13
"29",17,11,5,2,17,17,16,9,11,15
"30",17,11,5,2,17,17,16,9,11,15
"31",9,3,11,6,2,13,14,4,3,7
"32",9,3,11,6,2,13,14,4,3,7
"33",9,3,11,6,2,13,14,4,3,7
"34",9,3,11,6,2,13,14,4,3,7
"35",9,3,11,6,2,13,14,4,3,7
"36",9,3,11,6,2,8,2,10,14,7
"37",9,3,11,6,2,13,14,4,3,7
"38",9,3,11,6,2,13,14,4,3,7
"39",11,9,9,10,9,9,7,7,15,16
"40",9,3,11,6,2,13,14,4,3,7
"41",9,3,11,6,2,13,14,4,3,7
"42",9,3,11,6,2,13,14,4,3,7
"43",9,3,11,6,2,13,14,4,3,7
"44",9,3,11,6,2,13,14,4,3,7
"45",9,3,11,6,9,8,2,10,14,7
"46",9,3,11,6,2,13,14,4,3,7
"47",9,3,14,6,2,13,14,4,3,7
"48",17,9,9,10,15,9,7,7,15,16
"49",17,11,5,2,17,17,16,9,11,15
"50",11,13,12,5,9,14,6,12,12,16
"51",11,9,9,10,9,9,7,7,15,16
"52",11,3,11,6,9,13,14,4,3,7
"53",9,13,11,5,9,13,9,4,5,7
"54",9,3,11,6,2,13,14,4,3,7
"55",17,9,9,10,15,9,7,7,15,16
"56",17,9,9,10,15,9,7,7,15,16
"57",9,3,11,6,2,13,14,4,3,7
"58",17,9,9,10,15,9,7,7,15,16
"59",17,9,9,10,15,9,7,7,15,16
"60",17,9,9,10,15,9,7,7,15,16
"61",17,9,9,10,15,9,7,7,15,16
"62",11,9,9,10,9,9,7,7,15,16
"63",11,9,9,10,9,9,7,7,15,16
"64",9,3,11,6,2,13,14,4,3,7
"65",10,3,11,6,2,13,14,4,3,7
"66",9,3,11,6,2,8,2,10,14,7
"67",11,9,9,6,9,9,7,7,14,7
"68",17,9,9,10,15,9,7,7,15,16
"69",15,8,15,8,4,5,12,8,4,8
"70",12,3,11,13,2,8,2,15,3,7
"71",11,9,9,14,9,2,9,6,5,13
"72",9,3,11,6,2,13,14,4,3,7
