"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",9,4,5,2,3,4,11,5,10,3
"2",8,4,5,2,3,4,11,5,10,3
"3",12,4,5,12,3,4,5,12,6,3
"4",1,11,4,8,11,8,3,11,3,10
"5",9,4,5,2,3,4,11,5,10,3
"6",1,11,4,8,11,8,3,11,3,10
"7",1,11,4,8,11,8,3,11,3,10
"8",9,4,5,2,3,4,11,5,10,3
"9",11,4,5,2,3,4,11,4,10,3
"10",9,4,5,2,3,4,11,5,10,3
"11",9,4,5,2,3,4,11,5,10,3
"12",8,4,5,2,3,4,11,5,10,3
"13",9,4,5,2,3,4,11,5,10,3
"14",4,4,5,2,3,4,11,5,10,3
"15",9,4,5,2,3,4,11,5,10,3
"16",9,4,5,2,3,4,11,5,10,3
"17",9,4,5,2,3,4,11,5,10,3
"18",9,4,5,2,3,4,11,5,10,3
"19",2,10,11,1,7,2,8,1,11,8
"20",9,4,5,2,3,3,11,5,10,3
"21",9,4,8,2,3,4,11,5,10,9
"22",1,11,4,8,11,8,3,11,3,10
"23",9,4,5,2,3,4,11,5,10,3
"24",9,4,5,2,3,4,11,5,10,3
"25",8,9,8,4,1,12,6,8,9,9
"26",2,10,11,1,7,2,8,1,11,8
"27",9,4,5,2,3,4,11,5,10,3
"28",3,12,9,9,12,3,9,9,7,12
"29",4,9,8,4,1,12,6,8,9,9
"30",1,11,4,8,11,8,3,11,3,10
"31",9,4,5,2,3,4,11,5,10,3
"32",9,4,5,2,3,4,11,5,10,3
"33",3,12,9,9,12,3,9,9,7,12
"34",2,10,11,1,7,2,8,1,11,8
"35",9,4,5,2,3,4,11,5,10,3
"36",2,10,11,1,7,2,8,1,11,8
"37",2,10,11,1,7,2,8,1,11,8
"38",2,10,11,1,7,2,8,1,11,8
"39",9,4,5,2,3,4,11,5,10,3
"40",9,4,5,2,3,4,11,5,10,3
"41",9,4,5,2,3,4,11,5,10,3
"42",2,10,11,1,7,2,8,1,11,8
"43",2,10,11,1,7,2,8,1,11,8
"44",3,12,9,9,12,3,9,9,7,12
"45",2,10,9,1,7,3,5,1,11,12
"46",3,12,9,9,12,3,9,9,7,12
"47",2,10,11,1,7,2,8,1,11,8
"48",2,10,11,1,7,2,8,1,11,8
"49",2,10,11,1,7,2,8,1,11,8
"50",9,4,5,2,3,4,11,5,10,3
"51",9,4,5,2,3,4,11,5,10,3
"52",2,10,11,1,7,2,8,1,11,8
"53",3,12,9,9,12,3,9,9,7,12
"54",9,4,5,2,3,4,11,5,10,3
"55",9,4,5,1,7,4,8,1,10,3
"56",2,10,11,1,7,2,8,1,11,8
"57",2,10,11,1,7,2,8,1,11,8
"58",2,10,11,1,7,2,8,1,11,8
"59",2,10,11,1,7,2,8,1,11,8
"60",3,12,9,9,12,3,9,9,7,12
"61",2,10,11,1,7,2,8,1,11,8
"62",2,10,11,1,7,2,8,1,11,8
"63",2,10,11,4,7,2,8,1,11,8
"64",9,4,5,2,3,4,11,5,10,3
"65",2,10,11,1,7,2,8,1,11,8
"66",5,10,11,1,7,3,8,1,11,12
"67",2,10,11,1,7,2,8,1,11,8
"68",2,10,11,1,7,2,8,1,11,8
"69",2,10,11,1,7,2,8,1,11,8
"70",2,10,4,1,7,2,8,1,3,8
"71",2,10,11,1,7,2,8,1,11,8
"72",9,4,5,2,3,4,11,5,10,3
"73",9,4,5,2,3,4,11,5,10,3
"74",2,10,11,1,7,2,8,1,11,8
"75",2,10,11,1,7,2,8,1,11,8
"76",9,4,5,2,3,4,11,5,10,3
"77",2,9,8,4,1,12,8,8,11,9
"78",2,10,11,1,7,2,8,1,11,8
"79",11,5,11,10,10,2,8,1,4,8
"80",2,10,11,1,7,2,8,1,11,8
"81",5,10,11,1,7,2,8,1,11,8
"82",9,4,5,2,3,4,11,5,10,3
"83",2,10,11,1,7,2,8,1,11,8
"84",5,10,11,1,4,2,8,1,11,8
"85",2,10,11,1,7,2,8,1,11,8
"86",2,10,11,1,7,2,8,1,11,8
"87",2,10,11,1,7,2,8,1,11,8
"88",2,10,11,1,7,2,8,1,11,8
"89",2,7,7,6,7,2,8,1,11,8
"90",4,7,7,6,9,11,10,10,6,11
"91",11,5,6,10,10,7,4,6,4,5
"92",2,10,11,1,7,2,8,1,11,8
"93",2,10,11,1,7,2,8,1,11,8
"94",2,10,11,1,7,2,8,1,11,8
"95",2,10,11,1,7,2,8,1,11,12
"96",2,10,11,1,7,2,8,1,11,8
"97",2,10,11,1,7,2,8,1,11,8
"98",3,12,9,9,12,3,9,9,7,12
"99",3,12,9,12,12,3,5,12,7,12
"100",3,12,9,12,6,3,5,12,7,12
"101",9,4,5,2,3,4,11,5,10,3
"102",2,10,11,1,7,2,8,1,11,8
"103",2,10,11,1,1,2,8,1,11,8
"104",5,10,11,1,7,2,8,1,11,8
"105",2,10,11,1,7,2,8,1,11,8
"106",2,10,11,1,7,2,8,1,11,8
"107",2,10,11,1,7,2,8,1,11,8
"108",2,10,11,1,7,2,8,1,11,8
"109",2,10,11,1,7,2,8,1,11,8
"110",11,5,6,10,10,7,4,6,4,5
"111",2,10,11,1,7,2,8,1,11,8
"112",2,5,11,1,7,2,8,1,11,8
"113",2,10,11,1,7,2,8,1,11,8
"114",5,10,11,1,7,2,8,1,11,8
"115",2,10,11,1,7,2,8,1,11,8
"116",2,10,11,1,7,2,8,1,11,8
"117",2,10,11,1,7,2,8,1,11,8
"118",2,10,11,1,7,2,8,1,11,8
"119",8,11,4,8,11,8,3,11,3,3
"120",2,10,11,1,7,2,8,1,11,8
"121",12,1,12,12,6,11,5,12,6,4
"122",5,10,11,11,4,10,1,4,5,8
"123",5,3,6,1,7,2,1,1,5,1
"124",2,10,11,1,7,2,8,1,11,8
"125",2,10,11,1,7,2,8,1,11,8
"126",2,10,11,1,7,2,8,1,11,8
"127",2,10,11,1,7,2,8,1,11,8
"128",8,9,8,4,1,12,6,8,9,9
"129",2,10,11,1,7,2,8,1,11,8
"130",2,10,11,1,7,2,8,1,11,8
"131",12,1,12,12,6,11,5,12,6,4
"132",2,10,11,1,7,2,8,1,11,8
"133",7,2,10,7,2,1,2,7,1,6
"134",9,4,5,2,3,4,11,5,10,3
"135",2,10,11,1,7,2,8,1,11,8
"136",5,3,3,11,4,10,1,4,5,1
"137",2,10,11,1,7,2,8,1,11,8
"138",2,10,11,1,7,2,8,1,11,8
"139",10,6,10,3,5,6,12,2,8,2
"140",2,10,11,1,7,2,8,1,11,8
"141",2,10,11,1,7,2,8,1,11,8
"142",2,10,11,1,7,2,8,1,11,8
"143",3,1,12,9,6,11,5,9,7,4
"144",2,10,11,1,7,2,8,1,11,8
"145",6,8,11,1,7,2,8,1,2,8
"146",1,9,4,8,11,8,3,8,3,10
"147",2,10,11,1,7,2,8,1,11,8
"148",5,10,11,1,7,2,8,1,11,8
"149",3,12,11,12,7,3,5,12,11,12
"150",5,3,3,11,4,10,1,4,5,1
"151",2,10,11,1,7,2,8,1,11,8
"152",11,5,6,10,10,7,4,6,4,5
"153",2,10,11,1,7,2,8,1,11,8
"154",2,10,11,1,7,2,8,1,11,8
"155",5,3,3,11,4,10,1,4,5,1
"156",11,5,6,10,10,7,4,6,4,5
"157",2,10,11,1,7,2,8,1,11,8
"158",2,10,11,1,7,2,8,1,11,8
"159",11,5,6,10,4,7,4,4,5,5
"160",2,10,11,1,7,2,8,1,11,8
"161",2,10,11,1,7,2,8,1,11,8
"162",5,8,11,1,7,5,7,3,2,7
"163",2,10,11,1,7,2,8,1,11,8
"164",2,10,11,1,7,2,8,1,11,8
"165",9,4,5,2,3,4,11,5,10,3
"166",5,10,11,1,7,2,8,1,11,8
"167",5,8,10,11,8,10,7,3,5,7
"168",5,10,11,1,7,2,8,1,11,8
"169",12,4,5,12,3,4,11,12,6,3
"170",2,10,11,1,7,2,8,1,11,8
"171",11,1,12,9,6,11,5,9,7,4
"172",10,6,10,3,5,6,12,2,8,2
"173",10,6,10,3,5,6,12,2,8,2
"174",2,10,11,1,7,2,8,1,11,8
"175",11,5,6,10,10,7,4,6,4,5
"176",5,3,3,11,4,10,1,4,5,1
"177",2,10,11,1,7,2,8,1,11,8
"178",2,10,11,1,7,2,8,1,11,8
"179",2,10,11,1,7,2,8,1,11,8
"180",2,10,11,1,7,2,8,1,11,8
"181",5,3,3,11,4,10,1,4,5,1
"182",3,1,12,9,6,11,5,9,7,4
"183",1,11,4,8,11,8,3,11,3,10
"184",5,10,11,1,7,2,8,1,11,8
"185",8,9,8,4,3,4,6,5,9,3
"186",2,10,11,1,7,2,8,1,11,8
"187",12,1,12,12,6,11,5,12,7,4
"188",2,10,11,1,7,2,8,1,11,8
"189",5,8,2,5,8,5,7,3,2,7
"190",2,10,11,1,7,2,8,1,11,8
"191",11,5,6,10,10,7,4,6,4,5
"192",5,4,5,11,3,4,1,4,10,1
"193",12,1,12,12,6,11,5,12,6,4
"194",2,10,11,1,7,2,8,1,11,8
"195",11,5,6,10,10,2,8,1,4,7
"196",2,10,11,1,7,2,8,1,11,8
"197",2,10,11,1,7,2,8,1,11,8
"198",11,5,6,10,10,7,1,4,5,1
"199",5,9,8,4,1,12,1,8,9,9
"200",2,10,11,1,7,2,8,1,11,8
"201",12,1,12,12,6,11,5,12,6,4
"202",2,10,11,1,7,2,8,4,5,1
"203",5,10,11,1,4,2,8,4,5,8
"204",5,8,2,1,7,6,8,1,2,7
"205",10,6,10,3,5,6,12,2,8,2
