"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,7,4,13,1,12,9,4,12,14
"2",13,7,4,13,15,19,20,13,12,14
"3",17,19,2,10,1,12,9,1,11,4
"4",15,9,11,9,1,5,2,1,11,4
"5",15,9,11,9,1,5,2,1,11,12
"6",20,18,2,14,2,7,19,8,10,10
"7",20,18,2,14,2,7,19,8,10,10
"8",15,9,11,9,1,5,2,1,11,4
"9",20,18,2,14,2,7,19,8,10,10
"10",15,9,11,9,1,5,2,1,11,4
"11",17,19,2,10,2,12,9,4,10,10
"12",20,18,2,14,2,7,19,8,10,10
"13",17,19,2,10,2,7,19,8,10,10
"14",20,18,2,14,2,7,19,8,10,10
"15",20,18,2,14,2,7,19,8,10,10
"16",17,19,11,10,17,12,9,4,5,7
"17",17,19,2,10,2,7,19,8,10,10
"18",20,18,2,14,2,7,19,8,10,10
"19",20,18,2,14,2,7,19,8,10,10
"20",13,3,9,8,20,8,13,3,5,7
"21",20,18,2,14,2,7,19,8,10,10
"22",20,18,2,14,2,7,19,8,10,10
"23",17,19,2,10,17,12,9,1,11,4
"24",17,18,2,14,2,7,19,8,5,7
"25",18,1,16,15,5,3,9,4,16,14
"26",20,18,2,14,2,7,19,8,10,10
"27",20,18,2,14,2,7,19,19,20,9
"28",20,18,2,14,2,7,19,8,10,10
"29",20,18,2,14,2,7,19,8,10,10
"30",3,3,4,8,17,12,9,12,2,14
"31",13,9,11,4,17,5,9,1,12,13
"32",15,9,11,9,1,5,2,1,11,4
"33",17,19,2,10,2,7,19,8,10,10
"34",17,19,11,10,1,5,2,1,11,4
"35",20,18,2,14,2,7,19,8,10,10
"36",20,18,2,14,2,7,19,8,10,10
"37",20,18,2,14,2,7,19,8,10,10
"38",9,9,11,9,1,5,2,1,11,4
"39",20,18,2,14,2,7,19,8,10,10
"40",15,9,11,9,17,12,9,1,11,4
"41",15,9,11,9,17,12,9,4,11,4
"42",17,19,11,10,17,12,9,1,11,4
"43",17,19,11,10,17,12,9,4,11,4
"44",17,19,2,10,2,7,19,8,10,10
"45",17,19,11,10,17,12,9,1,11,4
"46",20,18,2,14,2,7,19,8,10,10
"47",15,3,11,8,7,5,2,1,11,4
"48",17,19,11,10,17,12,9,4,5,7
"49",17,19,2,10,17,12,9,8,10,10
"50",20,19,2,10,2,7,19,8,10,10
"51",17,19,11,10,17,12,9,4,11,4
"52",3,7,4,13,15,19,20,13,12,14
"53",15,9,11,9,1,5,2,1,11,4
"54",15,9,11,9,1,5,2,1,11,4
"55",15,9,11,9,17,12,9,1,11,4
"56",20,19,4,10,2,12,9,4,12,14
"57",17,19,2,10,2,7,9,8,10,10
"58",17,19,11,10,1,5,9,1,11,4
"59",15,9,11,9,1,5,2,1,11,4
"60",17,19,4,10,17,12,9,4,12,14
"61",15,9,11,9,1,5,2,1,13,19
"62",15,9,11,9,1,5,2,1,11,4
"63",15,9,11,9,1,5,9,1,11,4
"64",15,19,16,18,7,8,13,3,5,12
"65",15,9,11,9,1,5,2,1,11,4
"66",13,9,11,9,17,12,9,4,11,4
"67",15,9,11,9,1,5,2,1,11,4
"68",6,3,9,18,7,8,13,3,5,7
"69",15,9,11,9,1,5,2,1,11,4
"70",15,9,11,9,1,5,2,1,11,4
"71",13,1,16,15,5,3,6,1,16,3
"72",15,9,11,9,1,5,2,1,11,4
"73",9,9,11,18,7,8,13,3,5,7
"74",19,17,20,19,19,20,18,14,9,11
"75",18,1,16,15,5,3,6,4,16,3
"76",18,1,16,8,20,10,11,12,2,2
"77",15,9,11,9,1,5,2,1,11,4
"78",15,9,11,9,1,5,2,1,11,4
"79",10,1,16,15,5,3,6,4,16,12
"80",19,17,20,19,19,20,18,14,9,11
"81",17,17,20,19,19,20,18,14,9,11
"82",19,17,20,19,19,20,18,14,9,11
"83",11,12,19,20,12,16,8,20,19,18
"84",14,8,10,11,8,11,5,5,3,17
"85",18,1,16,15,5,3,6,4,16,3
"86",15,9,11,9,1,5,9,1,11,4
"87",9,4,3,18,7,8,13,3,5,7
"88",17,19,16,10,5,12,9,4,12,14
"89",3,19,4,10,17,12,9,4,11,14
"90",11,4,3,2,13,14,14,11,6,5
"91",14,8,10,11,8,11,5,5,3,17
"92",14,8,10,11,8,11,5,5,3,17
"93",15,9,11,9,1,5,2,1,11,4
"94",15,3,9,18,7,8,13,3,5,7
"95",15,9,11,9,1,5,2,1,11,4
"96",15,9,11,9,1,5,2,1,11,4
"97",12,15,14,11,8,11,5,5,3,17
"98",9,9,11,18,7,8,13,3,5,7
"99",11,4,3,2,8,14,5,5,3,17
"100",1,15,14,1,10,17,10,18,15,8
"101",14,8,10,11,8,11,5,5,3,17
"102",13,9,11,9,1,5,2,1,11,4
"103",14,8,10,11,8,11,5,5,3,12
"104",1,15,14,1,10,17,5,5,3,17
"105",9,9,11,18,7,8,13,3,5,7
"106",15,9,11,9,1,5,2,1,11,4
"107",11,12,19,20,12,16,8,20,19,18
"108",14,8,10,11,8,11,5,5,3,17
"109",14,8,10,11,8,11,5,5,3,17
"110",19,17,20,19,19,20,18,14,9,11
"111",1,16,15,1,10,17,10,18,15,8
"112",11,8,10,11,8,11,5,5,3,17
"113",12,8,10,11,8,11,5,5,3,17
"114",19,17,20,19,19,20,18,14,9,11
"115",14,8,10,11,8,11,5,5,3,17
"116",11,4,3,2,13,14,5,11,18,20
"117",14,8,10,11,8,11,5,5,3,17
"118",17,7,4,13,17,12,9,4,12,14
"119",14,8,10,11,8,11,5,5,3,17
"120",8,17,13,7,3,4,17,2,14,16
"121",1,12,19,20,12,16,8,20,19,18
"122",9,9,11,18,7,8,13,3,5,7
"123",10,12,19,20,12,16,8,20,19,18
"124",14,8,10,11,8,11,5,5,3,17
"125",14,8,10,11,8,11,5,5,3,17
"126",12,4,14,1,13,14,10,18,15,8
"127",11,4,3,2,13,14,5,5,3,17
"128",14,8,10,11,8,11,5,5,3,17
"129",14,8,10,11,8,11,5,5,3,17
"130",14,8,10,11,8,11,5,5,3,17
"131",19,17,20,19,19,20,18,14,9,11
"132",1,16,15,1,10,17,10,18,15,8
"133",13,3,9,8,17,5,2,1,11,4
"134",11,4,4,13,15,19,20,13,3,14
"135",15,9,11,2,17,12,9,4,12,14
"136",14,8,10,11,8,11,5,5,3,17
"137",15,13,6,16,5,3,6,4,16,3
"138",14,8,10,11,8,11,5,5,3,17
"139",14,8,10,11,8,11,5,5,3,17
"140",14,8,10,11,8,11,5,5,3,17
"141",10,17,20,19,19,20,18,14,9,11
"142",15,9,11,9,1,5,2,1,11,4
"143",14,8,10,11,8,11,5,5,3,17
"144",14,8,10,11,8,11,5,5,3,17
"145",14,8,10,11,8,11,5,5,3,17
"146",11,8,3,11,13,11,5,5,3,17
"147",14,8,10,11,8,11,5,5,3,17
"148",14,8,10,11,8,11,5,5,3,17
"149",14,8,10,11,8,11,5,5,3,12
"150",14,8,10,11,8,11,5,5,3,17
"151",14,8,10,11,8,11,5,5,3,17
"152",14,8,10,11,8,11,5,5,3,17
"153",14,8,10,11,8,11,5,5,18,12
"154",14,8,10,11,8,11,5,5,3,17
"155",14,8,10,11,8,11,5,5,3,17
"156",14,8,10,11,8,11,5,5,3,17
"157",19,12,19,20,12,16,8,20,19,18
"158",11,4,10,11,15,11,5,5,3,17
"159",14,8,10,11,8,11,5,5,3,17
"160",11,4,13,7,3,4,5,11,6,5
"161",14,8,10,11,8,11,5,5,3,17
"162",11,8,10,11,8,11,5,5,3,17
"163",14,15,14,11,8,11,5,5,3,17
"164",14,8,10,11,8,11,5,5,3,17
"165",11,4,3,2,13,14,14,11,6,17
"166",14,8,10,11,8,11,5,5,3,17
"167",14,8,10,11,8,11,5,5,18,17
"168",14,15,14,11,8,11,5,5,3,17
"169",14,8,10,11,8,11,5,5,3,12
"170",14,8,10,11,8,11,5,5,3,17
"171",15,12,19,20,12,16,8,20,19,18
"172",14,8,10,11,8,11,5,5,3,17
"173",14,8,10,11,8,11,5,5,3,17
"174",14,8,10,11,8,11,5,5,3,17
"175",15,9,11,9,1,5,2,1,11,4
"176",11,4,3,2,8,14,5,5,3,17
"177",14,8,10,11,8,11,5,5,3,17
"178",14,8,10,11,8,11,5,5,13,19
"179",15,19,16,9,1,5,2,1,11,4
"180",11,4,3,2,8,14,5,5,3,17
"181",14,8,10,11,8,11,5,5,3,17
"182",11,8,10,11,8,11,5,5,3,17
"183",14,8,10,11,8,11,5,5,3,17
"184",1,15,14,1,10,17,10,18,15,8
"185",14,8,10,11,8,11,5,5,3,17
"186",14,8,10,11,8,11,5,5,3,17
"187",14,8,10,11,8,11,5,5,3,17
"188",10,13,6,16,16,3,6,4,16,3
"189",11,4,3,11,13,11,5,5,3,17
"190",14,8,10,11,8,11,5,5,3,17
"191",1,15,14,11,8,11,5,5,3,17
"192",14,8,10,11,8,11,5,5,3,17
"193",19,17,20,19,19,20,18,14,9,11
"194",14,8,10,11,8,11,5,5,3,17
"195",1,15,14,1,10,17,10,18,15,8
"196",11,4,4,13,15,19,20,13,3,17
"197",11,8,10,11,8,11,5,5,3,17
"198",9,9,11,9,1,5,2,19,20,9
"199",1,15,14,1,10,17,10,18,15,8
"200",1,15,14,1,10,17,10,18,15,8
"201",14,8,10,11,8,11,5,5,3,17
"202",14,4,17,17,8,11,5,5,3,17
"203",14,8,10,11,8,11,5,5,3,17
"204",14,8,10,11,8,11,5,5,3,17
"205",12,15,14,11,8,11,5,5,3,17
"206",14,8,10,11,8,11,5,5,3,17
"207",3,7,4,13,15,12,9,4,12,14
"208",13,4,3,9,15,19,20,13,6,4
"209",15,7,4,13,17,12,9,4,12,14
"210",14,8,10,11,8,11,5,5,3,17
"211",14,14,17,17,14,18,12,6,4,6
"212",11,8,10,11,8,11,5,5,3,17
"213",15,9,11,9,1,5,2,19,20,9
"214",1,16,15,1,10,17,10,18,15,8
"215",11,3,18,8,20,10,5,12,2,17
"216",3,19,4,10,17,12,9,4,12,14
"217",14,8,10,11,8,11,5,5,3,17
"218",1,16,5,1,10,17,10,18,15,8
"219",14,8,10,11,8,11,5,5,3,17
"220",1,16,15,1,10,17,10,18,15,8
"221",3,3,9,8,20,10,11,12,2,2
"222",1,15,14,1,10,17,10,18,15,8
"223",16,14,3,11,13,14,14,11,6,5
"224",12,4,10,11,13,14,14,11,6,5
"225",12,15,10,11,8,11,5,5,3,17
"226",19,17,20,19,19,20,18,14,9,11
"227",12,15,14,11,13,11,5,5,3,17
"228",11,4,3,2,1,5,2,5,3,4
"229",12,8,10,11,8,11,5,5,20,9
"230",14,8,10,11,8,11,5,5,3,9
"231",12,4,14,2,13,19,20,13,6,5
"232",1,15,14,1,10,17,10,18,15,8
"233",12,15,14,1,10,17,10,18,15,8
"234",12,14,14,2,13,11,5,5,3,17
"235",14,8,10,7,3,4,14,5,14,16
"236",12,15,14,11,8,11,5,5,3,9
"237",12,15,19,20,12,16,8,20,19,18
"238",12,15,14,11,13,11,5,5,3,17
"239",9,9,11,9,1,5,2,1,11,4
"240",1,16,14,1,10,17,10,18,15,8
"241",1,15,14,1,10,17,5,18,3,17
"242",15,9,11,9,1,5,2,1,11,4
"243",19,17,20,19,19,20,18,14,9,11
"244",12,4,3,7,3,4,17,2,14,16
"245",12,15,14,2,13,14,14,11,13,19
"246",14,8,10,11,8,11,5,5,3,17
"247",1,16,15,1,10,17,10,18,15,8
"248",3,7,4,13,15,19,20,13,12,14
"249",6,10,12,4,9,2,14,15,7,13
"250",12,15,14,11,13,11,5,5,3,17
"251",14,8,10,11,8,11,5,5,3,17
"252",20,19,4,10,17,12,9,4,12,14
"253",1,15,14,1,10,17,10,18,15,8
"254",12,16,13,7,3,4,17,2,14,16
"255",1,15,14,1,10,17,10,18,15,8
"256",14,8,10,11,8,11,5,5,3,17
"257",10,13,6,16,16,6,4,17,8,1
"258",17,7,4,13,17,12,9,4,12,14
"259",6,10,12,4,9,2,14,15,7,13
