"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",10,13,13,2,5,12,8,10,14,14
"2",13,11,6,10,13,1,7,2,4,10
"3",8,10,11,7,3,1,11,2,5,10
"4",8,10,11,7,3,1,11,2,5,10
"5",4,2,9,4,4,9,10,7,9,1
"6",2,13,5,6,14,14,13,14,13,13
"7",8,10,11,7,3,1,11,2,5,10
"8",2,13,5,6,14,14,13,14,13,13
"9",3,2,9,4,4,9,10,7,9,1
"10",2,13,5,6,14,14,13,14,13,13
"11",8,10,11,7,3,1,7,2,5,10
"12",3,11,6,10,13,10,7,8,4,10
"13",8,10,11,7,3,1,11,2,5,10
"14",3,11,6,10,13,10,7,8,4,10
"15",8,10,11,7,3,1,11,2,5,10
"16",4,2,9,4,4,9,10,7,9,1
"17",2,8,7,12,9,5,14,6,8,4
"18",3,11,6,10,13,10,7,8,4,3
"19",4,2,9,4,4,9,10,7,9,1
"20",4,2,9,4,4,9,10,7,9,1
"21",3,2,9,4,4,9,10,7,9,1
"22",8,10,11,7,3,1,11,2,5,10
"23",3,11,6,10,13,10,7,8,4,3
"24",2,13,5,6,14,14,13,14,13,13
"25",8,10,11,7,3,1,11,2,5,10
"26",8,10,11,7,3,1,11,2,5,10
"27",8,10,11,7,3,1,11,2,5,10
"28",3,11,6,10,13,10,7,8,4,3
"29",2,13,5,6,14,14,13,14,13,13
"30",2,13,5,6,14,14,13,14,13,13
"31",8,10,11,7,3,1,11,2,5,10
"32",8,10,11,7,3,1,11,2,5,10
"33",8,10,11,7,3,1,11,2,5,10
"34",8,10,11,7,3,1,11,2,5,10
"35",8,10,11,7,3,1,11,2,5,10
"36",8,10,11,7,3,1,11,2,5,10
"37",8,10,11,7,3,1,11,2,5,10
"38",8,10,11,7,3,1,11,2,5,10
"39",3,2,9,4,4,9,10,7,9,1
"40",8,10,11,7,3,1,11,2,5,10
"41",8,10,11,7,3,1,11,2,5,10
"42",8,10,11,7,3,1,11,2,5,10
"43",8,10,11,7,3,1,11,2,5,10
"44",8,10,11,7,3,1,11,2,5,10
"45",8,10,11,7,3,1,11,2,5,10
"46",8,10,11,7,3,1,11,2,5,10
"47",8,10,6,7,3,1,11,2,5,10
"48",4,2,9,4,4,9,10,7,9,1
"49",2,13,5,6,14,14,13,14,13,13
"50",3,8,7,12,11,5,10,4,9,1
"51",3,2,9,4,4,9,10,7,9,1
"52",3,10,11,7,3,1,11,2,5,10
"53",8,8,7,12,11,10,7,2,4,10
"54",8,10,11,7,3,1,11,2,5,10
"55",4,2,9,4,4,9,10,7,9,1
"56",4,2,9,4,4,9,10,7,9,1
"57",8,10,11,7,3,1,11,2,5,10
"58",4,2,9,4,4,9,10,7,9,1
"59",4,2,9,4,4,9,10,7,9,1
"60",4,2,9,4,4,9,10,7,9,1
"61",4,2,9,4,4,9,10,7,9,1
"62",3,2,9,4,4,9,10,7,9,1
"63",3,2,9,4,4,9,10,7,9,1
"64",8,10,11,7,3,1,11,2,5,10
"65",11,10,11,7,3,1,11,2,5,10
"66",8,10,11,7,3,1,11,2,5,10
"67",3,2,9,4,4,9,10,7,4,10
"68",4,2,9,4,4,9,10,7,9,1
"69",2,9,12,14,9,2,14,13,8,4
"70",10,10,11,7,3,1,11,6,5,10
"71",3,2,9,10,13,10,7,8,4,1
"72",8,10,11,7,3,1,11,2,5,10
"73",2,13,5,6,14,14,13,14,13,13
"74",3,11,6,10,13,10,7,8,4,10
"75",8,10,11,7,3,1,11,2,5,10
"76",3,11,6,10,13,10,7,11,4,9
"77",8,10,11,7,3,1,11,2,5,10
"78",10,5,3,13,13,8,5,6,10,13
"79",3,10,11,7,3,1,11,2,5,10
"80",9,4,4,3,8,4,3,11,7,9
"81",2,13,5,6,14,14,13,14,13,13
"82",5,7,8,11,7,7,9,1,3,2
"83",8,10,11,7,3,1,11,2,5,10
"84",14,7,8,11,7,7,9,1,3,2
"85",5,7,8,11,7,7,9,5,6,8
"86",11,10,11,7,3,1,11,2,5,10
"87",8,10,11,7,3,1,7,2,4,10
"88",9,6,4,3,8,4,3,11,7,9
"89",2,13,5,6,14,14,13,14,13,13
"90",3,11,9,10,13,9,10,7,9,1
"91",5,7,8,11,7,7,9,1,3,2
"92",5,7,8,11,7,7,9,1,3,2
"93",8,10,11,7,3,1,11,2,5,10
"94",5,7,8,11,7,7,9,1,3,2
"95",5,9,11,14,9,7,1,2,6,10
"96",14,4,10,9,2,11,2,12,11,11
"97",5,7,8,11,7,7,9,1,3,2
