"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",7,4,8,12,13,4,1,5,13,4
"2",7,4,8,12,13,4,1,5,13,4
"3",3,13,4,5,7,9,6,3,1,12
"4",7,8,1,8,7,9,6,3,1,12
"5",7,8,1,8,7,9,6,3,1,12
"6",13,13,4,5,6,2,2,8,8,2
"7",13,13,4,5,6,2,2,8,8,2
"8",7,8,1,8,7,9,6,3,1,12
"9",13,13,4,5,6,2,2,8,8,2
"10",7,8,1,8,7,9,6,3,1,12
"11",3,13,4,5,6,2,2,3,8,12
"12",13,13,4,5,6,2,2,8,8,2
"13",3,13,4,5,6,2,2,8,8,2
"14",13,13,4,5,6,2,2,8,8,2
"15",13,13,4,5,6,2,2,8,8,2
"16",3,8,8,8,7,4,1,3,1,12
"17",3,13,4,5,6,2,2,8,8,2
"18",13,13,4,5,6,2,2,8,8,2
"19",13,13,4,5,6,2,2,8,8,2
"20",8,3,11,10,12,12,13,9,10,9
"21",13,13,4,5,6,2,2,8,8,2
"22",13,13,4,5,6,2,2,8,8,2
"23",3,13,4,5,6,9,2,3,1,12
"24",13,13,4,5,6,2,2,8,8,2
"25",12,11,9,2,11,5,6,7,1,12
"26",13,13,4,5,6,2,2,8,8,2
"27",13,13,4,5,6,2,2,8,8,2
"28",13,13,4,5,6,2,2,8,8,2
"29",13,13,4,5,6,2,2,8,8,2
"30",7,3,11,12,12,4,13,9,10,9
"31",7,8,1,8,7,10,1,3,13,12
"32",7,8,1,8,7,9,6,3,1,12
"33",3,13,4,5,6,2,2,8,8,2
"34",3,8,1,8,7,9,6,3,1,12
"35",13,13,4,5,6,2,2,8,8,2
"36",13,13,4,5,6,2,2,8,8,2
"37",13,13,4,5,6,2,2,8,8,2
"38",7,8,1,8,7,9,6,3,1,12
"39",13,13,4,5,6,2,2,8,8,2
"40",7,4,8,12,13,4,1,3,1,12
"41",7,8,1,8,7,4,1,3,1,12
"42",3,8,4,8,7,9,6,3,1,12
"43",3,13,8,8,13,9,6,3,1,4
"44",3,13,4,5,6,2,2,8,8,2
"45",3,4,8,12,13,9,1,3,1,12
"46",13,13,4,5,6,2,2,8,8,2
"47",7,3,11,8,7,9,6,3,1,12
"48",3,4,8,12,13,4,1,3,13,12
"49",3,13,4,5,6,9,2,3,8,12
"50",13,13,4,5,6,2,2,8,8,2
"51",3,8,1,8,7,9,6,3,1,12
"52",3,4,8,12,13,4,1,5,13,4
"53",7,8,1,8,7,9,6,3,1,12
"54",7,8,1,8,7,9,6,3,1,12
"55",7,8,1,8,7,9,6,3,1,12
"56",13,4,8,12,13,4,1,5,13,4
"57",3,13,4,5,6,2,2,8,8,2
"58",3,8,1,8,6,10,6,3,1,12
"59",7,8,1,8,7,9,6,3,1,12
"60",3,4,8,12,13,4,1,3,13,12
"61",7,8,1,8,7,9,6,3,1,12
"62",7,8,1,8,7,9,6,3,1,12
"63",7,8,1,8,7,9,1,3,1,12
"64",7,11,9,2,11,5,6,7,4,11
"65",7,8,1,8,7,9,6,3,1,12
"66",7,8,1,12,7,4,1,3,1,12
"67",7,8,1,8,7,9,6,3,1,12
"68",2,3,11,10,12,10,13,9,1,12
"69",7,8,1,8,7,9,6,3,1,12
"70",7,8,1,8,7,9,6,3,1,12
"71",12,11,9,2,11,5,6,7,4,11
"72",7,8,1,8,7,9,6,3,1,12
"73",8,8,1,8,7,10,6,3,1,12
"74",11,12,13,13,2,13,9,12,5,7
"75",12,11,9,2,11,5,6,7,4,11
"76",12,3,11,10,12,12,13,9,10,9
"77",7,8,1,8,7,9,6,3,1,12
"78",7,8,1,8,7,9,6,3,1,12
"79",11,12,9,2,11,5,6,7,4,11
"80",11,12,13,13,2,13,9,12,5,7
"81",3,12,13,13,2,13,9,12,5,7
"82",11,12,13,13,2,13,9,12,5,7
"83",9,2,9,2,11,5,6,12,5,7
"84",9,2,10,9,10,1,5,1,6,8
"85",12,11,9,2,11,5,6,7,4,11
"86",7,8,1,8,7,9,6,3,1,12
"87",8,2,9,2,11,5,6,3,1,12
"88",3,13,9,2,11,4,1,7,13,11
"89",3,4,8,12,13,4,1,3,13,12
"90",3,2,10,9,10,1,5,3,1,12
"91",9,2,10,9,10,1,5,1,6,8
"92",9,2,10,9,10,1,5,1,6,8
"93",7,8,1,8,7,9,6,3,1,12
"94",7,3,11,10,7,10,13,3,1,12
"95",7,8,1,8,7,9,6,3,1,12
"96",7,8,1,8,7,9,6,3,1,12
"97",9,2,10,9,10,1,5,1,6,8
"98",8,8,1,8,7,9,6,3,1,12
"99",8,2,10,9,10,1,5,1,6,8
"100",4,10,12,4,4,11,12,11,7,10
"101",9,2,10,9,10,1,5,1,6,8
"102",7,8,1,8,7,9,6,3,1,12
"103",9,2,10,9,10,1,5,1,6,8
"104",4,10,12,4,10,1,5,1,6,8
"105",8,8,1,8,7,9,6,3,1,12
"106",7,8,1,8,7,9,6,3,1,12
"107",12,2,9,2,11,5,6,12,5,7
"108",9,2,10,9,10,1,5,1,6,8
"109",9,2,10,9,10,1,5,1,6,8
"110",11,12,13,13,2,13,9,12,5,7
"111",4,10,12,4,4,11,12,11,7,10
"112",9,2,10,9,10,1,5,1,6,8
"113",9,2,10,9,10,1,5,1,6,8
"114",11,12,13,13,2,13,9,12,5,7
"115",9,2,10,9,10,1,5,1,6,8
"116",9,2,3,9,10,1,5,1,1,12
"117",9,2,10,9,10,1,5,1,6,8
"118",3,4,8,12,13,4,1,5,13,4
"119",9,2,10,9,10,1,5,1,6,8
"120",5,9,3,1,9,6,8,4,9,6
"121",4,2,9,2,11,5,6,12,5,7
"122",8,8,1,8,7,9,6,3,1,12
"123",11,12,9,2,11,5,6,12,5,7
"124",9,2,10,9,10,1,5,1,6,8
"125",9,2,10,9,10,1,5,1,6,8
"126",5,10,12,4,4,11,12,11,7,10
"127",8,2,10,9,10,1,5,1,6,8
"128",9,2,10,9,10,1,5,1,6,8
"129",9,2,10,9,10,1,5,1,6,8
"130",9,2,10,9,10,1,5,1,6,8
"131",11,12,13,13,2,13,9,12,5,7
