"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",8,1,1,3,7,3,3,9,4,2
"2",2,4,5,5,3,9,9,1,3,9
"3",2,3,8,1,3,9,1,9,3,6
"4",2,3,8,1,3,9,1,9,3,6
"5",11,11,3,9,10,11,2,2,9,7
"6",1,1,1,3,7,3,3,9,4,2
"7",2,3,8,1,3,9,1,9,3,6
"8",1,1,1,3,7,3,3,9,4,2
"9",4,11,3,9,10,11,2,2,9,7
"10",1,1,1,3,7,3,3,9,4,2
"11",2,4,8,1,3,9,1,9,3,6
"12",4,4,5,5,8,4,9,1,3,9
"13",2,3,8,1,3,9,1,9,3,6
"14",4,4,3,5,8,4,9,1,3,9
"15",2,3,8,1,3,9,1,9,3,6
"16",11,11,3,9,10,11,2,2,9,7
"17",1,1,11,2,7,3,3,9,4,2
"18",4,4,5,5,8,4,9,1,3,9
"19",11,11,3,9,10,11,2,2,9,7
"20",11,11,3,9,10,11,2,2,9,7
"21",4,11,3,9,10,11,2,2,9,7
"22",2,3,8,1,3,9,1,9,3,6
"23",4,4,5,5,8,4,9,1,3,9
"24",1,1,1,3,7,3,3,9,4,2
"25",2,3,8,1,3,9,1,9,3,6
"26",2,3,8,1,3,9,1,9,3,6
"27",2,3,8,1,3,9,1,9,3,6
"28",4,4,5,5,8,4,9,1,3,9
"29",1,1,1,3,7,3,3,9,4,2
"30",1,1,1,3,7,3,3,9,4,2
"31",2,3,8,1,3,9,1,9,3,6
"32",2,3,8,1,3,9,1,9,3,6
"33",2,3,8,1,3,9,1,9,3,6
"34",2,3,8,1,3,9,1,9,3,6
"35",2,3,8,1,3,9,1,9,3,6
"36",2,3,8,1,3,9,1,9,3,6
"37",4,4,5,1,3,9,1,9,3,6
"38",2,3,8,1,3,9,1,9,3,6
"39",4,11,3,9,10,11,2,2,9,7
"40",2,3,8,1,3,9,1,9,3,6
"41",2,3,8,1,3,9,1,9,3,6
"42",2,3,8,1,3,9,1,9,3,6
"43",2,3,8,1,3,9,1,9,3,6
"44",2,3,11,2,3,9,1,9,3,6
"45",2,3,8,1,3,9,1,9,3,6
"46",2,3,8,1,3,9,1,9,3,6
"47",4,3,8,1,3,9,1,9,3,6
"48",11,11,3,9,10,11,2,2,9,7
"49",1,1,1,3,7,3,3,9,4,2
"50",4,7,11,2,4,2,10,11,6,4
"51",4,11,3,9,10,11,2,2,9,7
"52",4,3,8,1,3,9,1,9,3,6
"53",2,7,11,2,4,2,10,1,3,9
"54",2,3,8,1,3,9,1,9,3,6
"55",11,11,3,9,10,11,2,2,9,7
"56",11,11,3,9,10,11,2,2,9,7
"57",2,3,8,1,3,9,1,9,3,6
"58",11,11,3,9,10,11,2,2,9,7
"59",11,11,3,9,10,11,2,2,9,7
"60",11,11,3,9,10,11,2,2,9,7
"61",11,11,3,9,10,11,2,2,9,7
"62",4,11,3,9,10,11,2,2,9,7
"63",4,11,3,9,10,11,2,2,9,7
"64",2,3,8,1,3,9,1,9,3,6
"65",2,3,8,1,3,9,1,9,3,6
"66",2,3,8,1,3,9,1,9,3,6
"67",4,11,3,1,10,11,2,2,3,7
"68",11,11,3,9,10,11,2,2,9,7
"69",1,1,1,3,7,3,3,9,4,2
"70",8,3,8,1,3,9,1,9,3,6
"71",4,11,3,5,8,4,9,2,9,7
"72",2,3,8,1,3,9,1,9,3,6
"73",1,1,1,3,7,3,3,9,4,2
"74",4,4,5,5,8,4,9,1,3,9
"75",4,3,8,1,3,9,1,9,3,6
"76",4,4,5,5,8,4,9,1,2,9
"77",2,3,8,1,3,9,1,9,3,6
"78",8,4,5,1,3,9,1,1,7,9
"79",4,3,8,1,3,9,1,9,3,6
"80",7,9,9,6,2,7,4,4,2,5
"81",1,1,1,3,7,3,3,9,4,2
"82",10,10,6,9,6,1,5,5,8,1
"83",4,3,8,1,3,9,1,9,3,6
"84",7,9,6,9,6,1,5,5,8,1
"85",10,10,6,9,6,1,5,5,10,1
"86",10,3,8,1,3,9,1,9,3,6
"87",2,3,8,1,3,9,1,9,3,6
"88",7,6,9,6,2,7,4,4,2,5
"89",1,1,1,3,7,3,3,9,4,2
"90",4,11,3,9,10,11,2,2,9,7
"91",10,10,6,9,6,1,5,5,8,1
"92",10,10,6,9,6,1,5,5,8,1
"93",2,3,8,1,3,9,1,9,3,6
"94",10,10,6,9,6,1,5,5,8,1
"95",1,1,1,3,7,3,1,9,3,6
"96",7,9,7,11,5,10,11,7,11,10
"97",10,10,6,9,6,1,5,5,8,1
"98",10,10,6,9,6,1,5,5,8,1
"99",10,10,6,9,6,1,5,5,8,1
"100",7,9,7,11,5,10,11,7,11,10
"101",1,1,1,3,7,3,3,9,4,2
"102",10,10,6,9,6,1,5,5,8,1
"103",2,7,11,9,6,1,5,5,6,1
"104",2,7,11,9,6,1,5,5,8,6
"105",6,5,10,9,6,1,5,5,8,1
"106",1,1,1,3,7,3,3,9,4,2
"107",10,10,6,9,6,1,5,5,8,1
"108",10,10,6,9,6,1,5,5,8,1
"109",10,10,6,9,6,1,5,5,8,1
"110",7,9,6,11,6,1,5,5,8,1
"111",10,10,6,9,6,1,5,5,8,1
"112",6,2,10,7,6,7,7,6,10,3
"113",7,9,7,11,5,10,11,7,11,10
"114",10,10,6,9,6,1,5,5,8,1
"115",10,10,6,9,6,1,5,5,8,1
"116",10,10,6,9,6,1,5,5,8,1
"117",8,3,8,1,3,9,1,9,3,6
"118",10,10,6,9,6,1,5,5,8,1
"119",10,10,6,9,6,1,5,5,8,1
"120",10,10,6,9,6,1,5,5,8,1
"121",10,10,6,9,6,1,5,5,8,1
"122",10,10,6,9,6,1,5,5,8,1
"123",10,10,6,9,6,1,5,5,8,1
"124",10,10,6,9,6,1,5,5,8,1
"125",10,6,6,6,6,1,5,5,8,1
"126",10,10,6,9,6,1,5,5,8,1
"127",10,10,6,9,6,1,5,5,8,1
"128",10,10,6,9,6,1,5,5,8,1
"129",10,10,5,9,6,1,5,5,8,1
"130",10,10,6,9,6,1,5,5,8,1
"131",10,10,6,9,6,1,5,5,8,1
"132",10,10,6,9,6,1,5,5,8,1
"133",6,2,10,7,11,8,7,6,10,3
"134",10,10,6,9,6,1,5,5,8,1
"135",10,10,6,9,6,1,5,5,8,1
"136",10,10,6,9,6,1,5,5,8,1
"137",10,10,6,9,6,1,5,5,8,1
"138",10,10,6,9,6,1,5,5,8,1
"139",7,9,7,11,5,10,11,7,11,10
"140",10,10,6,9,6,1,5,5,8,1
"141",10,10,6,9,6,1,5,5,8,1
"142",10,10,6,9,6,1,5,5,8,1
"143",10,10,6,9,6,1,5,5,8,1
"144",10,10,6,9,6,1,5,5,8,1
"145",10,10,6,9,6,1,5,5,8,1
"146",10,10,6,9,6,1,5,5,8,1
"147",6,10,6,9,6,1,5,5,8,1
"148",10,10,6,9,6,1,5,5,8,1
"149",10,10,6,9,6,1,5,5,8,1
"150",10,10,6,9,6,1,5,5,8,1
"151",10,10,6,9,6,1,5,5,8,1
"152",10,10,6,9,6,1,5,5,8,1
"153",10,10,6,9,6,1,5,5,8,1
"154",7,9,7,11,5,10,11,7,11,10
