"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",7,8,1,8,7,9,6,3,1,12
"2",3,8,1,8,7,9,6,3,1,12
"3",12,11,9,2,11,5,6,7,4,11
"4",13,13,4,5,6,2,2,8,8,2
"5",7,8,1,8,7,9,6,3,1,12
"6",13,13,4,5,6,2,2,8,8,2
"7",13,13,4,5,6,2,2,8,8,2
"8",7,8,1,8,7,9,6,3,1,12
"9",4,10,1,8,7,11,12,3,1,12
"10",7,8,1,8,7,9,6,3,1,12
"11",7,8,1,8,7,9,6,3,1,12
"12",3,8,1,8,7,9,6,3,1,12
"13",7,8,1,8,7,9,6,3,1,12
"14",7,8,1,8,7,9,6,3,1,12
"15",7,8,1,8,7,9,6,3,1,12
"16",7,8,1,8,7,9,6,3,1,12
"17",7,8,1,8,7,9,6,3,1,12
"18",7,8,1,8,7,9,6,3,1,12
"19",9,2,10,9,10,1,5,1,6,8
"20",7,8,1,8,7,9,6,3,1,12
"21",7,8,8,8,7,9,6,3,1,4
"22",13,13,4,5,6,2,2,8,8,2
"23",7,8,1,8,7,9,6,3,1,12
"24",7,8,1,8,7,9,6,3,1,12
"25",3,4,8,12,13,4,1,5,13,4
"26",9,2,10,9,10,1,5,1,6,8
"27",7,8,1,8,7,9,6,3,1,12
"28",11,12,13,13,2,13,9,12,5,7
"29",7,4,1,8,7,4,1,5,13,4
"30",13,13,4,5,6,2,2,8,8,2
"31",7,8,1,8,7,9,6,3,1,12
"32",8,8,1,8,7,9,6,3,1,12
"33",11,12,13,13,2,13,9,12,5,7
"34",9,2,10,9,10,1,5,1,6,8
"35",7,8,1,8,7,9,6,3,1,12
"36",9,2,10,9,10,1,5,1,6,8
"37",9,2,10,9,10,1,5,1,6,8
"38",9,2,10,9,10,1,5,1,6,8
"39",8,8,1,8,7,9,6,3,1,12
"40",7,8,1,8,7,9,6,3,1,12
"41",8,8,1,8,7,9,6,3,1,12
"42",9,2,10,9,10,1,5,1,6,8
"43",9,2,10,9,10,1,5,1,6,8
"44",11,12,13,13,2,13,9,12,5,7
"45",9,2,10,9,10,1,9,1,6,8
"46",11,12,13,13,2,13,9,12,5,7
"47",9,2,10,9,10,1,5,1,6,8
"48",9,2,10,9,10,1,5,1,6,8
"49",9,2,10,9,10,1,5,1,6,8
"50",7,8,1,8,7,9,6,3,1,12
"51",7,8,1,8,7,9,6,3,1,12
"52",9,2,10,9,10,1,5,1,6,8
"53",11,12,13,13,2,13,9,12,5,7
"54",7,8,1,8,7,9,6,3,1,12
"55",8,8,10,9,10,1,5,3,6,8
"56",9,2,10,9,10,1,5,1,6,8
"57",9,2,10,9,10,1,5,1,6,8
"58",9,2,10,9,10,1,5,1,6,8
"59",9,2,10,9,10,1,5,1,6,8
"60",11,12,13,13,2,13,9,12,5,7
"61",9,2,10,9,10,1,5,1,6,8
"62",9,2,10,9,10,1,5,1,6,8
"63",9,2,10,9,10,1,5,1,6,8
"64",7,8,1,8,7,9,6,3,1,12
"65",9,2,10,9,10,1,5,1,6,8
"66",9,2,10,9,10,1,5,12,5,7
"67",9,2,10,9,10,1,5,1,6,8
"68",9,2,10,9,10,1,5,1,6,8
"69",9,2,10,9,10,1,5,1,6,8
"70",9,13,4,9,10,1,2,1,8,8
"71",9,2,10,9,10,1,5,1,6,8
"72",7,8,1,8,7,9,6,3,1,12
"73",8,8,1,8,7,9,6,3,1,12
"74",9,2,10,9,10,1,5,1,6,8
"75",9,2,10,9,10,1,5,1,6,8
"76",7,8,1,8,7,9,6,3,1,12
"77",9,4,8,9,10,1,5,5,6,4
"78",9,2,10,9,10,1,5,1,6,8
"79",4,10,3,4,4,11,5,1,6,8
"80",9,2,10,9,10,1,5,1,6,8
"81",5,2,10,9,10,1,5,1,6,8
"82",7,8,1,8,7,9,6,3,1,12
"83",9,2,10,9,10,1,5,1,6,8
"84",9,2,3,9,10,1,8,1,6,8
"85",9,2,10,9,10,1,5,1,6,8
"86",9,2,10,9,10,1,5,1,6,8
"87",9,2,10,9,10,1,5,1,6,8
"88",9,2,10,9,10,1,5,1,6,8
"89",9,3,11,10,10,1,5,1,6,8
"90",7,3,11,10,12,12,13,9,10,9
"91",4,10,12,4,4,11,12,11,7,10
"92",9,2,10,9,10,1,5,1,6,8
"93",9,2,10,9,10,1,5,1,6,8
"94",9,2,10,9,10,1,5,1,6,8
"95",9,2,10,9,10,1,5,12,5,7
"96",9,2,10,9,10,1,5,1,6,8
"97",9,2,10,9,10,1,5,1,6,8
"98",11,12,13,13,2,13,9,12,5,7
"99",11,12,9,2,11,5,6,12,5,7
"100",11,12,9,2,11,5,6,12,5,7
"101",8,8,1,8,7,9,6,3,1,12
"102",9,2,10,9,10,1,5,1,6,8
"103",9,2,10,9,10,1,5,1,6,8
"104",9,2,10,9,10,1,5,1,6,8
"105",9,2,10,9,10,1,5,1,6,8
"106",9,2,10,9,10,1,5,1,6,8
"107",9,2,10,9,10,1,5,1,6,8
"108",9,2,10,9,10,1,5,1,6,8
"109",9,2,10,9,10,1,5,1,6,8
"110",4,10,12,4,4,11,12,11,7,10
"111",9,2,10,9,10,1,5,1,6,8
"112",9,10,10,9,10,1,5,1,6,8
"113",9,2,10,9,10,1,5,1,6,8
"114",5,2,10,9,10,1,5,1,6,8
"115",9,2,10,9,10,1,5,1,6,8
"116",9,2,10,9,10,1,5,1,6,8
"117",9,2,10,9,10,1,5,1,6,8
"118",9,2,10,9,10,1,5,1,6,8
"119",3,13,4,5,6,2,2,8,8,12
"120",9,2,10,9,10,1,5,1,6,8
"121",12,11,9,2,11,5,6,7,4,11
"122",5,2,3,9,9,6,8,4,9,8
"123",5,9,10,9,10,1,8,1,6,6
"124",9,2,10,9,10,1,5,1,6,8
"125",9,2,10,9,10,1,5,1,6,8
"126",9,2,10,9,10,1,5,1,6,8
"127",9,2,10,9,10,1,5,1,6,8
"128",3,4,8,12,13,4,1,5,13,4
"129",9,2,10,9,10,1,5,1,6,8
"130",9,2,10,9,10,1,5,1,6,8
"131",12,11,9,2,11,5,6,7,4,11
"132",9,2,10,9,10,1,5,1,6,8
"133",1,1,5,11,5,8,3,2,2,1
"134",8,8,1,8,7,9,6,3,1,12
"135",9,2,10,9,10,1,5,1,6,8
"136",5,9,3,1,9,6,8,4,9,6
"137",9,2,10,9,10,1,5,1,6,8
"138",9,2,10,9,10,1,5,1,6,8
"139",2,7,7,11,8,7,11,10,3,3
"140",9,2,10,9,10,1,5,1,6,8
"141",9,2,10,9,10,1,5,1,6,8
"142",9,2,10,9,10,1,5,1,6,8
"143",11,6,2,7,3,3,4,13,11,13
"144",9,2,10,9,10,1,5,1,6,8
"145",10,5,10,9,10,1,5,6,6,8
"146",13,4,4,12,6,4,2,5,13,4
"147",9,2,10,9,10,1,5,1,6,8
"148",5,2,10,9,10,1,5,1,6,8
"149",11,12,9,2,11,5,6,12,5,7
"150",5,9,3,1,9,6,8,4,9,6
"151",9,2,10,9,10,1,5,1,6,8
"152",4,10,12,4,4,11,12,11,7,10
"153",9,2,10,9,10,1,5,1,6,8
"154",9,2,10,9,10,1,5,1,6,8
