"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",12,12,9,12,6,3,5,12,7,12
"2",4,9,8,4,3,4,6,8,9,3
"3",9,4,5,2,3,4,11,5,10,3
"4",9,4,5,2,3,4,11,5,10,3
"5",1,11,4,8,11,8,3,11,3,10
"6",3,12,9,9,12,3,9,9,7,12
"7",9,4,5,2,3,4,11,5,10,3
"8",3,12,9,9,6,3,5,9,7,12
"9",8,11,4,8,11,8,3,11,3,10
"10",3,12,9,9,12,3,9,9,7,12
"11",4,4,5,2,3,4,11,5,10,3
"12",4,9,8,4,1,12,6,8,9,3
"13",9,4,5,2,3,4,11,5,10,3
"14",8,9,8,4,1,12,6,8,9,3
"15",9,4,5,2,3,4,11,5,10,3
"16",1,11,4,8,11,8,3,11,3,10
"17",3,7,7,6,6,3,5,9,7,12
"18",8,9,8,4,1,12,6,8,9,9
"19",1,11,4,8,11,8,3,11,3,10
"20",1,11,4,8,11,8,3,11,3,10
"21",8,11,4,8,11,8,3,11,3,10
"22",9,4,5,2,3,4,11,5,10,3
"23",8,9,8,4,1,12,6,8,9,9
"24",3,12,9,9,12,3,9,9,7,12
"25",9,4,5,2,3,4,11,5,10,3
"26",4,4,5,2,3,4,11,5,10,3
"27",9,4,5,2,3,4,11,5,10,3
"28",4,9,8,4,1,12,6,8,9,9
"29",3,12,9,9,12,3,9,9,7,12
"30",3,12,9,9,12,3,9,9,7,12
"31",9,4,5,2,3,4,11,5,10,3
"32",9,4,5,2,3,4,11,5,10,3
"33",9,4,5,2,3,4,11,5,10,3
"34",9,4,5,2,3,4,11,5,10,3
"35",9,4,5,2,3,4,11,5,10,3
"36",9,4,5,2,3,4,11,5,10,3
"37",4,4,5,2,3,4,11,5,10,3
"38",9,4,5,2,3,4,11,5,10,3
"39",8,11,4,8,11,8,3,11,3,10
"40",9,4,5,2,3,4,11,5,10,3
"41",9,4,5,2,3,4,11,5,10,3
"42",9,4,5,2,3,4,11,5,10,3
"43",9,4,5,2,3,4,11,5,10,3
"44",4,4,5,2,3,4,11,5,10,3
"45",9,4,5,2,3,4,11,5,10,3
"46",9,4,5,2,3,4,11,5,10,3
"47",9,4,5,2,3,4,11,5,10,3
"48",1,11,4,8,11,8,3,11,3,10
"49",3,12,9,9,12,3,9,9,7,12
"50",8,7,7,6,9,11,10,10,6,11
"51",8,11,4,8,11,8,3,11,3,10
"52",8,4,5,2,3,4,11,5,10,3
"53",9,7,7,6,9,4,11,10,9,3
"54",4,4,5,2,3,4,11,5,10,3
