sample	seed	ari_value
20180417_BZ5_control	0	0.24888936861044939
20180417_BZ5_control	1	0.222758307298486
20180417_BZ5_control	2	0.21328106521205598
20180417_BZ5_control	3	0.20837677503136165
20180417_BZ5_control	4	0.22664851231822
20180417_BZ5_control	5	0.225780820291465
20180417_BZ5_control	6	0.21592861584976608
20180417_BZ5_control	7	0.21576924315689347
20180417_BZ5_control	8	0.22168730377372092
20180417_BZ5_control	9	0.24297840633734863
20180419_BZ9_control	0	0.2839789001108562
20180419_BZ9_control	1	0.2838326387475275
20180419_BZ9_control	2	0.2818150904414388
20180419_BZ9_control	3	0.2683959174245246
20180419_BZ9_control	4	0.2850135802398207
20180419_BZ9_control	5	0.2760398161614511
20180419_BZ9_control	6	0.29162258022637016
20180419_BZ9_control	7	0.26977641025246357
20180419_BZ9_control	8	0.28280626959394645
20180419_BZ9_control	9	0.30058538389242284
20180424_BZ14_control	0	0.21650371928548592
20180424_BZ14_control	1	0.21182154525747063
20180424_BZ14_control	2	0.2622324147398455
20180424_BZ14_control	3	0.22560133514949865
20180424_BZ14_control	4	0.23688543320964572
20180424_BZ14_control	5	0.20563895378313685
20180424_BZ14_control	6	0.259373218610697
20180424_BZ14_control	7	0.23796932869497547
20180424_BZ14_control	8	0.2301972360444693
20180424_BZ14_control	9	0.20441449751817126
