sample	seed	ari_value
20180417_BZ5_control	0	0.24874274364718052
20180417_BZ5_control	1	0.22215376994929215
20180417_BZ5_control	2	0.21732362725840262
20180417_BZ5_control	3	0.21119923371889854
20180417_BZ5_control	4	0.2157168127817143
20180417_BZ5_control	5	0.2215253425639837
20180417_BZ5_control	6	0.2097909914071516
20180417_BZ5_control	7	0.20708883496402575
20180417_BZ5_control	8	0.22260198288265332
20180417_BZ5_control	9	0.24371365797407632
20180419_BZ9_control	0	0.24887737021713896
20180419_BZ9_control	1	0.2899939154562987
20180419_BZ9_control	2	0.28433846015092257
20180419_BZ9_control	3	0.2558540564146239
20180419_BZ9_control	4	0.27294366839434725
20180419_BZ9_control	5	0.2793765103493939
20180419_BZ9_control	6	0.274920637523276
20180419_BZ9_control	7	0.27152647662814144
20180419_BZ9_control	8	0.2742852245051486
20180419_BZ9_control	9	0.2976919519621325
20180424_BZ14_control	0	0.22803670793222489
20180424_BZ14_control	1	0.18671067425528173
20180424_BZ14_control	2	0.21872463707618295
20180424_BZ14_control	3	0.24123267659616285
20180424_BZ14_control	4	0.24554508782983986
20180424_BZ14_control	5	0.22207613473282306
20180424_BZ14_control	6	0.2094093417116193
20180424_BZ14_control	7	0.18329509389448798
20180424_BZ14_control	8	0.20519102701163078
20180424_BZ14_control	9	0.1881523749965596
