sample	seed	ari_value
20180417_BZ5_control	0	0.23934171664072365
20180417_BZ5_control	1	0.21381331577805365
20180417_BZ5_control	2	0.2127645022085659
20180417_BZ5_control	3	0.2087239834378199
20180417_BZ5_control	4	0.2166097407940995
20180417_BZ5_control	5	0.21334427858083582
20180417_BZ5_control	6	0.18752916707762793
20180417_BZ5_control	7	0.21031523034219013
20180417_BZ5_control	8	0.22178854046448782
20180417_BZ5_control	9	0.24291531091437682
20180419_BZ9_control	0	0.24448084858510163
20180419_BZ9_control	1	0.28221130701355357
20180419_BZ9_control	2	0.2797151907451279
20180419_BZ9_control	3	0.2674729620959675
20180419_BZ9_control	4	0.2849687805326027
20180419_BZ9_control	5	0.2797070220135934
20180419_BZ9_control	6	0.25211931319809544
20180419_BZ9_control	7	0.2754589070222232
20180419_BZ9_control	8	0.2653801310966371
20180419_BZ9_control	9	0.2567545809898564
20180424_BZ14_control	0	0.22794903842464886
20180424_BZ14_control	1	0.2075165815954804
20180424_BZ14_control	2	0.1796688427152967
20180424_BZ14_control	3	0.24263388330489552
20180424_BZ14_control	4	0.22509691757091352
20180424_BZ14_control	5	0.19790072646391174
20180424_BZ14_control	6	0.221744553811584
20180424_BZ14_control	7	0.17767154281802316
20180424_BZ14_control	8	0.22108409350868086
20180424_BZ14_control	9	0.19037487237911363
