sample	seed	ari_value
20180417_BZ5_control	0	0.21736646082132752
20180417_BZ5_control	1	0.21503180459671872
20180417_BZ5_control	2	0.21941147094870464
20180417_BZ5_control	3	0.17113212766082692
20180417_BZ5_control	4	0.2037595643081635
20180417_BZ5_control	5	0.2156116284151269
20180417_BZ5_control	6	0.17686369209478633
20180417_BZ5_control	7	0.1882728851443485
20180417_BZ5_control	8	0.2326810359735336
20180417_BZ5_control	9	0.2368577689963094
20180419_BZ9_control	0	0.21991162543960338
20180419_BZ9_control	1	0.2539199325016163
20180419_BZ9_control	2	0.2700555198515509
20180419_BZ9_control	3	0.26043279889514337
20180419_BZ9_control	4	0.2447976583994237
20180419_BZ9_control	5	0.21560363431137164
20180419_BZ9_control	6	0.25230591350619674
20180419_BZ9_control	7	0.22641717664491132
20180419_BZ9_control	8	0.2604233876783573
20180419_BZ9_control	9	0.24341136260372367
20180424_BZ14_control	0	0.19025559372215484
20180424_BZ14_control	1	0.1992987485362324
20180424_BZ14_control	2	0.15135396792691877
20180424_BZ14_control	3	0.19474978021621436
20180424_BZ14_control	4	0.21022146511277232
20180424_BZ14_control	5	0.20132692199415828
20180424_BZ14_control	6	0.1975265322375003
20180424_BZ14_control	7	0.2148243260167626
20180424_BZ14_control	8	0.17970434565135146
20180424_BZ14_control	9	0.20449933897037767
