,20180424_BZ14_control_0,20180424_BZ14_control_1,20180424_BZ14_control_2,20180424_BZ14_control_3,20180424_BZ14_control_4,20180424_BZ14_control_5,20180424_BZ14_control_6,20180424_BZ14_control_7,20180424_BZ14_control_8,20180424_BZ14_control_9
47x2553,1,1,1,2,3,2,1,1,1,2
69x6221,1,1,2,2,13,11,1,13,1,2
84x2248,1,1,1,2,3,2,1,1,1,2
117x54,1,11,13,11,12,11,12,3,10,11
157x3715,1,1,1,2,3,2,1,1,1,2
112x161,1,11,13,11,12,11,12,3,10,11
108x274,1,11,13,11,12,11,12,3,10,11
150x2720,1,1,1,2,1,2,1,1,1,2
184x507,1,11,13,11,12,11,12,3,10,11
209x4104,1,1,1,2,3,2,1,1,1,2
225x3964,1,1,1,2,3,2,1,1,1,2
327x4330,1,1,1,2,3,2,1,1,1,2
278x3599,1,1,1,2,3,2,1,1,1,2
374x5376,2,2,3,3,2,2,3,1,1,2
411x5024,2,2,3,3,2,2,3,1,1,2
437x5249,2,2,3,3,2,2,3,1,1,2
431x4591,1,1,1,2,3,2,2,1,1,2
455x2706,1,1,1,2,3,2,1,1,1,2
561x138,3,3,4,4,4,3,4,4,2,3
538x5785,1,4,1,5,5,2,1,1,1,4
530x2833,1,1,1,2,3,2,1,1,1,2
539x2954,1,1,1,2,3,2,1,1,1,2
587x1839,10,1,2,2,2,2,2,2,2,3
606x6172,1,1,1,5,5,2,1,1,1,4
622x6005,1,4,1,5,5,2,1,1,1,4
621x686,3,3,4,4,4,3,4,4,2,3
608x6495,1,1,2,2,2,2,2,1,1,2
675x2050,10,1,2,2,2,2,2,2,2,3
718x5878,1,4,1,5,5,2,1,1,1,4
682x3065,1,1,1,2,3,2,1,1,1,2
683x6467,1,1,2,2,2,2,2,1,1,2
662x445,3,3,4,4,4,3,4,4,2,3
691x2692,1,1,1,2,3,2,1,1,1,2
683x340,3,3,4,4,4,3,4,4,2,3
678x3620,1,1,2,2,1,2,1,1,1,12
754x144,3,3,4,4,4,3,4,4,2,3
792x1030,3,3,4,4,4,3,4,4,2,3
806x1748,3,1,2,2,2,2,2,2,2,3
809x742,3,3,4,4,4,3,4,4,2,3
840x3681,1,1,2,2,1,2,1,1,1,12
878x4498,1,1,10,3,2,2,2,9,1,2
956x674,3,3,4,4,4,3,4,4,2,3
942x433,3,3,4,4,4,3,4,4,2,3
