,20180417_BZ5_control_0,20180417_BZ5_control_1,20180417_BZ5_control_2,20180417_BZ5_control_3,20180417_BZ5_control_4,20180417_BZ5_control_5,20180417_BZ5_control_6,20180417_BZ5_control_7,20180417_BZ5_control_8,20180417_BZ5_control_9
69x4486,1,2,1,4,1,1,4,1,1,1
93x1063,1,1,10,7,11,1,9,4,1,8
143x3445,3,3,3,3,3,2,2,3,3,3
88x4092,1,2,1,1,1,1,4,12,1,1
120x4293,1,2,1,1,1,1,4,1,1,1
104x2648,2,3,3,2,2,2,2,2,2,2
105x2425,2,3,3,2,2,2,2,2,2,2
146x5387,3,4,4,3,3,3,3,3,3,3
107x3104,3,3,3,3,3,2,2,3,3,3
127x3822,1,2,1,4,1,2,4,1,3,3
259x4507,1,2,1,4,1,1,4,1,1,1
210x2935,2,3,3,2,2,2,2,2,2,2
241x3271,3,3,3,3,3,2,2,3,3,3
239x2631,2,3,3,2,2,2,2,2,2,2
281x3080,3,3,3,3,3,2,2,3,3,3
224x3566,3,2,1,4,3,2,4,3,3,3
221x4872,3,4,4,3,3,3,3,3,3,3
290x5270,3,4,4,3,3,3,3,3,3,3
276x5435,3,4,4,3,3,3,3,3,3,3
321x3949,1,2,1,4,1,1,4,12,1,1
339x2790,2,3,3,2,2,2,2,2,2,2
317x5119,3,4,4,3,3,3,3,3,3,3
342x5600,3,4,4,3,3,3,3,3,3,3
352x2563,2,3,3,2,2,2,2,2,2,2
372x1693,4,5,2,1,5,1,1,1,3,1
311x2357,2,3,3,2,2,2,2,2,2,2
385x5503,3,4,4,3,3,3,3,3,3,3
396x4972,3,4,4,3,3,3,3,3,3,3
388x5349,3,4,4,3,3,3,3,3,3,3
402x1331,4,5,2,1,1,1,1,1,3,1
409x4543,1,2,1,4,1,1,4,1,1,1
413x5757,3,4,4,3,3,3,3,3,3,3
393x4808,3,4,4,3,3,3,3,3,3,3
446x5944,1,2,1,4,4,4,4,1,4,4
462x5091,3,4,4,3,3,3,3,3,3,3
482x5413,3,4,4,3,3,3,3,3,3,3
482x5581,3,4,4,3,3,3,3,3,3,3
461x3050,3,3,3,3,3,2,2,3,3,3
471x5246,3,4,4,3,3,3,3,3,3,3
