,20180419_BZ9_control_0,20180419_BZ9_control_1,20180419_BZ9_control_2,20180419_BZ9_control_3,20180419_BZ9_control_4,20180419_BZ9_control_5,20180419_BZ9_control_6,20180419_BZ9_control_7,20180419_BZ9_control_8,20180419_BZ9_control_9
44x5377,1,1,1,1,1,1,1,1,1,1
68x4194,1,1,1,1,1,1,1,1,1,1
84x5959,1,1,1,1,1,1,1,1,1,1
80x5764,1,1,1,1,1,1,1,1,1,1
114x1974,6,6,2,6,2,2,2,2,6,2
168x531,7,1,8,1,1,1,1,1,1,1
185x4559,8,1,1,1,1,1,1,1,1,1
177x3654,7,9,8,8,8,9,8,8,8,8
241x2001,6,6,2,6,2,2,2,2,6,2
270x3116,8,2,1,4,7,1,1,3,1,1
309x5302,1,1,1,1,1,1,1,1,1,1
275x628,1,1,1,1,1,1,1,1,1,1
294x5628,1,1,1,1,1,1,1,1,1,1
349x1994,6,6,2,6,2,2,2,2,6,2
377x4455,8,1,1,1,1,1,1,1,1,1
410x1893,6,6,2,6,2,2,2,2,6,2
387x3267,1,1,1,1,1,1,1,1,1,1
476x669,1,1,1,1,1,1,1,1,1,1
446x1536,6,6,2,6,2,2,2,2,6,2
485x1779,6,6,2,6,2,2,2,2,6,2
501x2036,6,6,2,6,2,2,2,2,6,2
527x937,1,1,1,1,1,1,1,1,1,1
450x4160,8,1,1,1,1,1,1,1,1,1
548x4572,8,1,1,1,1,1,1,1,1,1
544x2540,1,1,1,1,1,1,1,1,1,1
591x3577,1,1,1,1,1,1,1,1,1,1
603x6364,1,1,1,1,1,1,1,1,1,1
651x4418,8,1,1,1,1,1,1,1,1,1
663x2654,1,1,1,1,1,1,1,1,1,1
665x5629,1,1,1,1,1,1,1,1,1,1
852x3642,1,1,1,1,1,1,1,1,1,1
1085x4223,1,1,1,1,1,1,1,1,1,1
1110x6096,1,1,1,1,1,1,1,1,1,1
1139x5599,1,1,1,1,1,1,1,1,1,1
1120x5436,1,1,1,1,1,1,1,1,1,1
1184x4281,1,1,1,1,1,1,1,1,1,1
1126x4550,1,1,1,1,1,1,1,1,1,1
1151x6524,1,1,1,1,1,1,1,1,1,1
1177x1565,6,6,2,6,2,2,2,2,6,2
1187x4426,1,1,1,1,1,1,1,1,1,1
1180x5746,1,1,1,1,1,1,1,1,1,1
1180x5077,1,1,1,1,1,1,1,1,1,1
1205x5367,1,1,1,1,1,1,1,1,1,1
1184x3703,1,1,1,1,1,1,1,1,1,1
1187x3879,1,1,1,1,1,1,1,1,1,1
1229x3321,1,1,1,1,1,1,1,1,1,1
1212x1071,6,6,2,6,2,2,2,2,1,2
1214x1248,6,6,2,6,2,2,2,2,6,2
1224x2691,6,6,2,1,2,2,2,2,6,2
1215x2845,1,1,2,1,1,1,2,1,1,1
1221x2460,6,6,2,6,2,2,2,2,6,2
1252x828,6,6,2,6,2,2,2,2,1,2
1261x3491,1,1,1,1,1,1,1,1,1,1
1299x2992,1,1,1,1,1,1,1,1,1,1
1244x1819,6,6,2,6,2,2,2,2,6,2
1271x2371,6,6,2,6,2,2,2,2,6,2
1339x4144,1,1,1,1,1,1,1,1,1,1
1324x1018,6,6,2,6,2,2,2,2,6,2
1361x2480,6,6,2,6,2,2,2,2,6,2
1348x1921,6,6,2,6,2,2,2,2,6,2
1644x997,6,6,2,6,2,2,2,2,6,2
1778x1015,6,6,2,6,2,2,2,2,6,2
1807x1991,6,6,2,6,2,2,2,2,6,2
1787x4503,1,1,1,1,1,1,1,1,1,1
1878x6520,6,6,1,10,6,5,1,1,4,2
1989x1653,6,6,2,6,2,2,1,1,6,2
1963x1937,6,6,2,6,2,2,2,2,6,2
2114x1968,6,6,2,6,2,2,2,2,6,2
2100x5513,7,9,8,8,8,7,8,8,8,8
2169x1422,1,2,1,3,1,1,1,1,1,1
2201x2033,6,6,2,6,2,2,2,2,6,2
2196x3567,1,1,1,1,1,1,1,1,1,1
2316x578,1,1,1,1,1,1,1,1,1,1
2336x4662,6,6,2,6,2,2,2,5,6,2
2359x1998,6,6,2,6,2,2,1,1,1,2
2440x5942,4,2,3,8,6,5,4,5,7,4
2494x1911,6,6,2,1,2,2,1,1,1,2
2512x6574,2,3,4,2,5,4,3,3,2,3
2533x2102,6,6,1,1,2,2,1,1,1,2
2613x5940,3,2,6,8,6,5,4,5,3,4
2576x2620,2,3,1,2,5,1,3,3,1,1
2591x6509,2,3,4,2,5,4,3,3,2,3
2600x752,8,1,1,1,1,1,1,1,1,1
2635x3853,9,4,6,5,7,8,5,5,3,7
2610x5600,3,2,6,8,4,5,5,5,3,4
2690x5500,3,4,6,3,4,7,5,1,3,5
2697x2166,1,6,1,1,1,1,1,1,1,2
2770x3565,2,4,6,5,4,8,3,5,3,7
2748x217,1,1,1,1,1,1,1,1,1,1
2875x491,1,1,1,1,1,1,1,1,1,1
2753x4334,2,3,4,2,5,4,3,3,2,3
2803x6419,2,3,4,2,5,4,3,3,2,3
2866x125,1,1,1,1,1,1,1,1,1,1
2880x4466,2,3,4,2,5,4,3,3,2,3
