,20180424_BZ14_control_0,20180424_BZ14_control_1,20180424_BZ14_control_2,20180424_BZ14_control_3,20180424_BZ14_control_4,20180424_BZ14_control_5,20180424_BZ14_control_6,20180424_BZ14_control_7,20180424_BZ14_control_8,20180424_BZ14_control_9
47x2553,1,1,1,2,3,2,1,1,1,2
69x6221,1,1,2,2,14,12,1,14,10,2
84x2248,1,1,1,2,3,2,1,1,1,2
117x54,1,11,13,11,12,12,12,3,10,12
157x3715,1,1,1,2,3,3,1,1,1,2
112x161,1,11,13,11,12,12,12,3,10,12
108x274,1,11,13,11,12,12,12,3,10,12
150x2720,1,1,1,2,1,2,1,1,1,2
184x507,1,11,13,11,12,12,12,3,10,12
209x4104,1,1,1,2,3,3,1,1,1,2
225x3964,1,1,1,2,3,3,1,1,1,2
327x4330,1,1,1,2,3,3,1,1,1,2
278x3599,1,1,1,2,3,3,1,1,1,2
374x5376,2,2,3,3,2,2,3,4,1,3
411x5024,2,2,3,3,2,2,3,4,1,3
437x5249,2,2,3,3,2,2,3,4,1,3
431x4591,1,1,1,2,3,3,2,1,1,2
455x2706,1,1,1,2,3,2,1,1,1,2
561x138,3,3,4,4,4,4,4,5,2,4
538x5785,1,4,1,5,5,2,1,1,1,5
530x2833,1,1,1,2,3,2,1,1,1,2
539x2954,1,1,1,2,3,2,1,1,1,2
587x1839,10,1,2,2,2,2,2,2,2,4
606x6172,1,1,1,5,5,2,1,1,1,5
622x6005,1,4,1,5,5,2,1,1,1,5
621x686,3,3,4,4,4,4,4,5,2,4
608x6495,1,1,2,2,2,2,2,1,1,2
675x2050,10,1,2,2,2,2,2,2,2,4
718x5878,1,4,1,5,5,2,1,1,1,5
682x3065,1,1,1,2,3,2,1,1,1,2
683x6467,1,1,2,2,2,2,2,1,1,2
662x445,3,3,4,4,4,4,4,5,2,4
691x2692,1,1,1,2,3,2,1,1,1,2
683x340,3,3,4,4,4,4,4,5,2,4
678x3620,1,1,2,2,14,2,1,1,1,13
754x144,3,3,4,4,4,4,4,5,2,4
792x1030,3,3,4,4,4,4,4,5,2,4
806x1748,3,1,2,2,2,2,2,2,2,4
809x742,3,3,4,4,4,4,4,5,2,4
840x3681,1,1,2,2,14,2,1,1,1,13
878x4498,1,1,10,3,2,2,2,4,1,2
956x674,3,3,4,4,4,4,4,5,2,4
942x433,3,3,4,4,4,4,4,5,2,4
952x2048,3,1,4,2,2,2,2,2,2,4
977x1702,3,3,4,4,4,4,4,5,2,4
1061x2466,1,1,2,2,2,2,2,2,5,8
1002x133,3,3,4,4,4,4,4,5,2,4
1088x1005,3,3,4,4,4,4,4,5,2,4
1129x1221,3,3,4,4,4,4,4,7,2,4
1097x2692,1,1,2,2,2,2,2,2,3,2
1154x5139,1,1,2,2,2,2,2,1,1,2
1138x597,3,3,4,4,4,4,4,5,2,4
1157x336,3,3,4,4,4,4,4,5,2,4
1171x2099,3,3,9,4,4,4,4,7,5,8
1157x1675,3,3,4,4,4,4,4,5,2,4
1198x98,3,3,4,4,4,4,4,5,2,4
1267x1251,3,3,4,4,4,4,4,5,2,4
1286x1631,3,3,4,4,4,4,4,5,2,4
1299x545,3,3,4,4,4,4,4,5,2,4
1293x5715,3,3,4,2,4,9,4,5,2,4
1320x173,3,3,4,4,4,4,4,5,2,4
1318x2259,3,7,9,4,4,7,4,7,5,8
1342x1797,3,3,4,4,4,4,4,5,2,4
1330x3737,1,1,2,2,2,2,2,5,2,4
