,20180419_BZ9_control_0,20180419_BZ9_control_1,20180419_BZ9_control_2,20180419_BZ9_control_3,20180419_BZ9_control_4,20180419_BZ9_control_5,20180419_BZ9_control_6,20180419_BZ9_control_7,20180419_BZ9_control_8,20180419_BZ9_control_9
44x5377,1,1,1,1,1,1,1,1,1,1
68x4194,12,1,1,1,1,1,1,1,1,1
84x5959,1,1,1,1,1,1,1,1,1,1
80x5764,1,1,1,1,1,1,1,1,1,1
114x1974,2,2,2,2,2,2,2,2,2,2
168x531,12,1,9,1,1,1,1,1,1,1
185x4559,12,1,1,1,1,1,1,1,1,1
177x3654,10,11,9,11,12,11,11,11,11,12
241x2001,2,2,2,2,2,2,2,2,2,2
270x3116,8,3,1,8,9,5,1,3,1,1
309x5302,1,1,1,1,1,1,1,1,1,1
275x628,12,1,1,1,1,1,1,1,1,1
294x5628,1,1,1,1,1,1,1,1,1,1
349x1994,2,2,2,2,2,2,2,2,2,2
377x4455,12,1,1,1,1,1,1,1,1,1
410x1893,2,2,2,2,2,2,2,2,2,2
387x3267,8,1,1,1,1,1,1,1,1,1
476x669,12,1,1,1,1,1,1,1,1,1
446x1536,2,2,2,2,2,2,8,2,2,2
485x1779,2,2,2,2,2,2,2,2,2,2
501x2036,2,2,2,2,2,2,2,2,2,2
527x937,1,1,1,1,1,1,1,1,1,1
450x4160,12,1,1,1,1,1,1,1,1,1
548x4572,12,1,1,1,1,1,1,1,1,1
544x2540,1,1,1,1,1,1,1,1,1,1
591x3577,1,1,1,1,1,1,1,1,1,1
603x6364,1,1,1,1,1,1,1,1,1,1
651x4418,12,1,1,1,1,1,1,1,1,1
663x2654,1,1,1,1,1,1,1,1,1,1
665x5629,12,1,1,1,1,1,1,1,1,1
852x3642,1,1,1,1,1,1,1,1,1,1
1085x4223,1,1,1,1,1,1,1,1,1,1
1110x6096,1,1,1,1,1,1,1,1,1,1
1139x5599,1,1,1,1,1,1,1,1,1,1
1120x5436,1,1,1,1,1,1,1,1,1,1
1184x4281,1,1,1,1,1,1,1,1,1,1
