,20180417_BZ5_control_0,20180417_BZ5_control_1,20180417_BZ5_control_2,20180417_BZ5_control_3,20180417_BZ5_control_4,20180417_BZ5_control_5,20180417_BZ5_control_6,20180417_BZ5_control_7,20180417_BZ5_control_8,20180417_BZ5_control_9
69x4486,1,2,1,2,1,1,4,1,1,1
93x1063,1,6,7,6,1,1,8,4,1,8
143x3445,3,3,1,3,3,2,2,3,3,3
88x4092,1,2,1,1,1,1,4,4,1,1
120x4293,1,2,1,1,1,1,4,1,1,1
104x2648,2,3,1,3,2,2,2,2,2,2
105x2425,2,3,1,3,2,2,2,2,2,2
146x5387,3,4,3,3,3,3,3,3,3,3
107x3104,3,3,1,3,3,2,2,3,3,3
127x3822,1,2,1,2,1,1,4,1,3,3
259x4507,1,2,1,2,1,1,4,1,1,1
210x2935,2,3,1,3,2,2,2,2,2,2
241x3271,3,3,1,3,3,2,2,3,3,3
239x2631,2,3,1,3,2,2,2,2,2,2
281x3080,3,3,1,3,3,2,2,3,3,3
224x3566,3,2,1,2,1,1,4,3,3,3
221x4872,3,4,3,3,3,3,3,3,3,3
290x5270,3,4,3,3,3,3,3,3,3,3
276x5435,3,4,3,3,3,3,3,3,3,3
321x3949,1,2,1,2,1,1,4,4,1,1
339x2790,2,3,1,3,2,2,2,2,2,2
317x5119,3,4,3,3,3,3,3,3,3,3
342x5600,3,4,3,3,3,3,3,3,3,3
352x2563,2,3,1,3,2,2,2,2,2,2
372x1693,1,5,2,1,5,1,1,1,3,1
311x2357,2,3,1,3,2,2,2,2,2,2
385x5503,3,4,3,3,3,3,3,3,3,3
396x4972,3,4,3,3,3,3,3,3,3,3
388x5349,3,4,3,3,3,3,3,3,3,3
402x1331,1,2,2,1,1,1,1,1,1,1
409x4543,1,2,1,2,1,1,4,1,1,1
413x5757,3,4,3,2,3,3,3,3,3,3
393x4808,3,4,3,3,3,3,3,3,3,3
446x5944,1,2,1,2,4,1,4,1,3,4
462x5091,3,4,3,3,3,3,3,3,3,3
482x5413,3,4,3,3,3,3,3,3,3,3
482x5581,3,4,3,3,3,3,3,3,3,3
461x3050,3,3,1,3,3,2,2,3,3,3
471x5246,3,4,3,3,3,3,3,3,3,3
526x5768,3,4,3,2,3,3,3,3,3,3
555x1786,1,5,2,1,5,1,1,1,3,1
563x5971,1,2,1,2,4,1,4,1,4,4
526x6243,1,2,1,2,4,1,4,1,4,4
548x6495,1,2,1,2,4,1,4,1,4,4
554x6386,1,2,1,2,4,1,4,1,4,4
558x5137,3,4,3,3,3,3,3,3,3,3
561x6118,1,2,1,2,4,1,4,1,4,4
581x4471,1,2,1,2,1,1,4,1,3,1
599x5622,3,4,3,3,3,3,3,3,3,3
604x5412,3,4,3,3,3,3,3,3,3,3
598x6567,1,2,1,2,4,1,4,1,4,4
578x286,1,1,2,2,1,1,1,1,1,1
616x5239,3,4,3,3,3,3,3,3,3,3
652x6228,1,2,1,2,4,1,4,1,4,4
705x1715,1,5,2,1,5,1,1,1,3,1
732x5330,3,4,3,3,3,3,3,3,3,3
835x5264,3,4,1,3,3,3,3,3,3,3
871x1075,1,2,1,2,1,3,4,1,3,3
847x241,1,1,2,2,1,1,1,1,1,1
887x5359,3,4,1,3,3,3,3,3,3,3
949x787,1,2,1,2,1,3,4,1,3,3
906x2244,1,1,2,6,1,1,1,1,1,1
898x92,1,1,2,2,1,1,1,1,1,1
1023x284,1,1,2,2,1,1,1,1,1,1
1022x5565,3,2,1,2,3,1,4,1,3,1
1107x4892,1,1,2,1,1,1,1,1,1,1
1155x352,1,1,2,2,1,1,1,1,1,1
1219x6017,4,5,2,1,5,1,1,1,1,1
1225x5122,1,9,2,1,1,1,1,1,1,1
1249x136,1,1,2,2,1,1,1,1,1,1
1251x4565,9,9,2,1,6,1,1,4,9,8
1338x2782,1,4,2,1,5,8,1,1,3,1
1373x6021,4,5,2,1,5,1,1,1,1,1
1382x2384,1,5,2,5,5,1,1,4,1,1
1474x1644,1,1,3,2,1,3,3,1,1,1
1500x293,1,1,2,1,1,1,1,1,1,1
1580x763,1,1,2,1,1,1,1,1,1,1
1588x535,1,1,2,1,1,1,1,1,1,1
1627x5761,4,5,2,1,5,1,1,1,1,8
1707x565,1,1,2,1,1,1,1,1,1,1
1677x5560,4,5,2,1,5,1,1,1,1,8
1779x5697,4,5,2,1,5,1,1,1,1,8
1773x4571,1,7,2,5,7,1,1,4,1,1
1790x4707,5,7,5,5,7,5,6,4,5,6
1830x5552,4,5,2,1,5,1,1,1,1,8
1794x5436,4,5,2,1,5,1,1,1,1,8
1911x4654,1,7,2,5,7,1,1,4,1,1
1932x5445,4,5,2,1,5,1,1,1,1,8
1978x5613,4,5,2,4,5,1,1,1,1,8
1980x6074,5,7,5,5,7,5,6,5,5,6
2003x3832,5,7,5,5,7,5,6,5,5,6
2040x5814,8,7,5,5,7,5,6,4,5,6
2050x4659,1,7,2,5,1,1,1,4,1,1
2066x2105,1,1,2,1,1,1,1,1,1,1
2085x390,1,6,7,6,6,4,5,9,6,7
2097x4378,1,7,2,5,1,1,1,4,1,1
2152x5956,5,7,5,5,7,5,6,5,5,6
2160x4870,1,7,2,8,1,1,1,4,1,1
2221x5691,5,7,5,5,7,5,6,5,5,6
2217x6516,5,7,5,5,7,5,6,5,5,6
2248x5871,5,7,5,5,7,5,6,5,5,6
2239x1154,1,1,2,1,1,1,1,1,1,1
2297x3080,5,7,5,5,7,5,6,5,5,6
2302x3966,5,7,5,5,7,5,6,5,5,6
2343x1019,1,1,2,1,1,1,1,1,1,1
2374x198,1,6,2,6,1,4,5,4,1,1
2362x3504,5,7,5,5,7,5,6,5,5,6
2390x3361,5,7,5,5,7,5,6,5,5,6
2433x2760,5,7,5,5,7,5,6,9,5,6
2393x1440,1,1,2,1,1,1,1,1,1,1
2458x2908,5,7,6,5,7,5,6,9,5,6
2438x4101,5,7,5,5,7,5,6,5,5,6
2474x3930,5,7,5,5,7,5,6,5,5,6
2469x1334,1,1,2,1,1,1,1,1,1,1
2497x4564,5,7,5,5,7,5,6,5,5,6
2536x3651,5,7,5,5,7,5,6,5,5,6
2465x4370,5,7,5,5,7,5,6,5,5,6
2523x1100,1,1,2,5,1,1,1,4,1,1
2552x6051,5,7,5,5,7,5,6,5,5,6
2566x445,5,7,5,5,1,5,6,4,5,6
2558x2591,6,6,6,4,8,6,7,6,6,7
2607x167,1,1,2,1,1,1,1,4,1,1
2602x2274,6,6,6,4,8,6,7,6,6,7
2625x6297,5,7,5,5,7,5,6,5,5,6
2661x4921,5,7,5,5,7,5,6,5,5,6
2671x2028,6,6,6,4,8,6,7,6,6,7
2647x5842,5,7,5,5,7,5,6,5,5,6
2698x4476,5,7,5,5,7,5,6,5,5,6
2725x1229,5,7,5,5,7,5,6,5,5,6
2729x2571,6,6,6,4,8,6,7,6,6,7
2717x5480,5,1,2,5,1,1,1,1,1,6
2739x2192,6,6,6,4,8,6,7,6,6,7
2724x5212,5,1,2,5,1,1,1,1,1,6
2771x925,5,7,5,5,7,5,6,5,5,6
