,20180424_BZ14_control_0,20180424_BZ14_control_1,20180424_BZ14_control_2,20180424_BZ14_control_3,20180424_BZ14_control_4,20180424_BZ14_control_5,20180424_BZ14_control_6,20180424_BZ14_control_7,20180424_BZ14_control_8,20180424_BZ14_control_9
47x2553,1,1,1,2,1,1,1,1,1,1
69x6221,1,1,2,2,8,1,1,2,7,1
84x2248,1,1,1,2,2,1,1,1,1,1
117x54,1,1,8,2,7,4,1,1,7,7
157x3715,1,1,1,2,2,1,1,1,1,1
112x161,1,1,8,2,7,4,1,1,7,7
108x274,1,1,8,2,7,4,1,1,7,7
150x2720,1,1,1,2,1,1,1,1,1,1
184x507,1,1,8,2,7,4,1,1,7,7
209x4104,1,1,1,2,2,1,1,1,1,1
225x3964,1,1,1,2,2,1,1,1,1,1
327x4330,1,1,1,2,2,1,1,1,1,1
278x3599,1,1,1,2,2,1,1,1,1,1
374x5376,1,1,2,2,2,1,1,1,1,1
411x5024,1,1,2,2,2,1,1,1,1,1
437x5249,1,1,2,2,2,1,1,1,1,1
431x4591,1,1,1,2,2,1,1,1,1,1
455x2706,1,1,1,2,2,1,1,1,1,1
561x138,2,2,3,3,3,2,2,3,2,2
538x5785,1,1,1,2,1,1,1,1,1,1
530x2833,1,1,1,2,2,1,1,1,1,1
539x2954,1,1,1,2,2,1,1,1,1,1
587x1839,4,2,2,2,2,4,1,2,2,2
606x6172,1,1,1,2,1,1,1,1,1,1
622x6005,1,1,1,2,1,1,1,1,1,1
621x686,2,2,3,3,3,2,2,3,2,2
608x6495,1,1,2,2,2,1,1,1,1,1
675x2050,4,2,2,2,2,4,3,2,2,2
718x5878,1,1,1,2,1,1,1,1,1,1
682x3065,1,1,1,2,2,1,1,1,1,1
683x6467,1,1,2,2,2,1,1,1,1,1
662x445,2,2,3,3,3,2,2,3,2,2
691x2692,1,1,1,2,2,1,1,1,1,1
683x340,2,2,3,3,3,2,2,3,2,2
678x3620,1,1,2,2,1,1,1,1,1,1
754x144,2,2,3,3,3,2,2,3,2,2
792x1030,2,2,3,3,3,2,2,3,2,2
806x1748,2,2,2,2,2,4,2,2,2,2
809x742,2,2,3,3,3,2,2,3,2,2
840x3681,1,1,2,2,1,1,1,1,1,1
878x4498,1,1,2,2,2,1,1,1,1,1
956x674,2,2,3,3,3,2,2,3,2,2
942x433,2,2,3,3,3,2,2,3,2,2
952x2048,2,2,3,3,2,2,2,2,2,2
977x1702,2,2,3,3,3,2,2,3,2,2
1061x2466,2,1,2,2,2,2,2,2,2,4
1002x133,2,2,3,3,3,2,2,3,2,2
1088x1005,2,2,3,3,3,2,2,3,2,2
1129x1221,3,2,3,3,3,2,2,3,2,2
1097x2692,9,1,2,2,2,1,10,2,1,1
1154x5139,4,1,2,2,2,1,1,1,1,1
1138x597,2,2,3,3,3,2,2,3,2,2
1157x336,2,2,3,3,3,2,2,3,2,2
1171x2099,2,2,3,3,3,2,2,3,2,4
1157x1675,2,2,3,3,3,2,2,3,2,2
1198x98,2,2,3,3,3,2,2,3,2,2
1267x1251,2,2,3,3,3,2,2,3,2,2
1286x1631,2,2,3,3,3,2,2,3,2,2
1299x545,2,2,3,3,3,2,2,3,2,2
1293x5715,2,2,3,3,2,2,2,3,2,2
1320x173,2,2,3,3,3,2,2,3,2,2
1318x2259,2,2,3,3,3,2,2,3,2,4
1342x1797,2,2,3,3,3,2,2,3,2,2
1330x3737,1,1,2,2,2,1,1,1,2,2
1423x1461,2,2,3,3,3,2,2,3,2,2
1408x3009,2,2,2,3,2,2,2,3,2,2
1455x455,2,2,3,3,3,2,2,3,2,2
1461x832,2,2,3,3,3,2,2,3,2,2
1474x4321,2,2,2,3,3,1,1,3,1,2
1478x278,2,2,3,3,3,2,2,3,2,2
1491x1905,2,2,3,3,3,2,2,3,2,2
1498x4095,2,2,2,3,3,2,1,3,2,2
1548x2758,2,2,3,3,3,2,2,3,2,2
1560x1209,2,2,3,3,3,2,2,3,2,2
1580x2072,2,2,3,3,3,2,2,3,2,2
1628x5252,4,2,2,3,2,3,7,2,3,2
1681x4677,2,5,3,3,3,7,7,2,2,2
1640x582,2,2,3,3,3,2,2,3,2,2
1668x1710,2,2,3,3,3,2,2,3,2,2
1646x3610,2,2,3,3,3,2,2,3,2,2
1709x1918,2,2,3,3,3,2,2,3,2,2
1716x5810,1,2,2,2,2,1,1,2,1,2
1702x374,2,2,3,3,3,2,2,3,2,2
1696x805,2,2,3,3,3,2,2,3,2,2
1701x1113,2,2,3,3,3,2,2,3,2,2
1720x2478,2,2,3,3,3,2,2,3,2,2
1796x5571,4,2,2,2,2,3,2,2,2,2
1749x3980,2,2,3,3,3,2,2,3,2,2
1852x4926,4,5,2,3,3,7,7,2,3,2
1823x6241,9,10,2,3,1,1,2,9,4,1
1829x1040,2,2,3,3,3,2,2,3,2,2
1880x871,2,2,3,3,3,2,2,3,2,2
1823x1296,2,2,3,3,3,2,2,3,2,2
1881x1670,2,2,3,3,3,2,2,3,2,2
1862x4213,2,2,3,3,3,2,2,3,2,2
1893x85,2,2,3,3,3,2,2,3,2,2
1892x2110,2,2,3,3,3,2,2,3,2,2
1877x3488,3,2,3,3,3,2,2,3,2,4
1934x3072,2,2,3,3,3,2,2,3,2,2
1966x4085,3,2,3,3,3,2,2,3,5,4
2012x6546,9,10,2,3,1,1,2,9,4,1
2074x3627,3,2,3,3,6,2,2,3,2,4
2024x4665,2,2,3,3,3,2,2,3,2,2
2014x5422,2,2,3,3,3,2,2,3,2,2
2026x250,2,2,3,3,3,2,2,3,2,2
2048x1957,2,2,3,3,3,2,2,3,2,2
2102x3769,3,2,3,3,3,2,2,3,2,4
2078x4462,2,2,3,3,3,2,2,3,2,2
2048x6033,2,2,2,3,3,1,2,3,2,2
2055x2430,2,2,3,3,3,2,2,3,2,2
2110x4859,2,2,3,3,3,2,2,3,2,2
2112x5112,2,2,3,3,3,2,2,3,2,2
2200x3912,3,2,3,3,3,2,2,3,2,4
2126x1539,5,2,3,4,3,6,2,5,2,2
2168x4097,3,2,3,3,3,2,2,3,5,4
2102x2610,5,4,6,4,4,6,9,6,3,2
2201x6293,3,2,3,3,6,2,2,3,2,4
2200x3089,2,2,3,3,3,2,2,3,2,2
2262x1991,2,2,2,3,4,1,7,2,2,2
2251x5609,3,2,3,3,3,2,2,3,5,4
2244x63,4,2,6,4,3,4,4,3,2,5
2290x1082,5,4,4,4,4,5,4,5,3,3
2238x591,5,4,6,4,4,5,4,6,3,5
2293x3218,2,2,3,3,3,2,2,3,2,2
2273x5812,3,2,3,3,6,2,2,3,5,4
2302x5362,3,2,3,3,3,2,2,3,2,2
2313x4873,2,2,3,3,3,2,2,3,2,2
2338x216,4,3,6,4,4,4,4,6,3,5
