,20180424_BZ14_control_0,20180424_BZ14_control_1,20180424_BZ14_control_2,20180424_BZ14_control_3,20180424_BZ14_control_4,20180424_BZ14_control_5,20180424_BZ14_control_6,20180424_BZ14_control_7,20180424_BZ14_control_8,20180424_BZ14_control_9
47x2553,1,1,1,2,1,2,1,1,1,2
69x6221,1,1,2,11,2,10,1,2,10,2
84x2248,1,1,1,2,2,2,1,1,1,2
117x54,1,9,11,11,10,10,1,3,10,8
157x3715,1,1,2,2,2,2,1,1,1,2
112x161,1,9,11,11,10,10,1,3,10,8
108x274,1,9,11,11,10,10,1,3,10,8
150x2720,1,1,1,2,1,2,1,1,1,2
184x507,1,9,11,11,10,10,1,3,10,8
209x4104,1,1,2,2,2,2,1,1,1,2
225x3964,1,1,2,2,2,2,1,1,1,2
327x4330,1,1,2,2,2,2,1,1,1,2
278x3599,1,1,2,2,2,2,1,1,1,2
374x5376,1,1,2,3,2,2,2,1,1,2
411x5024,1,1,2,3,2,2,2,1,1,2
437x5249,1,1,2,3,2,2,2,1,1,2
431x4591,1,1,2,2,2,2,1,1,1,2
455x2706,1,1,1,2,2,2,1,1,1,2
561x138,2,2,3,4,3,3,3,4,2,3
538x5785,1,1,1,5,4,2,1,1,1,2
530x2833,1,1,1,2,2,2,1,1,1,2
539x2954,1,1,1,2,2,2,1,1,1,2
587x1839,9,2,2,2,2,2,1,2,2,3
606x6172,1,1,1,5,4,2,1,1,1,2
622x6005,1,1,1,5,4,2,1,1,1,2
621x686,2,2,3,4,3,3,3,4,2,3
608x6495,1,1,2,2,2,2,1,1,1,2
675x2050,9,2,2,2,2,2,7,2,2,3
718x5878,1,1,1,5,4,2,1,1,1,2
682x3065,1,1,1,2,2,2,1,1,1,2
683x6467,1,1,2,2,2,2,1,1,1,2
662x445,2,2,3,4,3,3,3,4,2,3
691x2692,1,1,1,2,2,2,1,1,1,2
683x340,2,2,3,4,3,3,3,4,2,3
678x3620,1,1,2,2,2,2,1,1,1,9
754x144,2,2,3,4,3,3,3,4,2,3
792x1030,2,2,3,4,3,3,3,4,2,3
806x1748,2,2,2,2,2,2,3,2,2,3
809x742,2,2,3,4,3,3,3,4,2,3
840x3681,1,1,2,2,2,2,1,1,1,9
878x4498,1,1,9,3,2,2,2,1,1,2
956x674,2,2,3,4,3,3,3,4,2,3
942x433,2,2,3,4,3,3,3,4,2,3
952x2048,2,2,3,2,2,2,3,2,2,3
977x1702,2,2,3,4,3,3,3,4,2,3
1061x2466,1,1,8,2,2,2,3,2,5,5
1002x133,2,2,3,4,3,3,5,4,2,3
1088x1005,2,2,3,4,3,3,3,4,2,3
1129x1221,2,2,3,4,3,3,3,4,2,3
1097x2692,1,1,2,2,2,2,16,2,1,2
1154x5139,1,1,2,2,2,2,1,1,1,2
1138x597,2,2,3,4,3,3,3,4,2,3
1157x336,2,2,3,4,3,3,3,4,2,3
1171x2099,2,5,8,2,3,3,3,6,5,5
1157x1675,2,2,3,4,3,3,3,4,2,3
1198x98,2,2,3,4,3,3,5,4,2,3
1267x1251,2,2,3,4,3,3,3,4,2,3
1286x1631,2,2,3,4,3,3,3,4,2,3
1299x545,2,2,3,4,3,3,3,4,2,3
1293x5715,2,2,3,2,3,3,3,4,2,3
1320x173,2,2,3,4,3,3,3,4,2,3
1318x2259,2,5,8,4,3,6,3,6,5,5
1342x1797,2,2,3,4,3,3,3,4,2,3
1330x3737,1,1,2,2,2,2,1,4,2,3
1423x1461,2,2,3,4,3,3,3,4,2,3
1408x3009,2,2,2,4,2,3,3,4,2,3
1455x455,2,2,3,4,3,3,3,4,2,3
1461x832,2,2,3,4,3,3,3,4,2,3
1474x4321,2,2,2,4,3,3,1,4,2,2
1478x278,2,2,3,4,3,3,3,4,2,3
1491x1905,2,5,3,4,3,3,3,4,2,3
1498x4095,2,2,2,4,3,3,3,4,2,3
1548x2758,3,2,3,4,3,3,3,4,2,3
1560x1209,2,2,3,4,3,3,3,4,2,3
1580x2072,2,2,3,4,3,3,3,4,2,3
1628x5252,2,2,2,4,2,2,13,2,8,15
1681x4677,2,6,3,7,3,2,14,2,2,3
1640x582,2,2,3,4,3,3,3,4,2,3
1668x1710,2,2,3,4,3,3,3,4,2,3
1646x3610,2,2,3,4,3,3,3,4,2,3
1709x1918,2,2,3,4,3,3,3,4,2,3
1716x5810,7,2,2,2,2,2,1,2,1,2
1702x374,2,2,3,4,3,3,3,4,2,3
1696x805,2,2,4,4,3,3,3,4,2,3
1701x1113,2,2,4,4,3,3,3,4,2,3
1720x2478,3,2,4,4,3,3,3,4,9,3
1796x5571,7,2,2,2,2,2,3,2,2,3
1749x3980,3,2,3,4,3,3,3,4,2,3
1852x4926,2,6,3,12,2,2,13,2,8,3
1823x6241,13,15,2,6,2,5,4,7,4,1
1829x1040,2,2,4,4,3,3,3,4,2,3
1880x871,2,2,4,4,3,3,3,4,2,3
1823x1296,2,2,3,4,3,3,3,4,2,3
1881x1670,2,2,3,4,3,3,3,4,2,3
1862x4213,3,2,3,4,3,3,3,4,2,3
1893x85,2,2,3,4,3,3,3,4,2,3
1892x2110,2,2,3,4,3,3,3,4,2,3
1877x3488,3,5,8,4,3,6,3,4,5,5
1934x3072,2,2,3,4,3,3,3,4,2,3
1966x4085,3,2,8,4,3,3,5,4,5,5
2012x6546,13,15,2,6,2,1,4,7,4,1
2074x3627,3,5,8,4,8,6,5,6,5,5
2024x4665,2,2,3,4,3,3,3,4,2,3
2014x5422,3,2,4,4,3,3,3,4,2,3
2026x250,2,2,4,4,3,3,3,4,2,3
2048x1957,2,2,3,4,3,3,3,4,2,3
2102x3769,3,5,8,4,3,6,5,4,5,5
2078x4462,2,2,3,4,3,3,3,4,2,3
2048x6033,2,2,2,4,3,2,3,4,2,3
2055x2430,2,2,4,4,3,3,3,4,2,3
2110x4859,2,2,3,4,3,3,3,4,2,3
2112x5112,2,2,3,4,3,3,3,4,2,3
2200x3912,3,5,8,4,3,6,5,4,5,5
2126x1539,7,6,3,7,3,8,6,7,2,3
2168x4097,3,5,8,4,3,6,5,4,5,5
2102x2610,7,10,4,7,5,8,13,8,6,6
2201x6293,3,5,8,4,8,6,5,6,5,5
2200x3089,2,2,3,4,3,3,3,4,2,3
2262x1991,11,2,2,4,2,2,14,7,2,3
