,20180417_BZ5_control_0,20180417_BZ5_control_1,20180417_BZ5_control_2,20180417_BZ5_control_3,20180417_BZ5_control_4,20180417_BZ5_control_5,20180417_BZ5_control_6,20180417_BZ5_control_7,20180417_BZ5_control_8,20180417_BZ5_control_9
69x4486,4,2,1,4,1,1,4,1,1,1
93x1063,1,11,2,10,1,11,11,6,1,10
143x3445,3,3,1,3,4,4,2,3,4,4
88x4092,4,2,1,4,1,1,4,1,1,1
120x4293,4,2,1,4,1,1,4,1,1,1
104x2648,2,3,3,2,2,2,2,2,2,2
105x2425,2,3,3,2,2,2,2,2,2,2
146x5387,3,4,4,3,3,3,3,3,3,3
107x3104,3,3,1,3,4,4,2,3,4,4
127x3822,4,2,1,4,4,4,4,1,4,4
259x4507,4,2,1,4,1,1,4,1,1,1
210x2935,3,3,3,2,2,2,2,2,2,2
241x3271,3,3,1,3,4,4,2,3,4,4
239x2631,2,3,3,2,2,2,2,2,2,2
281x3080,3,3,1,3,4,4,2,3,4,4
224x3566,3,2,1,4,4,4,4,3,4,4
221x4872,3,4,4,3,3,3,3,3,3,3
290x5270,3,4,4,3,3,3,3,3,3,3
276x5435,3,4,4,3,3,3,3,3,3,3
321x3949,4,2,1,4,4,4,4,1,4,4
339x2790,2,3,3,2,2,2,2,2,2,2
317x5119,3,4,4,3,3,3,3,3,3,3
342x5600,3,4,4,3,3,3,3,3,3,3
352x2563,2,3,3,2,2,2,2,2,2,2
372x1693,5,6,6,1,6,1,1,1,3,6
311x2357,2,3,3,2,2,2,2,2,2,2
385x5503,3,4,4,3,3,3,3,3,3,3
396x4972,3,4,4,3,3,3,3,3,3,3
388x5349,3,4,4,3,3,3,3,3,3,3
402x1331,5,2,1,1,1,1,1,1,1,6
409x4543,4,2,1,4,1,1,4,1,1,1
413x5757,3,4,4,3,3,3,3,3,3,3
393x4808,3,4,4,3,3,3,3,3,3,3
446x5944,4,5,5,5,5,5,5,4,5,5
462x5091,3,4,4,3,3,3,3,3,3,3
482x5413,3,4,4,3,3,3,3,3,3,3
482x5581,3,4,4,3,3,3,3,3,3,3
461x3050,3,3,1,3,4,4,2,3,4,4
471x5246,3,4,4,3,3,3,3,3,3,3
526x5768,3,4,4,3,3,3,3,3,3,3
555x1786,5,6,6,1,6,1,1,1,3,6
563x5971,4,5,5,5,5,5,5,4,5,5
526x6243,4,5,5,5,5,5,5,4,5,5
548x6495,4,5,5,5,5,5,5,4,5,5
554x6386,4,5,5,5,5,5,5,4,5,5
558x5137,3,4,4,3,3,3,3,3,3,3
561x6118,4,5,5,5,5,5,5,4,5,5
581x4471,4,2,1,4,1,1,4,1,1,1
599x5622,3,4,4,3,3,3,3,3,3,3
604x5412,3,4,4,3,3,3,3,3,3,3
598x6567,4,5,5,5,5,5,5,4,5,5
578x286,12,2,2,4,1,1,1,1,1,1
616x5239,3,4,4,3,3,3,3,3,3,3
652x6228,4,5,5,5,5,5,5,4,5,5
705x1715,5,6,6,1,6,1,1,1,3,6
732x5330,3,4,4,3,3,3,3,3,3,3
835x5264,3,4,1,3,3,3,3,3,3,3
871x1075,1,2,1,4,1,3,4,1,3,4
847x241,1,2,2,4,1,1,1,1,1,1
887x5359,3,4,1,3,3,3,3,3,3,3
949x787,1,2,1,4,1,3,4,1,3,4
906x2244,12,11,2,10,1,11,1,1,11,1
898x92,1,2,2,4,1,1,1,1,1,1
1023x284,1,2,2,4,1,1,1,1,1,1
1022x5565,3,2,1,3,3,3,5,3,3,3
1107x4892,1,14,2,1,1,1,1,1,1,1
1155x352,1,2,2,4,1,1,1,1,1,1
1219x6017,1,6,2,7,6,1,6,5,6,1
1225x5122,1,14,2,1,1,1,1,1,1,1
1249x136,1,2,2,4,1,1,1,1,1,1
1251x4565,13,14,7,1,1,1,11,1,1,10
1338x2782,11,4,14,1,3,3,1,1,3,3
1373x6021,1,6,6,7,6,1,6,5,6,6
1382x2384,12,6,6,9,6,6,1,6,1,6
1474x1644,1,2,2,4,1,1,1,1,1,1
1500x293,1,2,2,4,1,1,1,1,1,1
1580x763,1,2,2,4,1,1,1,1,1,1
1588x535,1,2,2,4,1,1,1,1,1,1
1627x5761,5,6,6,7,6,6,6,5,6,6
1707x565,1,2,2,4,1,1,1,1,1,1
1677x5560,5,6,6,7,6,6,6,5,6,6
1779x5697,5,6,6,7,6,6,6,5,6,6
1773x4571,8,1,2,8,11,1,1,6,1,8
1790x4707,6,8,2,8,8,8,1,6,7,8
1830x5552,5,6,6,7,6,6,6,5,6,6
1794x5436,5,6,6,7,6,6,6,5,6,6
1911x4654,10,1,2,8,11,1,1,6,1,8
1932x5445,5,6,6,7,6,6,6,5,6,6
1978x5613,5,6,6,8,6,6,6,5,6,6
1980x6074,6,8,8,8,8,8,8,9,7,8
2003x3832,6,8,8,9,8,8,8,7,7,8
2040x5814,10,8,8,8,11,8,8,6,8,8
2050x4659,1,1,2,8,11,1,1,6,1,15
2066x2105,1,1,7,1,1,1,1,1,1,1
2085x390,9,11,11,10,11,11,7,6,11,9
2097x4378,8,1,2,8,11,1,1,6,1,10
2152x5956,6,8,8,8,8,8,8,9,7,8
2160x4870,1,1,2,8,11,1,1,6,1,15
2221x5691,6,8,8,8,8,8,8,9,7,8
2217x6516,6,8,8,9,8,8,8,7,7,8
2248x5871,6,8,8,8,8,8,8,9,7,8
2239x1154,4,1,7,1,1,1,1,1,1,1
2297x3080,6,8,8,9,8,8,8,9,7,8
2302x3966,6,8,8,9,8,8,8,9,7,8
2343x1019,4,1,7,1,1,1,1,1,1,1
2374x198,9,11,2,10,11,11,7,6,11,9
2362x3504,6,8,8,9,8,8,8,9,7,8
2390x3361,6,8,8,9,8,8,8,9,7,8
2433x2760,6,8,8,8,8,8,8,7,7,8
2393x1440,4,1,7,1,1,1,1,1,1,1
2458x2908,6,7,8,8,8,8,8,7,7,8
2438x4101,6,8,8,9,8,8,8,7,7,8
2474x3930,6,8,8,9,8,8,8,9,7,8
2469x1334,4,1,7,1,1,1,1,1,1,1
2497x4564,6,8,8,9,8,8,8,9,7,8
2536x3651,6,8,8,9,8,8,8,9,7,8
2465x4370,6,8,8,9,8,8,8,9,7,8
2523x1100,4,1,7,8,7,1,1,6,1,1
2552x6051,6,8,8,9,8,8,8,9,7,8
2566x445,6,8,8,9,8,8,8,9,7,8
2558x2591,7,10,9,6,9,9,9,8,8,9
2607x167,1,1,2,1,1,1,1,6,1,1
2602x2274,7,10,9,6,9,9,9,8,8,9
2625x6297,6,8,8,9,8,8,8,9,7,8
2661x4921,6,8,8,9,8,8,8,9,7,8
2671x2028,7,10,9,6,9,9,9,8,8,9
2647x5842,6,8,8,9,8,8,8,9,7,8
2698x4476,6,8,8,9,8,8,8,9,7,8
2725x1229,6,1,8,8,8,8,8,6,7,8
2729x2571,7,10,9,6,9,9,9,7,8,9
2717x5480,6,1,7,8,1,8,1,1,14,8
2739x2192,7,10,9,6,9,9,9,8,8,9
2724x5212,6,1,7,8,1,8,1,1,14,8
2771x925,6,8,8,9,8,8,8,9,7,8
2779x3387,6,8,8,9,8,8,8,9,7,8
2794x549,6,8,8,9,8,8,8,9,7,8
2825x158,6,1,2,9,1,1,8,9,7,8
2818x3935,6,8,8,9,8,8,8,9,7,8
2825x353,6,8,8,9,8,8,8,9,7,8
2835x4736,6,8,8,9,8,8,8,9,7,8
2852x5446,6,1,7,8,1,8,1,1,14,8
2877x61,1,1,2,9,1,1,1,1,1,1
2863x4900,6,8,8,9,8,8,8,9,7,8
2862x3238,6,8,8,9,8,8,8,9,7,8
2867x6410,6,8,8,9,8,8,8,9,7,8
2912x2915,6,8,8,9,8,8,8,9,7,8
2863x6239,6,8,8,9,8,8,8,9,7,8
2882x1230,6,8,8,9,8,8,8,9,7,8
2854x6016,6,8,8,9,8,8,8,9,7,8
2892x3781,6,8,8,9,8,8,8,9,7,8
2900x4518,6,8,8,9,8,8,8,9,7,8
2944x3399,6,8,8,9,8,8,8,9,7,8
2908x1593,6,7,8,8,8,8,8,9,7,8
2933x2191,7,10,9,6,9,9,9,8,8,9
3023x6550,6,8,8,9,8,8,8,9,7,8
2927x3132,6,8,8,9,8,8,8,9,7,8
2971x1902,7,10,9,6,9,9,9,6,8,9
2957x960,6,8,8,9,8,8,8,9,7,8
2975x4177,6,8,8,9,8,8,8,9,7,8
2997x392,6,8,8,9,8,8,8,9,7,8
2984x795,6,8,8,9,8,8,8,9,7,8
3005x607,6,8,8,9,8,8,8,9,7,8
3008x6107,6,8,8,9,8,8,8,9,7,8
3015x2375,6,8,8,9,8,8,8,9,7,8
3035x4607,6,8,8,9,8,8,8,9,7,8
3010x5742,6,8,8,9,8,8,8,9,7,8
3051x5364,6,8,8,8,8,8,8,9,7,8
3088x4056,6,8,8,9,8,8,8,9,7,8
3088x5969,6,8,8,9,8,8,8,7,7,8
3098x269,6,8,8,9,8,8,8,9,7,8
3085x1874,7,7,9,8,9,9,9,6,8,9
3073x2687,6,8,8,9,8,8,8,9,7,8
3074x3903,6,8,8,9,8,8,8,9,7,8
3112x704,6,8,8,9,8,8,8,9,7,8
3112x1238,6,8,8,9,8,8,8,9,7,8
3100x1519,6,7,8,9,8,8,8,9,7,8
3096x4775,6,8,8,9,8,8,8,9,7,8
3113x5229,6,8,8,8,8,8,8,9,7,8
3130x3026,6,8,8,9,8,8,8,9,7,8
3143x1724,7,7,9,8,9,9,9,9,8,9
3143x4443,6,8,8,9,8,8,8,9,7,8
3176x1111,6,8,8,9,8,8,8,9,7,8
3167x4598,6,8,8,9,8,8,8,9,7,8
3194x6122,6,8,8,9,8,8,8,7,7,8
3192x1436,6,8,8,9,8,8,8,9,7,8
3202x973,6,8,8,9,8,8,8,9,7,8
3179x2424,6,8,8,9,8,8,8,9,7,8
3203x3174,6,8,8,9,8,8,8,9,7,8
3190x4995,6,8,8,9,8,8,8,9,7,8
3234x4222,6,8,8,9,8,8,8,9,7,8
3259x2762,6,8,8,9,8,8,8,9,7,8
3263x3474,6,8,8,9,8,8,8,9,7,8
3262x3332,6,8,8,9,8,8,8,9,7,8
3277x2545,6,8,8,9,8,8,8,9,7,8
3268x5634,6,8,8,9,8,8,8,9,7,8
3294x327,6,8,8,9,8,8,8,9,7,8
3274x5349,6,8,8,8,8,8,8,9,7,8
3308x5144,6,8,8,8,8,8,8,9,7,8
3320x3713,6,7,8,8,8,8,8,7,7,8
