sample	seed	ari_value
20180417_BZ5_control	0	0.2311125420823649
20180417_BZ5_control	1	0.21612330659574
20180417_BZ5_control	2	0.22041934136322044
20180417_BZ5_control	3	0.17569171327522
20180417_BZ5_control	4	0.20301378453117788
20180417_BZ5_control	5	0.20842728420917064
20180417_BZ5_control	6	0.18054534547358944
20180417_BZ5_control	7	0.19982313566079696
20180417_BZ5_control	8	0.22703397845567677
20180417_BZ5_control	9	0.23935688540392422
20180419_BZ9_control	0	0.22918517018919513
20180419_BZ9_control	1	0.2593896788228099
20180419_BZ9_control	2	0.2728186752805321
20180419_BZ9_control	3	0.26930249262874817
20180419_BZ9_control	4	0.24660390950948138
20180419_BZ9_control	5	0.2558341157018874
20180419_BZ9_control	6	0.24847936003938906
20180419_BZ9_control	7	0.26803159119882586
20180419_BZ9_control	8	0.26737447310980805
20180419_BZ9_control	9	0.2602173799705918
20180424_BZ14_control	0	0.20913299004934346
20180424_BZ14_control	1	0.19767731101888733
20180424_BZ14_control	2	0.1518567874581245
20180424_BZ14_control	3	0.2382710499422522
20180424_BZ14_control	4	0.2129260341561386
20180424_BZ14_control	5	0.19915464279414055
20180424_BZ14_control	6	0.20427991832582976
20180424_BZ14_control	7	0.20702043130790354
20180424_BZ14_control	8	0.22543007479167976
20180424_BZ14_control	9	0.20858915193580724
