sample	seed	ari_value
20180417_BZ5_control	0	0.25057256232857017
20180417_BZ5_control	1	0.2309699538653465
20180417_BZ5_control	2	0.21920475600366204
20180417_BZ5_control	3	0.21385889783897968
20180417_BZ5_control	4	0.22946207092646997
20180417_BZ5_control	5	0.22560922053998064
20180417_BZ5_control	6	0.21411195017297277
20180417_BZ5_control	7	0.2118817260469541
20180417_BZ5_control	8	0.21972055477794303
20180417_BZ5_control	9	0.24656904791444129
20180419_BZ9_control	0	0.2768253868036721
20180419_BZ9_control	1	0.3012360670065268
20180419_BZ9_control	2	0.2783149885751561
20180419_BZ9_control	3	0.2702229066913064
20180419_BZ9_control	4	0.2721408727329466
20180419_BZ9_control	5	0.26869123297214265
20180419_BZ9_control	6	0.28903512533391534
20180419_BZ9_control	7	0.26744713475515597
20180419_BZ9_control	8	0.2840436028212125
20180419_BZ9_control	9	0.3046331619093079
20180424_BZ14_control	0	0.2024608778888659
20180424_BZ14_control	1	0.19410419328323056
20180424_BZ14_control	2	0.2451631266130902
20180424_BZ14_control	3	0.2284852754025765
20180424_BZ14_control	4	0.2242734142004177
20180424_BZ14_control	5	0.21095399227650302
20180424_BZ14_control	6	0.24319930765283962
20180424_BZ14_control	7	0.2184645759845626
20180424_BZ14_control	8	0.22953220433204224
20180424_BZ14_control	9	0.2170304707947216
